 , C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12, C13, C14, C15, C16, C17, C18, C19, C20, C21, C22, C23, C24, C25, C26, C27, C28, C29, C30, C31, C32, C33, C34, C35, C36, C37, C38, C39, C40, C41, C42, C43, C44, C45, C46, C47, C48, C49, C50, C51, C52, C53, C54, C55, C56, C57, C58, C59, C60, C61, C62, C63, C64, C65, C66, C67, C68, C69, C70, C71, C72, C73, C74, C75, C76, C77, C78, C79, C80, C81, C82, C83, C84, C85, C86, C87, C88, C89, C90, C91, C92, C93, C94
57.55392,6.096319,4.730647,3.876814,15.28563,0.2301081,14.01165,1.932694,-4.720267,39.34312,0.1385399,1.330744,3.771761,-0.931399,-2.117048,0.9657454,31.42801,6.641734,3.129749,14.14026,-0.609012,-2.695216,1.386032,-1.605234,22.06117,2.064161,5.37435,18.5289,2.774549,29.21175,10.9164,1.69038,2.718286,5.318306,4.162327,5.832278,18.37171,22.44732,5.560031,3.318782,-2.512387,-0.5028998,6.795035,-0.5182474,2.838323,2.147286,-2.644744,9.247424,16.2566,3.998178,18.44557,-1.19568,3.647315,16.94654,2.894596,35.68319,2.489181,17.7725,8.310606,-1.061332,6.566971,7.079144,4.098936,-0.2687309,-0.8482237,35.71602,23.64167,-0.6048345,0.08538526,15.59271,3.987012,3.268611,2.57607,3.600984,1.225956,9.289858,4.021712,-1.139111,-0.5857403,-2.289637,24.8223,3.129057,6.036724,3.678464,-0.9555434,1.39649,19.25633,1.773083,0.3711653,-0.7636731,9.166636,1.263534,-0.7740116,1.22638,3.654686,-0.3581227
57.65384,5.845673,5.053719,4.283088,14.72604,0.7088574,14.61452,1.090412,-2.277507,40.92944,-1.59304,2.900534,3.237636,-2.516285,-2.66396,1.663836,31.93138,7.478824,5.437078,13.8372,0.2026573,-2.818049,3.094363,-1.39805,19.13677,1.355684,3.951409,17.74837,4.192694,29.55497,10.16798,1.696331,1.294557,6.728075,3.343853,3.944376,19.06429,21.35567,3.364791,5.835735,-2.812555,-0.4071898,6.926628,-0.5499067,6.092898,1.687793,-2.303518,6.751346,15.53515,7.482012,18.47038,-0.6962864,4.425268,16.81908,3.485311,35.54776,2.245138,17.5277,5.881789,-0.7598704,6.788198,5.996674,2.666052,0.4482954,-0.1566749,34.25799,26.55631,-1.168786,-0.4348027,16.65243,3.807698,5.857973,2.873652,6.965943,0.4738771,10.36084,5.223368,0.08122939,-0.7669925,-0.8456801,22.78637,3.92041,6.455611,4.880512,-1.462965,1.200657,20.29322,2.568121,-1.255442,-0.8295966,10.22184,1.071929,-1.754458,0.6288069,1.589298,0.9246855
57.75376,5.905331,4.911562,3.671297,14.07079,0.09464581,13.53822,2.129105,-3.604246,39.58897,-2.029463,1.864098,5.036653,-2.503053,-0.6460227,3.875645,28.54361,8.571819,4.683159,13.24172,-0.3551753,-3.158285,2.029113,-1.202216,19.85554,1.975819,7.819584,18.08807,1.951195,29.36186,9.914477,0.6365162,1.422081,8.003034,3.153743,3.088105,18.23537,20.44522,4.850395,4.722259,-4.091171,0.04266646,7.172204,0.3318589,4.521757,0.9944173,-1.706872,6.319338,15.5238,6.215998,19.58303,-1.270203,2.828137,15.59859,4.150382,34.00496,1.930714,17.79466,6.979082,0.4655465,8.649614,3.985349,4.371033,0.9509591,1.048047,32.63368,29.19006,-0.7608364,-1.269286,15.35749,3.032562,5.611068,2.03814,3.503611,0.8099228,10.76777,5.285726,0.2579108,-0.01559707,0.1291791,19.63637,3.200478,6.444955,4.526984,-1.9337,1.300893,19.20457,6.026096,-2.134699,0.7557426,9.944219,1.377554,-1.096251,1.322022,1.764085,0.6755186
57.85368,5.087378,3.817848,3.987152,17.53485,0.9314889,13.57805,1.87052,-3.672938,39.8434,-0.5329999,2.529507,3.751068,-1.101134,-3.121625,4.721308,29.0969,9.251065,5.820614,11.87363,-1.206619,-2.193433,2.995058,-0.4140674,19.54338,2.730116,5.455178,18.20975,4.267212,27.69125,11.45143,-0.3653607,-0.6589228,8.700241,2.637707,1.646843,18.18649,20.79437,4.402961,3.451547,-2.40526,-0.3708328,5.820864,-1.060125,4.725051,2.981375,-2.289242,4.807734,21.87148,4.760131,18.62778,0.6760936,-0.3177744,16.84485,5.120504,34.79308,2.058058,17.76903,7.089234,-0.1466357,8.523987,3.348162,5.363854,0.02937681,0.4308904,33.00368,28.89026,-0.8045622,1.31804,13.47563,7.078277,2.747285,2.458418,4.649304,2.070471,10.67804,4.76178,1.88431,-0.5959655,-2.198171,19.30601,5.274109,3.302678,5.834158,0.05615521,2.303186,19.87145,7.13768,0.7934289,-0.3958663,9.212472,0.4969551,-0.04676948,2.183424,0.4203109,0.5755991
57.9536,4.320383,4.87263,5.017137,19.83916,0.5374542,11.54527,2.764518,-4.054153,40.17636,-1.506998,1.386963,3.648868,-1.630301,-3.305517,6.106946,28.49385,8.001383,3.216346,11.08143,-1.303651,-3.040152,0.4530826,0.07230303,18.91118,2.196573,7.417412,16.80959,3.649653,28.16014,11.98363,0.6867178,1.752137,7.211775,3.042373,2.786129,17.24858,21.5612,2.560644,5.079457,-3.506963,0.6684377,6.0586,0.317413,4.384415,-0.1874932,-1.398062,5.728344,23.13748,4.13757,17.9618,1.768956,2.225295,15.65276,5.913289,35.00061,0.9153348,18.17829,6.030343,-1.072599,7.166513,5.77638,4.154855,-0.5727404,-0.01792878,32.6265,33.83854,0.8731142,-1.11029,14.21901,7.927109,2.231784,1.600129,5.798576,0.6959833,9.352231,1.918511,0.6164115,-1.03222,-1.291411,20.19854,2.273737,2.029768,3.773455,-0.4878677,0.8656883,17.47598,9.146525,0.3135102,-0.89961,7.775005,0.4819789,-1.445191,2.355064,2.078541,0.06950931
58.05352,3.847903,1.624816,4.898309,17.54303,3.34002,11.85096,3.374091,-2.710803,38.58213,0.6632267,2.987893,3.431503,-2.822558,-3.985322,8.221088,29.15585,7.918243,4.200965,10.3484,-2.658195,-3.348273,1.339627,1.004818,15.71664,3.0336,3.859511,13.68846,3.822354,28.29973,10.28984,-0.01142421,0.4197702,7.66951,3.74178,2.825033,17.41956,21.14122,2.847278,3.214913,-4.919745,0.5278493,6.274843,-1.240033,3.537374,0.3984102,-2.48773,6.488149,26.89544,7.705314,15.40068,1.764587,3.184615,14.18128,3.959604,35.83776,1.337986,18.38741,8.483614,-1.709548,5.246538,8.434636,2.307821,1.087012,-1.54745,32.15381,35.64202,1.086922,-1.744304,14.37813,8.002834,4.676867,3.348608,3.896625,2.237904,8.1928,3.779718,1.977003,-0.6252151,0.07466774,15.45764,3.194491,1.908564,3.065721,1.77416,2.321808,18.62574,8.118684,-1.066582,-0.656851,9.626903,0.07742433,-2.547735,0.6226192,1.042249,-0.5573577
58.15344,3.904562,1.536261,5.804165,19.00721,-0.03590642,10.30298,3.691789,0.3118106,37.4068,2.481965,3.253761,1.903364,-2.410933,-2.47468,6.864109,28.07656,6.39684,6.926348,10.94746,-0.9980152,-1.430012,0.2549004,-0.7654957,16.27565,1.722617,5.575215,14.57144,3.034693,25.7079,10.52353,1.580358,1.104639,6.697914,2.573829,2.142378,18.45444,20.02864,3.473074,7.76951,-4.505383,0.4478134,6.368118,-0.2528708,1.190223,0.6017123,-1.550236,5.31428,27.07679,7.923079,15.80583,0.9781923,2.138962,14.66795,3.541537,31.87323,1.789198,19.92039,9.329747,-1.787591,5.760518,8.308984,1.146628,2.227314,-1.71253,29.71832,40.89122,2.359558,-1.712871,13.4124,7.699323,4.740327,2.488552,3.954701,-0.2631545,7.203951,2.185458,1.868994,-0.524064,-0.9332977,16.47682,3.832217,2.595366,3.008715,-0.6120238,2.409319,18.10259,7.943715,-1.540412,-1.134409,9.274485,0.8804272,-2.248559,1.937194,2.480049,0.1076149
58.25336,3.001163,4.613486,5.033171,18.52892,-1.060881,11.56571,4.135824,2.165166,37.39167,-1.748081,1.769441,3.43855,-2.405462,-2.547114,7.26144,28.76237,8.140937,5.033432,10.13072,2.331372,-2.891695,2.966932,-1.201652,16.59623,1.231273,6.472521,17.11309,3.48893,26.41245,11.07183,-0.7582274,1.114855,8.490644,2.545632,3.322755,16.84016,18.16019,3.212375,4.741992,-2.885249,0.9914603,5.383097,-0.3435776,3.496498,1.2434,-0.2252648,4.42811,28.80827,4.508307,17.00269,-1.591994,3.217998,15.66731,2.898386,33.62548,0.3443505,17.98105,8.459893,0.9894149,6.47547,5.607978,1.983163,1.640935,0.07813734,29.60933,49.36097,3.491982,-1.333287,9.891822,9.279677,2.859304,2.892028,4.352871,-0.9093117,7.073755,1.937062,2.313603,0.3815706,-0.3834063,17.27857,4.741255,1.69258,3.788738,-1.1913,1.343252,16.24611,8.539707,0.2732258,0.1876005,13.08194,2.259896,-2.149899,2.311154,0.8171614,0.3638291
58.35328,3.167658,2.227775,3.762496,16.60112,-0.3966702,10.98508,1.941619,5.513808,36.45322,1.1095,2.524999,2.262869,-2.807629,0.7704713,8.888156,26.78587,7.836187,5.279288,8.613786,0.4925781,-2.3462,0.2874547,-2.149883,15.06107,1.503778,4.055881,16.88267,1.619995,24.36854,9.783656,2.69555,1.015641,8.743262,3.026286,1.90482,16.5549,19.92355,3.442336,5.456091,-4.454825,-0.8194665,6.662278,1.196814,2.957246,1.476448,-1.557351,5.053605,29.40701,7.446877,16.92468,0.5440421,2.56441,12.85815,2.613191,31.705,1.08603,19.05502,10.08812,-2.801264,3.210341,6.198123,1.087715,-0.3745414,-1.25377,28.40705,52.13214,1.731452,-2.107463,11.88352,9.07513,3.799965,-0.2918859,5.421931,0.634563,6.664552,3.738883,2.73457,-1.028379,2.062923,16.90547,5.883337,1.377492,1.289834,-1.102415,2.162823,17.58924,6.745296,-1.52748,-0.2495437,13.53454,2.796574,-1.358426,1.673486,-0.3833357,-2.149912
58.4532,1.856447,2.598406,3.130366,16.68821,1.068458,10.60089,1.311849,6.426489,35.47546,-0.2075872,1.659925,2.593966,-2.841958,-3.721927,8.670269,29.01483,6.807187,4.614007,8.423587,2.507961,-0.764132,2.22783,0.9001956,13.25564,3.267363,4.817598,19.12772,3.337745,23.53893,8.982491,0.911543,1.645925,8.635861,3.201653,0.7120377,14.58734,18.37818,5.056364,7.742048,-1.848706,1.780072,4.848123,-0.1139199,1.271897,1.491251,-0.833243,6.477538,30.66682,5.548865,13.84244,3.033749,2.484373,13.93891,4.401779,31.08033,0.9536273,19.36233,7.01815,-0.5050517,4.526791,4.934954,3.303287,-1.475735,-1.45727,27.81261,58.70641,5.217904,-1.438935,11.59677,5.261661,3.353614,1.413837,3.116114,1.104685,5.952488,1.411175,1.284549,-1.6636,-0.02883977,15.31131,3.472778,0.4887209,2.878878,-1.654353,1.679498,16.18995,12.3826,-0.9436176,0.2394201,13.20736,1.95878,-3.121764,2.759326,-0.3711381,-1.375842
58.55312,-0.6909862,3.101905,5.546235,16.85608,-0.6955931,11.23181,1.629581,7.4929,35.82779,-1.482019,2.342838,1.4289,-1.215075,-2.855104,7.914906,29.57603,7.395225,3.298667,7.400969,-1.056884,0.354238,1.391442,-0.2182086,12.82606,2.327763,3.721014,20.09288,4.696202,22.40785,10.75396,1.355092,1.080548,8.396586,3.626095,2.100573,14.7251,18.90387,3.112786,11.19888,-1.958881,-0.6835756,4.991447,0.9539002,4.212238,0.3745649,-2.315232,4.740689,31.24857,3.784723,14.15692,1.535741,2.844288,15.71583,2.540642,32.58375,0.1207974,18.67795,6.107187,-0.661604,3.369892,5.100574,1.837441,0.801284,-1.002834,25.04815,63.47353,4.957885,-0.9204381,10.53928,6.515374,3.305125,-0.2741891,4.03481,-2.178797,5.767207,-0.7351717,1.324255,-3.046944,0.8146851,17.09491,3.521422,0.4210804,4.081852,-2.271985,3.08066,15.96395,10.64861,-2.665964,0.5428151,13.17625,1.759883,-2.620303,1.043139,-1.378989,-0.2980058
58.65304,1.010946,2.706171,4.635739,16.77058,0.9574077,10.82049,1.895034,6.968887,33.50204,-2.241224,0.7885656,3.304652,-2.839323,-1.41878,5.427749,26.06495,6.313718,2.736261,7.183722,0.101579,-0.6741926,2.326654,-1.073135,13.13386,3.318766,4.450403,18.75359,6.982865,22.36446,10.49306,0.6838027,0.6718395,9.374085,4.050015,1.076147,14.38568,18.61497,2.796385,10.47417,-1.998974,-0.06623805,4.035655,1.574215,2.177679,1.415873,-1.873667,5.592941,30.47991,4.516474,17.09592,1.170192,2.201684,13.94849,3.31169,29.84753,2.653286,19.88399,7.929193,3.041331,3.766608,5.1047,2.58038,0.7516202,-0.465593,25.97244,65.89893,4.580667,-1.782991,11.09059,5.373324,1.357519,0.6544436,1.616595,-2.081344,5.179689,-1.096464,-1.071682,-2.00784,-1.296739,16.97822,3.397658,1.909078,3.650694,-2.261456,2.808805,14.56651,12.13774,-1.12573,0.3809828,15.54035,0.08565778,-2.191612,1.429049,0.561406,-0.133545
58.75296,0.8015141,1.606829,5.621552,16.06277,0.8542162,12.27157,1.769835,6.494186,31.50406,-0.04051216,2.382692,2.269676,-1.755052,1.673202,6.198682,27.12481,6.072688,2.759595,6.452704,-0.05400906,-0.3634229,1.278481,0.1015594,13.58141,2.668621,2.929966,18.61846,7.893772,21.56877,10.20571,2.167427,-0.8168642,8.012488,5.053882,4.078798,17.32237,19.41286,3.575071,9.121677,-6.207569,1.181953,5.050711,1.557398,3.39031,1.445503,-2.952118,3.88887,28.30425,4.636522,18.81979,2.839762,2.056173,10.26554,2.44722,30.96008,2.004415,20.00064,7.805132,0.4917404,3.792458,7.256705,3.292273,2.73342,-0.8170316,26.0714,66.94617,4.203669,-1.506632,10.97751,5.287866,3.089769,-2.023004,2.390597,-0.8424453,5.450967,-0.507549,1.793075,0.5087188,1.433568,17.96923,5.099968,2.139667,1.738886,-2.405904,2.853292,15.16883,9.020319,-4.129497,-0.3049424,16.23243,2.321891,-2.092384,2.017519,-2.356806,0.9430082
58.85288,1.206062,1.609703,5.087929,18.58497,1.86777,13.42889,2.639412,4.377895,30.3818,-2.805518,3.470912,3.160349,-2.509598,0.450532,7.622569,25.26243,3.896334,2.284984,7.115899,-1.785632,-0.3896116,2.228789,-0.1652558,12.27194,5.206165,2.056679,16.74439,9.573909,20.36978,10.33659,1.921243,-1.112006,10.23326,2.582362,2.483642,18.24219,18.09452,2.645688,13.51037,-3.945779,2.381347,4.199801,3.397566,0.7200637,-0.03742809,-2.075474,3.208974,29.10056,3.308132,16.49583,-1.182065,0.3945744,10.96129,3.120085,29.82133,1.361017,19.88326,6.012571,-1.09365,3.78525,5.717647,3.134245,0.05887501,-3.318298,24.67958,67.38332,5.462716,-1.601982,11.51816,5.50205,2.211951,-0.7332254,3.868158,-0.7838333,5.64655,-0.3321079,-0.3446609,1.085282,0.08062519,17.44812,5.847394,1.127534,3.261101,-2.513346,2.536288,14.32911,8.581185,-1.468734,0.748648,15.75665,-0.2126875,-3.19306,3.053152,-0.009505273,0.000977223
58.9528,2.149987,0.8626328,5.215806,21.3662,1.132884,13.87198,2.557044,4.013502,30.49347,-2.027008,1.266605,4.445385,-1.134728,0.6880218,7.131699,24.2302,7.719618,1.748017,6.617848,-0.2138025,-1.032215,2.174151,-0.008199066,13.98372,2.672317,1.283693,16.73892,10.81867,19.06257,8.675278,1.510214,-0.07661825,9.905219,3.944009,4.782148,23.37278,19.4679,3.166213,12.12288,-3.43455,3.14125,5.116113,6.207536,0.3278086,-1.425256,2.841661,4.316525,26.73645,4.660048,16.92218,0.9634681,1.122488,12.4983,3.428368,28.9951,1.281355,20.70229,8.336023,-1.142855,2.79455,7.785523,2.419129,0.06407369,0.2741411,24.18486,64.46815,4.960508,-2.741576,12.03443,7.687107,2.452333,-1.68898,1.383121,-1.465333,3.463686,-1.026166,2.350257,-1.3173,-0.1094686,17.12209,3.577562,1.864036,2.327406,-0.2001214,0.6217761,17.05178,7.807121,-2.491494,0.8479486,15.94232,-0.03242106,-2.824394,2.228614,2.749015,-1.14832
59.05272,0.9603714,2.554078,4.294591,21.8137,1.949062,18.52212,2.294351,4.264196,29.34477,-3.186366,-0.841575,3.70983,-2.321518,0.7205255,8.196765,25.2956,7.403875,2.58317,5.953265,-1.421736,-2.195351,2.526337,-1.99253,15.20014,2.612782,2.332334,15.6103,11.44868,19.94383,8.617959,2.985499,0.2190886,8.579511,4.61851,6.569777,24.84049,19.25147,4.236835,11.77032,-2.690589,3.009544,4.860295,8.57669,-1.796571,-1.514149,3.240541,4.548598,26.76945,4.567197,14.41295,1.986063,1.234955,12.14047,4.696836,28.08364,4.014055,20.25174,10.84891,-0.4391894,4.209441,8.550204,3.746928,2.714033,-1.867792,23.88567,66.3874,5.254138,-1.59416,11.31811,6.742893,0.2442345,0.2004324,1.787409,-2.259476,4.46807,-0.6218488,-0.3619362,1.42475,-0.6299367,16.23687,4.428514,2.746754,2.377062,0.01333348,2.159608,14.81402,6.163245,-1.847487,0.9659957,15.57109,0.1768277,-2.850181,1.573291,3.32231,-1.419551
59.15264,0.04061976,2.779412,4.885749,17.67031,1.966812,23.54372,1.687094,4.282621,30.67639,-0.5327484,-0.8031886,2.980927,-1.758816,-0.3107545,4.85373,25.42459,5.38841,3.002944,5.840019,-1.884786,0.06083624,2.163116,-0.5483956,14.08189,3.71213,2.63164,17.71452,10.82075,18.80491,8.489635,1.680998,0.04492743,9.439749,3.145926,6.00091,28.38433,20.60795,3.150674,12.99383,1.518644,3.410774,4.661933,8.99865,2.574415,-1.112097,4.636072,3.981451,25.67706,2.614631,14.1658,5.754589,1.630939,7.691751,4.053159,26.57602,1.552578,21.32496,11.77696,-0.2849182,4.990709,8.41621,2.299881,2.53785,-0.8489478,23.69468,67.19393,3.990475,-0.6984493,11.18629,6.245951,1.405265,0.5474299,-1.20453,-2.209029,2.967628,-1.834082,0.8855625,-1.650237,-0.08741535,15.82838,4.943344,3.110961,2.408346,0.1185747,2.038924,14.45131,6.080593,-2.685233,2.38639,17.58494,1.409974,-2.579221,0.3756565,0.5769457,-0.9989729
59.25256,1.310632,1.610276,5.137489,18.35551,2.054832,26.38554,2.829689,3.414919,28.57999,-1.303334,-0.8372794,4.827119,-1.769514,0.2207163,6.092765,31.46518,5.906138,1.143517,7.532564,-0.4125897,-0.5278483,2.470559,-0.9646176,16.81812,2.023113,2.070731,17.72069,8.795393,17.54007,7.586662,2.037943,0.4295169,7.330525,3.53644,5.053637,32.03947,20.98582,5.020023,12.67214,0.8851408,2.069321,4.935939,8.879715,1.850963,-0.1040678,2.593822,2.781318,23.96272,2.965721,12.86133,6.132562,1.139698,10.17985,2.376057,26.77084,1.492788,19.35716,13.9743,-1.811656,3.383584,8.169511,2.227722,2.259279,-0.7695826,22.95012,67.02853,5.185456,0.1061413,10.74874,7.183082,2.550701,1.352594,0.5388276,-1.96331,2.036078,-2.609524,3.088705,-1.696593,0.5835189,15.35494,5.247923,2.875036,1.771467,0.9477766,4.554872,15.55272,6.526472,-2.902561,0.878893,16.17176,2.390606,-1.513041,0.7552387,3.39149,-1.565596
59.35248,-0.00562294,0.8918727,5.675642,18.1099,1.019973,26.49765,3.550091,2.33023,28.37559,-2.941514,1.44403,3.850799,-2.47254,-1.657972,5.900633,31.96686,6.382098,2.893116,7.826813,-0.2073302,-0.8880464,2.552645,0.0377548,18.83887,0.7083337,3.256076,13.48136,7.84401,16.26207,10.96626,2.284155,1.677729,8.844674,2.737706,5.89173,33.87249,21.25932,4.870552,9.901212,2.670362,3.964522,3.236024,6.795854,1.292492,-3.724222,3.363027,2.342188,23.55628,7.128593,10.99901,4.814888,2.891484,7.676126,1.811829,24.29311,1.282705,21.14754,15.35231,0.6023015,4.93609,9.190526,3.706746,1.870412,-1.68649,22.96357,68.12504,5.710515,-1.503253,11.19028,4.619982,2.827121,0.2825262,1.702269,-0.1123952,2.42553,-1.092265,3.970275,-1.857052,0.4253645,15.09956,5.938531,1.430541,1.685433,0.7670923,4.460718,16.58983,2.62667,-1.813952,0.2026188,16.84182,0.7434719,-2.774922,-0.7248861,4.702446,0.1741596
59.4524,1.620378,1.23419,5.178025,18.04809,3.028935,26.9312,1.905923,1.467175,28.94583,-2.548191,0.7762585,5.792307,-2.076918,0.06286003,5.799089,31.56036,6.927696,1.28019,10.78804,-3.171262,-2.999937,1.405411,-0.7541919,18.85597,3.38176,2.877453,14.58398,8.932662,16.42809,8.81791,1.969693,-0.5656745,9.550982,4.980482,4.42131,36.2775,21.20847,5.001792,9.164623,1.304391,3.354701,2.295375,6.2636,1.511761,-2.161969,3.763444,4.930589,24.60452,7.567036,10.69395,4.488735,-0.00682613,10.2709,1.141697,25.01603,-1.979307,21.77117,14.99208,-2.35045,4.475224,7.535969,4.697072,1.480763,-0.8402497,22.53934,66.79073,4.65698,-2.480384,8.212395,4.848822,1.155922,1.259024,3.03502,-0.1825349,2.170679,-3.511255,0.4496594,-0.76416,1.306702,14.88399,5.642661,1.85125,1.211246,1.559415,4.336857,17.82198,3.961889,-1.032763,0.3706776,19.53468,1.41499,-2.567688,0.7637468,3.298967,-0.4898053
59.55232,1.249592,1.046109,4.251359,21.50551,2.558622,27.06679,2.138243,2.418267,28.40542,-2.91048,1.593362,4.498554,-1.651195,-1.095544,6.263377,33.27556,7.212611,3.88269,9.569557,-2.209585,-3.349685,1.273039,0.1242615,18.14378,3.804542,2.366693,15.00472,8.341099,15.28178,8.914029,0.123233,0.7788385,9.856622,3.452728,2.024014,36.22955,19.9395,8.111911,8.7619,2.530869,3.665569,1.508713,7.1815,2.852495,-0.8153133,3.235815,7.337561,22.04141,5.649586,12.88969,4.425322,0.06468837,10.02009,2.051623,23.7968,0.5564505,20.75414,13.29999,-0.4211469,5.418089,6.605217,3.518578,1.684111,-0.4155345,21.17749,68.36983,5.556219,-1.212305,8.752899,4.21462,3.136256,2.166646,0.2660639,-1.0886,1.824095,-0.7102646,0.406864,-1.421998,-1.030966,15.23556,7.94852,4.428739,2.701673,1.241846,3.509223,16.9189,2.711782,-1.363919,0.6070799,19.28657,2.722447,-4.084734,0.4618221,2.0315,-0.269385
59.65224,1.503711,1.977394,4.119712,26.02999,2.612115,27.88605,0.5096344,4.798754,29.90613,-2.130647,-0.3159871,4.648053,-1.234466,-0.2950295,6.14393,33.14844,7.368968,3.796599,9.902329,-0.2792459,-3.637535,1.717582,-0.93706,17.27848,2.440214,0.7768565,18.81269,9.323914,16.50234,9.148635,0.2343761,-0.1030231,10.38414,3.768474,1.386579,32.90556,20.30533,4.914945,9.766663,2.696688,4.496963,0.4093603,4.905949,3.9123,0.3955005,1.745829,7.690392,21.37113,3.17918,10.90738,4.810859,-0.2199578,15.18486,3.742001,25.02533,-0.5790677,20.73194,14.46863,-0.6739712,5.034953,4.669749,4.054101,1.251761,-0.7945907,21.60331,69.45226,4.041083,-1.929466,10.32107,4.262565,2.190429,1.272756,-1.678878,-2.060799,0.08160662,-2.827179,-2.19647,-0.7779007,-1.023669,16.16749,4.715878,3.590851,3.050548,-0.4479257,5.576075,14.00366,5.255712,-1.214328,1.029834,21.14845,2.327598,-2.166965,0.0971603,0.5769194,-1.091783
59.75216,1.564372,3.944368,3.964248,31.79887,1.08708,26.8174,0.7897531,6.788989,31.52204,-1.477687,-1.274718,8.977248,-0.8355741,-2.308672,6.024523,35.10451,4.518484,4.954786,7.936241,0.5441856,-3.28012,1.939767,-0.3603179,16.69355,3.544601,1.526193,17.7464,7.686028,16.06188,7.431387,-0.01676647,0.8648973,11.1588,4.061709,1.850049,30.81492,20.40691,4.303636,7.656736,3.984531,3.038171,2.850858,5.840488,4.753839,0.6028789,1.897507,8.010042,21.02518,2.905897,15.50648,3.026278,1.159547,17.10835,5.908247,23.90478,0.2641228,20.4093,14.56673,0.813271,6.327304,4.224172,4.298393,0.9544011,-0.7927842,20.07487,71.93266,4.346373,0.3250808,10.00553,2.10129,2.226162,0.5069818,-3.120316,-2.323492,1.664698,-2.887532,-0.157351,-1.576131,-2.415025,16.16509,4.290175,5.13908,3.770943,-0.7911884,4.434954,15.90214,4.295609,0.1163405,-0.1266882,21.04873,1.443437,-2.0787,1.395993,2.109034,-0.8716844
59.85208,0.2366759,1.82331,2.062889,35.83362,-0.2265226,25.3813,-0.04909651,10.36873,30.23163,-3.203974,-0.2201738,7.930836,-1.805327,-0.05783287,6.790831,35.45158,5.825622,3.779222,9.056751,1.159055,-2.881532,3.533667,-3.027771,17.19539,1.726517,0.004299023,19.09171,7.094363,14.61574,6.966379,0.02683031,0.1769054,10.616,5.968406,2.815144,30.62511,18.57314,4.567057,5.351995,3.471667,3.051947,2.06378,5.174673,3.023308,2.137396,5.192326,8.988966,20.19104,4.004406,19.67328,1.695449,-0.08558502,16.87126,6.13083,25.19654,0.4754938,20.88826,11.32879,2.550745,8.470305,5.981884,3.940194,0.5783275,-0.9749409,21.11616,75.71263,5.415521,-3.221976,9.544765,3.557772,2.241622,1.071898,-0.9226519,-1.614685,2.809326,-0.948754,-0.6082176,-0.2712372,-1.286529,14.09391,5.713361,3.537878,4.573229,-0.7687295,6.869061,16.15123,7.553513,-1.184424,1.075195,21.97619,0.4138796,-3.012107,0.8687677,0.9865987,0.3115416
59.952,0.5251618,2.212775,3.224766,40.7303,-1.025406,23.53192,2.343785,11.1715,31.57011,-1.226649,-1.211689,7.430217,-1.444338,0.1581691,7.087732,34.70863,5.171175,4.786891,6.675766,-1.005132,-4.38122,1.862536,-1.363313,17.31634,1.425126,0.8756642,18.68865,6.720296,15.52226,6.701646,0.2497352,-0.2606034,11.40466,3.896695,2.596337,28.86081,16.50921,3.485534,4.798725,2.985845,3.492452,2.577446,4.635047,2.416574,0.7460702,3.999648,8.15216,20.73572,4.76257,20.82618,1.190448,1.42835,16.35038,4.456842,21.53117,0.2075777,21.35071,13.0046,-0.6640716,8.632897,6.699695,3.577817,-0.2222764,-1.416055,19.97816,78.87649,5.453318,-0.254084,11.35462,3.752253,1.777747,-0.4354716,-1.535702,-1.650549,2.000788,-2.706722,0.06104558,1.041429,-2.815851,14.31803,4.887971,3.921941,3.964175,0.08186183,6.827964,15.16036,8.536293,-3.010845,-0.5694906,23.87656,0.4709055,-2.908258,1.485048,0.8303907,1.177428
60.05192,0.003896196,3.076422,4.020802,45.42182,-1.451151,22.07286,0.3794094,12.58493,30.10994,-1.122994,0.4876237,8.741378,-1.810669,-0.4935152,7.244411,35.19891,5.189482,3.385981,4.658536,1.662748,-4.956854,1.489948,0.03191263,16.01442,0.723146,0.7831413,17.63995,5.755375,15.07868,7.11574,-1.603919,0.2554172,9.054383,4.586259,2.20929,28.23874,18.21946,5.624833,7.392406,1.664125,2.914071,2.232004,6.402369,2.03239,2.63574,4.135425,8.786583,22.23045,4.457778,21.70285,0.943653,1.31118,15.40485,5.246084,22.94865,-0.3989916,20.5451,13.00339,2.938057,8.746953,6.728661,2.812991,0.2885755,-1.094919,20.00552,78.23372,4.558434,0.9370255,11.10412,4.078989,3.496083,-0.6609786,-0.9227445,-3.770912,2.957334,-2.597196,-1.252722,0.1277804,1.16086,15.17559,5.619385,6.949827,0.7581225,-0.9116982,5.325047,14.78541,9.50923,-2.307695,-0.08165944,23.32965,1.975102,-2.699628,0.9903383,-0.7619613,-1.561488
