 , C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12, C13, C14, C15, C16, C17, C18, C19, C20, C21, C22, C23, C24, C25, C26, C27, C28, C29, C30, C31, C32, C33, C34, C35, C36, C37, C38, C39, C40, C41, C42, C43, C44, C45, C46, C47, C48, C49, C50, C51, C52, C53, C54, C55, C56, C57, C58, C59, C60, C61, C62, C63, C64, C65, C66, C67, C68, C69, C70, C71, C72, C73, C74, C75, C76, C77, C78, C79, C80, C81, C82, C83, C84, C85, C86, C87, C88, C89, C90, C91, C92, C93, C94
60.15184,-0.4148346,1.28764,3.320425,45.36793,-1.668497,23.23112,0.8181271,11.24537,29.70399,-2.970993,0.2519769,7.384213,-1.432044,0.2068006,8.149508,34.07408,3.519544,2.320608,6.902626,1.223057,-2.818255,2.982456,-1.490537,16.97295,-0.6242579,2.135325,15.13852,5.29616,14.68187,8.005171,0.2416784,0.6136854,11.66821,5.10558,2.379139,29.30086,18.66324,6.13713,6.203968,2.000394,1.797179,3.94457,6.523675,0.5050082,0.7156666,2.495596,7.253792,21.40424,5.95598,21.98725,0.9007717,3.580653,12.85612,3.987013,21.14126,-2.252881,20.5994,10.14297,0.7310125,9.458628,7.216272,2.698118,1.711589,-0.8136489,19.41262,77.03571,4.010843,-1.433509,9.0911,1.595941,2.095365,0.06265392,-0.8699577,-2.834219,1.582857,-3.882669,0.03256096,0.4389688,0.7867554,17.95514,5.170545,7.740016,3.809005,-0.3020856,4.565906,14.05777,9.64065,-0.3596869,-0.007383052,22.3209,1.679648,-2.602082,0.8609222,-1.960565,0.5197522
60.25176,-0.5576743,2.933804,2.431407,41.52023,-1.257697,20.35757,1.194092,10.27272,29.4469,-1.128133,-0.7844336,5.195335,-2.809327,0.05166033,5.76008,32.21516,5.51483,1.639462,7.195549,0.5464511,-2.241315,1.429356,-2.399403,17.4313,-0.8468792,4.059621,15.04947,4.123121,13.42118,7.38942,-1.100061,1.677791,8.846173,3.854096,3.367433,27.8043,19.875,3.851024,5.36923,1.65731,0.267103,1.653316,11.50589,-0.2183004,-1.08911,2.027331,7.422878,21.83595,5.146681,22.54238,1.338704,2.015042,13.50967,5.038365,21.35011,1.564834,22.01136,11.30314,0.1621217,9.173159,7.13745,3.827004,2.668264,-1.249137,18.25738,75.30346,4.679147,-2.045061,11.32989,1.832601,4.45829,0.5927956,-0.1376735,-1.413369,1.152624,-3.613575,-1.114402,-0.2196359,-0.4488145,15.4993,5.058569,6.497795,2.802261,-0.2708752,4.032907,13.67003,9.936642,-1.640028,1.117178,22.14261,-0.9249162,-3.343532,-0.2275013,-0.285621,-0.6201334
60.35168,1.634408,2.539207,2.645091,40.16763,-1.379407,21.30507,0.96829,9.529546,27.82259,-2.073359,1.191797,5.029665,-1.350903,0.18006,6.461275,31.54526,4.595461,2.157761,7.292948,2.590065,-4.427958,2.369906,-2.252634,19.8983,-1.342719,1.251707,14.86254,4.801733,11.53108,6.356883,0.1746604,1.026906,8.897719,4.643104,3.25354,30.07801,19.63115,3.805859,5.091227,2.145672,3.766441,3.125986,13.19077,1.627965,-1.160336,4.18593,7.400594,21.97496,2.646168,20.66329,3.041849,0.6931018,11.15908,4.333432,19.91367,1.167241,20.88946,12.10842,-0.198064,10.06809,9.211181,3.419959,0.307654,-2.145599,18.72596,75.36741,5.238234,-1.729846,9.879128,2.063319,2.078883,-1.157548,-3.250669,-0.9804285,0.7860649,-3.661998,0.4790445,-0.1489831,1.049268,15.90873,4.816136,5.219039,4.300501,-0.9401448,2.762149,14.57184,8.599966,-2.742896,0.7950727,24.8732,0.7570299,-4.448562,-1.54525,-0.8012868,0.03137802
60.4516,-0.9661356,2.756851,2.771169,37.99345,0.1480431,25.36037,0.671658,8.861942,26.71226,-2.730999,-0.1370151,4.404361,-0.9451566,-0.4042395,6.924247,33.10091,7.297802,2.88313,4.701881,0.04840598,-1.932455,2.181234,-2.735015,20.45114,-0.6637869,1.155465,13.24323,5.9986,12.19815,6.302663,0.5478694,-0.107608,9.398007,4.944004,2.465366,33.66621,18.37954,5.614733,7.102904,1.18953,2.488249,5.106987,15.98167,-0.7726848,-2.146388,5.908045,8.01784,21.32467,3.346565,19.30504,3.009328,0.154079,9.441623,3.768886,20.90972,2.056001,22.53385,14.02259,0.3909547,9.968378,9.452719,2.282728,1.078572,-0.9327786,18.45568,75.53426,5.198417,-0.405632,11.1743,2.385266,3.617263,-0.5431753,-1.55842,-0.4090377,1.482343,-5.359614,0.2886498,0.9264582,1.637134,13.5773,4.764299,5.181982,0.2452342,-0.9399348,2.000851,13.66841,5.48237,-2.208536,0.4660993,24.76998,1.244653,-3.621489,1.080109,0.9784225,-0.9603531
60.55152,0.1733288,1.022332,4.715685,36.5229,1.657987,24.00184,1.274181,7.497832,26.03304,-0.2529181,-0.1677173,4.334628,-3.395733,-3.550336,4.407393,30.7243,4.690182,3.655246,7.615192,-1.176983,-2.685734,1.339522,-1.572446,19.5995,1.216426,1.7813,13.08517,8.177842,11.97829,7.683637,0.3661425,0.8425961,7.62435,3.389925,2.85706,34.77581,19.95333,3.057159,9.488769,2.750655,3.721925,5.149644,16.21843,0.9083323,-3.870347,8.244107,6.234704,20.12971,5.248275,17.80797,5.054622,1.84924,8.574802,2.118556,19.78451,0.4405215,23.4193,18.14182,-1.014889,7.819897,9.137513,2.690463,2.171929,-0.163602,18.45717,74.36979,4.324569,-1.104465,11.05137,3.721491,2.705725,-0.6535085,-0.3223824,-1.033511,-1.267279,-3.923148,-0.03853744,0.4759058,0.03504125,13.56034,10.57423,2.094692,1.579803,0.8399249,2.604867,14.18251,6.384793,-2.745338,1.517125,24.91692,1.402602,-3.36342,-0.3108397,0.8337834,-0.5093381
60.65144,1.629877,1.876192,4.990843,36.41087,1.1388,27.55046,0.7913078,5.303192,26.27432,-2.666307,-0.8815178,6.669352,-1.39987,-1.75537,3.182803,31.49072,5.411858,2.127153,5.709961,-2.542874,-5.494985,2.952585,-0.8425781,19.43653,2.262217,0.2078398,14.84844,7.085691,9.971868,6.344688,1.856565,3.21198,11.23098,4.79124,2.084948,35.88457,20.12738,4.296626,6.183379,4.751787,4.745718,4.14397,20.39179,-0.05942461,-2.456341,8.971802,5.450251,16.26925,3.463303,17.47376,7.314743,-0.04684845,9.732772,3.788302,19.26289,0.08371508,20.42794,20.39246,0.3690959,7.776389,7.791943,3.884792,1.86808,-0.9902425,17.4056,74.53004,4.975293,-1.201552,12.72389,4.081565,3.199091,-0.2819498,-1.713491,-0.4203893,-0.2095382,-4.057671,-1.50057,2.357789,0.1132907,11.50537,10.30895,4.149241,2.161506,1.966413,3.058414,12.97692,6.208939,-0.3668953,-1.322343,24.50601,1.745904,-2.289133,0.564108,2.974463,-0.7743925
60.75136,0.4371163,0.6387581,4.368856,33.24047,1.679206,27.11826,1.5732,5.986803,25.79496,-0.8514774,-0.618375,5.328183,-1.625814,0.09533876,5.254718,30.82253,7.197326,4.236036,5.894221,-2.429615,-3.595945,1.989858,-0.3071699,20.34966,1.075023,4.396155,12.75174,5.45632,9.917492,6.21229,1.767805,3.248532,8.7803,2.250952,2.918726,37.9223,19.18004,5.730875,8.190056,4.170579,4.87506,2.899392,18.31254,-0.08598357,-4.241496,13.49583,3.307648,17.20186,5.508133,15.67496,9.404275,0.4429618,5.972958,2.037961,17.80336,0.1894085,20.62057,22.73511,-0.6872978,6.551083,8.337367,3.347409,2.184613,-0.372978,15.87449,72.21748,3.815266,-1.245794,9.972011,3.452121,2.896349,-0.7420083,-0.2851505,-0.9411402,0.5888091,-2.730814,2.329329,0.8548263,1.514117,12.91502,10.40985,5.023479,3.594988,1.53837,3.524389,15.92483,3.083595,0.1974139,0.1554573,23.93791,2.549229,-1.937093,1.304938,2.336889,2.089954
60.85128,0.8921208,1.550916,4.037675,36.22643,2.10675,27.30458,0.3159271,6.706087,26.97674,-3.557774,-0.3354185,4.610866,-4.297598,-1.099471,4.1981,30.35172,4.050541,2.284563,6.661884,-1.0397,-5.916016,3.966419,-0.2066548,22.60226,1.989102,3.272152,11.42248,6.054824,9.512916,6.726766,1.651431,0.6484714,8.688086,1.536063,1.767203,39.01256,17.50366,3.923305,7.241665,3.367231,3.762752,2.469168,18.67633,0.8284556,-1.112356,12.56676,4.635389,15.96467,6.039781,15.89154,13.0217,0.7885776,4.146647,3.520225,16.50312,-0.931854,20.78907,24.2181,-0.581543,5.38842,8.444725,3.851487,2.225285,-0.07233036,15.87918,70.38956,4.669416,0.1555415,11.3098,1.603781,4.517608,-0.6126603,2.15401,0.1877655,0.8429248,-3.689583,0.6637026,1.709236,1.278026,12.65464,10.18979,3.761462,2.303457,1.128488,3.253794,14.75343,2.392382,-1.896107,1.242135,25.43414,0.9134094,-2.406146,-0.7298305,2.684726,2.24462
60.9512,2.614309,0.2634462,4.377509,37.30413,-0.1126589,26.42803,2.80452,3.996624,23.40112,-2.217069,-1.534298,6.599519,-0.8286594,-0.2544967,4.204316,28.95739,4.180444,3.269976,8.158779,-1.492225,-4.057028,3.468968,-0.5988293,22.98023,0.1252394,5.341485,12.60114,6.646709,10.36483,6.006267,1.041571,-0.654751,9.858533,0.6207215,4.004035,39.86161,17.39468,3.29396,4.125615,2.726032,6.005756,0.6680664,15.98199,0.6643671,-0.700264,11.68525,4.842566,15.73244,8.044153,13.88614,11.03271,0.56626,7.301422,1.241232,17.87467,0.9316878,18.5532,22.17296,-1.940148,6.135626,9.633765,3.822636,2.290896,-1.069912,15.50752,71.18227,3.19315,-2.904119,9.700223,2.744365,5.050373,-0.1472506,1.402666,1.628563,-1.705761,-3.807069,0.3812252,2.316884,1.21055,11.24248,8.785936,2.059183,0.2173355,0.4298185,3.987902,16.71536,4.228219,0.5052835,0.9129205,23.61055,-1.252547,-2.46079,-1.234284,2.463449,2.444833
61.05112,2.156227,1.762152,3.152127,41.41231,-0.3273681,27.03966,0.08802631,6.672703,24.3011,-3.014603,-1.910786,7.01931,-2.322082,-3.891799,5.265913,32.09283,6.272945,3.329884,9.692921,-0.2719218,-5.991876,4.020444,0.5744257,21.76116,1.416381,4.895883,12.11373,4.994748,9.536074,5.832426,1.953102,1.224358,10.10664,1.951146,2.61578,38.30289,15.88212,4.406297,4.849197,2.918767,3.834503,2.250228,16.16178,1.609971,-0.4962187,11.37266,5.904511,14.63316,6.997756,13.83266,12.72936,-0.9541436,8.127437,2.592307,16.46556,0.9510373,21.12271,20.07436,2.04478,5.107651,7.487821,2.411901,2.284009,-0.6489143,14.5216,68.33401,2.64239,-1.592525,9.177767,-0.07806192,5.6497,-0.9277158,-0.3838323,-1.384102,-1.206967,-4.36369,-0.9257142,1.985971,0.4032043,11.99719,10.03903,6.10287,2.579775,-0.1626502,3.462687,16.95774,3.479074,-2.2244,0.8095473,21.60256,-0.1429851,-1.75833,-0.1149434,1.211914,2.059771
61.15104,2.818648,1.471671,3.675106,47.13509,1.92949,26.3021,1.801639,9.059952,22.94506,-2.911331,-1.600621,9.665853,-0.6222659,-3.568246,5.194862,31.02001,6.696959,1.863263,9.903364,-0.7663334,-4.80249,3.466529,-0.03967154,22.07333,2.344869,3.287284,16.42552,4.968302,9.560789,5.917611,-0.5194788,1.345235,9.548131,2.028139,2.333687,35.47391,17.89285,4.641956,5.533977,1.854158,1.766629,1.900326,15.32907,3.736733,1.109986,10.32514,9.013431,15.10929,4.373951,14.80901,9.616638,-0.9225426,7.596834,5.146142,17.786,0.165747,21.50418,20.53052,2.285674,4.503041,7.21958,2.550964,1.955927,-1.886164,15.40805,71.6207,4.108055,-1.521082,9.974349,2.21594,3.398965,0.4037191,-0.7457871,0.6075003,0.4205332,-3.831213,-0.4233155,1.570761,-0.1857767,11.40759,7.66552,7.840465,2.651591,0.3515011,4.198029,14.55655,3.987891,-1.385466,0.9868122,24.74643,1.794107,-1.374344,-1.240029,1.410083,-0.7405403
61.25096,1.919543,3.843263,2.009504,51.41915,-1.046176,27.23414,0.6640085,10.57168,24.24734,-1.905667,0.1136529,7.109566,-1.866396,-2.757373,6.123518,31.52402,5.242802,3.39155,9.02046,2.085102,-4.815141,3.510784,-0.628369,20.66607,-0.02562973,0.7472106,16.06245,4.496909,9.559575,5.952527,-1.017528,2.829835,9.644693,4.979218,1.725845,33.28725,16.15554,5.849097,4.038599,2.315166,1.624409,3.73318,17.38729,1.56058,-0.9205307,10.39799,4.782931,14.02364,3.217357,13.43269,8.924393,0.8941219,8.976776,5.63052,16.48809,1.797586,21.16022,19.24091,3.295994,7.500597,8.854198,2.652532,2.938027,0.3732482,14.27625,67.96371,2.192966,-1.912224,10.67216,0.5702411,3.922966,0.982124,-2.363425,-3.113384,0.4959053,-3.305641,0.01807059,1.108739,-0.4881261,13.26177,7.149245,7.88812,4.268486,0.4100825,1.916993,16.01809,2.476766,-2.178362,-0.4923691,26.6733,-0.0491959,-0.9851151,0.1338744,-2.239035,0.5820525
61.35088,0.4463775,2.856148,3.81991,53.61951,-0.02755159,24.98048,0.6885492,11.90581,27.35501,-1.749302,-1.314217,8.565841,-1.66817,-2.270728,6.242008,32.21579,4.747594,1.563059,8.9403,1.482648,-5.939861,3.256746,0.3120057,20.0008,0.4539453,3.695086,13.08811,3.064243,10.19173,5.160796,0.008584375,2.186663,10.32062,4.188752,0.6983235,32.3199,15.37458,6.068704,2.709303,4.009365,1.478361,2.526631,18.07245,0.9549012,0.2747898,10.15306,7.253405,14.33061,3.763716,14.68615,8.562949,1.044428,10.2165,6.134037,15.26048,-0.02526698,19.99611,17.802,3.406486,3.612873,7.79037,4.236828,1.149951,-0.8489968,14.23611,70.69684,2.63391,-0.8606688,12.34596,0.1315723,4.867503,1.285326,-1.077388,-0.6280519,2.277126,-2.546332,-0.5143458,2.436575,-0.5883019,14.19693,7.491491,5.848885,2.135049,-1.223016,2.314945,14.81241,4.439039,-0.7050976,0.365964,24.17602,0.0653505,-2.52097,-0.3013478,-0.9216914,1.800869
61.4508,2.863604,2.335076,1.731338,54.4025,-0.6900399,26.88654,0.2272511,12.32242,26.50867,-0.9855911,-2.272958,6.340233,-0.4105327,-2.529766,6.376431,34.81057,7.003588,1.861126,8.375267,2.714726,-3.910233,2.853968,0.0747332,17.90435,-0.6215475,2.470184,14.92072,5.421537,8.088955,5.639762,1.32658,1.220883,10.40884,2.211999,1.327124,32.14456,16.90013,6.62782,3.25767,1.736985,2.890481,5.693404,16.55861,0.04304163,-0.383939,8.116221,6.72432,11.84822,4.131864,15.09946,6.259734,0.3395375,9.087615,5.122614,15.38711,-0.2419085,22.40456,15.70437,2.729319,5.070018,7.146145,3.380146,0.9353154,-1.070108,13.61609,69.31773,3.341785,-2.077093,9.628916,1.983161,1.596801,1.590232,-2.87431,-1.683045,0.886073,-2.950972,-0.3067829,1.875329,-0.3856972,17.76244,7.270066,7.85257,2.073175,-0.3629267,2.085325,12.23665,3.133046,-1.395009,0.1565311,22.34754,-0.9544504,-2.768363,0.2426606,0.0117325,2.974222
61.55072,3.135279,3.418153,2.782917,53.35526,1.293331,24.45904,1.095186,13.7015,28.20292,-1.579351,-1.883591,7.474751,-1.82731,-1.349001,8.305019,31.63404,5.687708,1.163203,12.20119,3.097431,-3.529022,2.575376,0.9481708,18.02568,0.4309765,4.085887,12.74113,4.02245,8.505969,5.348255,-0.6187927,0.6692137,12.29467,2.348277,-0.1075535,31.35737,16.05803,6.095811,3.750117,3.17732,1.732549,3.139607,14.82096,-0.3827666,0.9872281,7.881409,7.926206,12.43713,1.868553,15.40014,5.747602,0.8440006,7.707151,3.453203,16.46382,0.9092059,22.2359,17.40944,1.226517,3.977105,5.152027,3.367705,1.538579,0.7762005,13.02702,68.25018,2.475132,-2.077846,9.401842,2.364219,2.623556,2.127647,-1.732785,-2.38502,2.669287,-2.494409,-2.731867,2.060625,-1.412331,20.18067,6.362946,6.372397,3.294801,-2.072116,1.618661,12.39911,1.950793,-1.877587,-0.5128223,20.36897,-0.8603553,-2.061144,1.983292,-0.6942318,6.78053
61.65064,3.4397,3.009237,4.015732,51.00577,0.5881733,25.06294,2.261553,13.05667,27.43428,0.2142908,-3.095168,5.645008,-1.982639,-0.2147391,8.276555,32.57051,7.20476,0.2093408,12.27954,1.495918,-3.590327,1.901714,-0.06019624,17.26614,-0.6878791,3.612561,15.14534,7.024571,7.822529,4.634472,-0.1244003,-0.5067941,10.06788,2.118914,1.382154,32.15472,15.86413,6.893179,3.681716,5.389981,1.337045,2.922994,14.58432,-2.149957,0.8852288,10.8175,9.067011,12.51641,3.783878,14.28724,11.70833,0.7012678,7.1945,4.169359,17.58862,1.893966,23.74923,16.16466,2.359118,4.687912,6.412742,3.395601,1.681414,-1.597955,14.11305,68.07442,-0.2580994,0.1853005,10.25379,3.254248,4.661227,-0.847789,-0.9215221,-0.990452,1.017957,-3.540773,0.39661,0.962507,0.3408699,19.7236,6.996941,6.754557,1.290348,-0.8347046,2.050588,13.55011,1.817355,-1.192721,0.5230064,19.9169,-1.008446,-0.5790344,-0.2962006,-0.32238,7.680079
61.75056,3.448125,2.545431,2.9985,49.68423,-0.5223632,25.64227,1.00402,10.3018,29.07648,-1.246472,-2.100187,6.261093,-0.8892703,-3.08065,7.228961,32.31197,4.049872,2.041379,12.70492,0.3638782,-1.783006,1.020138,-1.350141,19.21258,0.6814413,4.776234,13.42344,5.697737,6.903895,4.362271,0.0833407,3.295741,8.785514,2.072989,1.994704,33.59121,14.88793,7.548367,2.652034,4.352134,1.181735,4.23839,17.12698,1.189524,-0.8171734,12.3486,6.345319,11.10468,2.872712,13.30519,15.67279,1.678292,7.672336,3.993084,17.67064,1.361636,22.29026,17.84376,1.173087,4.404499,7.596591,4.624196,3.780023,-0.6899486,13.50272,66.6945,1.705587,-0.07251134,10.94973,1.070011,3.534427,1.898188,0.8183512,1.435086,-1.469114,-4.299973,1.848079,1.529167,-0.1141862,19.05272,8.224762,7.036101,1.760127,-0.3029988,2.315225,12.53576,4.288409,-0.5291419,0.4792919,22.05227,0.489735,-1.810443,0.1099899,-1.556795,5.615295
61.85048,3.265857,3.268928,3.48424,47.05786,0.5668782,29.17947,0.480074,10.79551,27.81178,-2.393052,-3.395349,7.725223,-1.68287,-2.759975,6.067546,29.09202,7.586601,-0.1549884,13.73636,0.8841414,-3.418903,2.040776,-0.01235176,19.63376,0.07853112,2.887552,14.31257,8.276949,6.326297,4.630341,-0.2681522,1.131388,10.05057,2.767506,0.846558,34.02932,13.97839,6.16914,2.160309,5.372167,3.633407,3.35978,17.07219,1.543178,-1.046159,15.88221,6.830724,10.53531,0.6130983,12.53645,15.40077,0.8763952,4.655459,3.877708,13.53447,2.139083,23.19871,19.54077,1.014688,3.949164,6.424856,5.556164,2.261221,0.2107449,12.65933,66.40112,1.936343,0.1184838,12.50533,1.434014,2.341743,2.272473,-3.821096,-0.5771478,-1.235521,-5.506039,0.6221487,3.284688,-0.5061342,19.10764,6.320456,5.899745,0.5582136,-1.155923,1.673947,12.20506,2.674963,-1.478632,1.069394,21.50361,-0.5192605,-4.123906,2.192962,0.1761893,7.25774
61.9504,1.715767,3.171467,4.123475,44.82254,1.498237,30.99319,1.362863,9.387269,28.63289,-2.194038,-2.741622,6.52367,-2.953491,-1.533727,4.952576,28.86745,7.691085,0.6942963,11.49341,0.7673644,-1.639612,2.35869,0.5542842,19.37948,0.9956208,1.884565,10.19914,6.59271,7.061463,5.73674,0.934494,0.1843004,9.67909,2.99109,2.718228,37.11797,14.7515,7.514797,1.336589,7.010173,3.220777,4.167433,17.24877,-1.236977,-0.9109544,17.06371,5.335407,11.19985,1.301948,11.93608,15.39495,2.262909,4.416349,3.099567,15.52285,1.890557,22.7259,19.19744,-0.9503298,2.369513,8.739421,4.531941,1.836649,-0.05730416,13.90375,65.22715,2.118244,0.5220551,11.59236,1.844069,3.66132,0.3647743,-0.5515349,-0.6032767,-0.04807561,-5.69435,-0.2497222,3.063451,0.1233307,16.14686,6.497194,4.279497,2.492494,-0.4054911,1.644418,14.01782,2.621599,-1.301794,-0.04873233,21.79624,-0.2787355,-3.234488,0.2338771,-1.649631,6.55593
62.05032,3.809249,1.83243,2.956163,41.39861,2.216672,35.36261,-0.4400807,10.669,27.6769,-1.370852,-3.699198,9.060429,-2.091746,-1.19761,4.459518,29.25222,7.886752,0.1672902,11.47618,-2.054146,-4.185878,4.800519,-0.7617585,17.29388,2.803157,2.963496,12.75974,7.345016,6.235573,5.943004,0.5502664,1.433742,9.245598,2.667881,2.320061,38.56154,16.96605,8.443836,3.865057,7.434923,1.721323,4.182072,20.7059,-0.3985024,-1.463028,20.16942,4.941198,10.72477,3.037801,11.07712,17.3156,1.385985,2.069481,2.778962,14.00876,1.79605,22.52704,21.49566,2.981865,6.465039,6.609537,4.885396,4.697899,-0.5376585,13.03075,65.71377,3.129169,0.006783511,10.74668,1.565952,2.584165,2.232848,1.599695,-1.84489,-1.382551,-4.125989,1.000225,0.2848965,-1.338215,16.41225,5.116493,3.710543,-0.1462767,-0.9724885,3.183128,12.94366,0.8846682,-0.7101511,-0.1920661,23.34693,-0.745716,-3.208572,0.4686287,-1.315872,5.898141
62.15024,3.987466,1.724448,5.860799,39.55015,-0.1863514,37.23615,1.932653,5.636192,26.83042,0.4489946,-3.022838,6.451613,-2.1619,-1.104477,3.615928,28.749,8.900927,2.936264,11.4566,-0.5017465,-4.729392,3.967466,1.745234,20.83669,0.3222998,6.360678,11.96091,4.838113,5.864714,5.139163,1.354131,0.164413,8.134882,1.848259,4.376733,38.51889,17.19798,7.073091,2.528571,6.197293,2.264047,1.857132,17.23405,-1.458051,-1.410895,17.83794,4.39464,9.794734,4.181571,11.30158,18.36124,0.8309705,2.843204,3.969339,12.6926,1.436012,22.75143,21.02184,1.081156,3.622758,8.063449,6.624726,2.639369,-0.4489192,13.13881,63.24427,1.749216,1.82376,11.17045,2.652284,3.836371,1.807166,1.45006,-0.4852019,-1.214562,-4.65249,1.236789,0.4129551,0.2688139,16.9514,5.489513,4.382758,-0.2182962,-1.008901,1.152602,13.05828,3.590327,-1.676477,0.9145904,23.74066,0.0693787,-2.318703,-0.3860503,-0.435161,6.851922
62.25016,3.477537,2.220452,3.538315,40.47617,1.458962,39.46744,0.0665142,10.82645,26.09102,-2.189361,-3.213427,5.0122,-1.44196,-3.23786,4.925276,29.96657,9.546997,0.6734058,11.10787,2.271106,-3.469696,3.965203,1.740398,17.43197,0.6513973,6.397343,12.74017,6.895894,5.604878,5.904906,-0.3370582,-0.1738926,8.347023,3.671507,3.038462,36.2909,17.1452,7.150267,1.51093,6.072387,0.2035801,3.170963,18.38267,-0.3426742,-0.3309087,18.06741,7.006993,7.852402,1.393281,12.58478,19.13132,1.032885,2.099692,2.739643,11.54382,1.41136,22.45726,19.7949,1.138096,3.782147,6.899166,5.908702,4.293782,-0.3494551,13.99676,64.88002,2.252377,0.3174696,11.10545,3.511622,3.105372,2.385578,-0.6008158,0.1339507,-2.431254,-4.908391,-0.3772551,1.497097,-2.467813,16.06728,6.509377,3.680724,1.438965,1.249732,2.135459,12.29741,1.012725,-3.333865,1.526797,23.87575,0.9897973,-2.739751,-0.6337407,-1.592814,6.71365
62.35008,2.833858,3.334804,1.020438,38.61367,0.2887719,40.29974,-0.6810782,13.83111,25.04448,-3.156506,-1.673932,5.86788,-0.6862754,-4.210767,3.951534,30.78083,8.744283,-2.643554,11.17213,1.297919,-4.266824,3.947146,-1.864788,16.63375,1.066631,4.155642,13.1893,6.965365,4.908496,7.81114,0.7426605,2.215256,8.898019,3.786209,3.182006,32.84928,20.53788,5.977371,2.264215,5.815179,0.1381116,3.915823,18.11816,-0.8509888,-2.754254,15.83188,4.651177,8.717028,0.8844707,14.27694,18.26227,2.361058,5.06359,4.567636,13.28901,3.29885,23.68867,17.08084,1.157787,2.508672,6.334942,5.84813,3.131087,-0.3212166,12.96522,62.22077,1.8912,0.2298901,10.19607,2.152216,3.168728,1.41848,-1.302682,-1.889067,-0.563769,-3.336812,0.8311893,1.593435,-1.435336,15.55726,5.73008,5.358983,0.7827845,-1.611322,2.353603,13.11195,1.517509,-0.6897765,-0.9238325,26.38093,-0.8657395,-0.8433334,1.460451,-2.298407,6.342914
62.45,2.804217,4.241015,1.928589,38.46022,-0.1440678,40.23331,-0.5539019,12.41357,23.14215,0.09711474,-2.931045,6.621558,0.9745706,-2.345741,4.400696,31.1312,9.458027,0.990609,10.24527,1.52161,-2.116733,2.690469,-2.805989,15.63741,-1.024163,5.891164,13.22957,7.945412,3.669084,7.752094,-1.047758,3.574728,7.691263,5.161232,1.717625,35.03632,18.74176,6.216982,2.01926,6.8293,0.9145983,4.1763,18.77209,0.7221369,-3.003147,15.30734,5.723127,10.49304,2.06464,13.30325,14.94244,0.981315,3.57901,4.612619,11.78723,2.498159,23.9682,18.8703,1.240998,5.580875,6.975471,3.573272,2.835805,-1.055082,13.7033,62.66791,0.04732741,-0.9459679,11.58364,2.514744,1.667005,2.402979,-2.471738,-0.206056,0.06976604,-3.730765,0.1155794,1.692444,-1.441755,16.40837,4.4972,3.851881,1.184757,-0.7322912,1.797584,11.57066,1.079157,-1.216398,0.9062348,23.84131,1.670573,-1.472588,0.4557335,-0.9624479,2.963832
62.54992,3.534667,3.452413,3.281909,36.73822,0.7478402,39.65058,0.5985972,11.59196,23.3345,-0.1636204,-3.221439,6.141534,-0.8703387,-1.411986,5.167043,29.71226,9.206347,1.829692,11.7495,2.167163,-3.001775,2.654092,-0.2569419,16.21779,-0.05615706,5.15915,10.51378,6.829091,5.256931,8.41866,0.4948738,3.901216,7.348766,3.702539,1.937513,34.62893,19.42431,5.042935,2.660001,7.146972,0.4985086,1.938957,19.29628,-0.226802,-0.9191679,18.58181,5.541532,8.83178,1.673123,14.20369,17.56931,1.967781,3.453612,4.357191,12.38849,2.115109,24.2557,19.14584,1.28995,2.526124,6.190934,3.921657,3.681503,-0.2982932,12.41398,61.60316,0.5910804,0.3643495,12.99911,2.226833,1.069652,0.6180336,-3.505188,0.1326319,0.9114163,-4.223612,1.864167,2.015662,-0.03575368,15.55583,5.873012,5.482207,2.575185,-1.213498,1.87157,13.32415,3.018818,-0.558596,0.6696661,28.55925,2.154365,-1.0915,2.031547,-1.239645,2.796655
