 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C024, C025, C026, C027, C028, C029, C030, C031, C032, C033, C034, C035, C036, C037, C038, C039, C040, C041, C042, C043, C044, C045, C046, C047, C048, C049, C050, C051, C052, C053, C054, C055, C056, C057, C058, C059, C060, C061, C062, C063, C064, C065, C066, C067, C068, C069, C070, C071, C072, C073, C074, C075, C076, C077, C078, C079, C080, C081, C082, C083, C084, C085, C086, C087, C088, C089, C090, C091, C092, C093, C094, C095, C096, C097, C098, C099, C100, C101, C102, C103, C104, C105, C106, C107, C108, C109, C110, C111, C112, C113, C114, C115, C116, C117, C118, C119, C120, C121, C122, C123, C124, C125, C126, C127, C128, C129, C130, C131, C132, C133, C134, C135, C136, C137, C138, C139, C140, C141, C142, C143, C144, C145, C146
56.85448,2.554227,13.57001,11.63237,20.62474,25.6567,-0.724268,5.536624,10.91513,29.97242,4.242684,21.38407,-0.2192359,3.288243,2.014148,7.494062,49.51011,59.74186,74.09897,1.517393,0.7333727,2.689576,4.287486,-0.9358002,1.011228,36.98044,7.163838,0.6379678,-3.870845,1.018362,21.60066,-1.016339,0.6685929,1.587234,-1.769632,8.722044,3.87547,16.11082,18.51335,12.84716,11.93274,37.05073,6.187655,1.568275,3.914062,12.69794,21.41012,-2.068026,-0.4079285,0.8952193,0.9512662,14.32747,27.79835,10.54904,12.58446,4.543486,-0.04114679,29.6145,15.97815,-2.633568,8.233248,-6.825341,15.2436,7.752247,-4.252521,11.17437,-4.798441,0.3089786,2.148302,9.145127,-0.3250782,3.203969,-2.07695,0.893947,3.784163,27.92144,0.2519695,56.99059,2.216331,-0.414565,51.5317,-0.2114651,2.522361,-1.455476,1.06962,11.43223,8.454092,6.386542,-1.991424,7.068996,2.858456,10.6855,9.744294,4.211664,88.21705,-1.080045,30.14745,20.57249,0.06183228,7.92233,4.984848,-1.442043,4.682117,14.41549,-0.7118589,34.87505,1.669041,29.24312,5.570242,30.62908,0.3194469,-0.343233,3.866986,2.325126,1.165492,9.284554,28.32784,6.311056,3.030942,10.69231,14.85028,1.412414,13.45848,13.94722,9.485234,9.26612,-5.28031,-2.464633,25.91834,1.581294,2.897121,14.17643,28.0743,4.994123,-0.4418767,3.196581,-7.655574,10.35321,3.667772,59.30577,-0.7059671,50.81054,6.291147,4.605513,8.386003,45.13268,2.400627,115.1454
56.9544,1.658582,9.587591,11.80693,20.04115,22.82699,-0.8910761,4.932394,11.87293,29.256,3.796879,19.86557,0.02702223,2.499567,3.962487,6.939194,50.07559,59.22044,73.92863,0.09857614,-0.7771573,4.470317,2.996968,-0.7798061,1.392242,35.75238,7.554166,2.86434,-3.210798,-0.5753959,20.21135,-0.5331044,-1.042667,3.243753,-0.5341167,9.780193,5.35475,19.34679,18.73766,11.97676,11.2841,37.2693,6.482312,2.902952,4.755208,13.72663,23.87959,-0.9035924,-0.1347534,-0.5588635,0.9549955,17.52015,31.7079,11.20455,16.59936,6.167235,-1.045353,30.33604,14.9341,-1.20419,6.370519,-7.95803,14.51814,6.251921,-3.351128,10.51238,-2.267347,2.283628,3.364844,9.87694,0.4179194,1.812613,-1.870494,1.012371,2.995128,27.45005,-0.2860026,57.43949,2.762005,-0.1167857,51.02356,1.123369,1.880134,-1.943965,1.502211,12.26044,8.415317,6.002629,-3.646724,9.777638,5.230647,7.465407,9.105771,3.409561,88.52581,0.4008033,29.22686,22.57385,-1.007508,9.081334,3.880793,-1.295722,4.260875,15.01318,-1.37446,32.6016,1.749262,29.17557,7.197845,30.92148,0.8422263,-0.9018791,6.133076,1.596338,1.406674,7.926771,30.94744,5.740836,5.844718,10.48947,12.26908,0.6484053,14.37915,12.9756,9.152566,8.57083,-6.38412,-0.7378017,24.01137,1.673926,0.5855645,17.43684,29.3248,1.138164,0.1967283,2.588403,-7.987768,10.46815,5.517871,60.83858,-2.521287,53.96059,5.66495,4.233713,8.48358,45.83247,2.246544,111.9491
57.05432,0.3859209,10.32726,10.3355,20.36087,22.74901,1.271717,6.825684,11.45393,26.77722,5.062572,20.6036,1.716493,3.186836,4.055289,6.538111,47.03591,62.38255,70.68057,0.006872486,1.469696,1.918329,2.060008,-0.8787532,-0.4224307,36.12031,10.80758,1.565974,-2.00631,-1.952219,21.73691,0.4687355,-0.5038334,1.275563,-2.179339,8.395296,0.9873638,18.90573,20.45453,10.90637,12.51393,35.39455,8.100168,3.901009,4.62718,12.02636,21.43225,-1.268314,-0.8487035,2.150627,1.528036,16.60263,33.83151,11.82322,19.36091,3.560369,-1.601399,32.95582,14.73098,-1.191366,9.411349,-9.536723,12.56034,5.059816,-1.836253,8.194388,-2.068627,2.244355,2.996542,8.851137,-1.36705,3.107842,0.8470959,-0.9612679,2.934697,26.6459,1.358143,57.85859,1.357309,-0.7044705,49.30602,-1.79963,1.716064,-1.87203,1.330024,12.85965,9.358521,7.577748,-3.535371,9.361925,3.807634,8.808209,10.50196,3.574053,90.40031,0.6832464,26.46607,23.76295,-0.4359827,10.6624,5.739492,-1.599024,2.083608,13.93418,-0.8156959,34.33849,1.325592,27.78487,5.589979,30.38221,1.180821,-0.2333135,6.399657,2.100559,0.2531728,8.774286,30.39919,5.135366,4.792183,10.5685,11.64101,-0.164769,15.80825,12.19629,9.672117,9.714711,-4.545674,-2.098835,23.16812,2.469545,-2.640842,20.44823,29.6627,-1.040238,1.590158,3.84216,-8.664053,9.833338,7.841497,61.20438,-3.907085,47.86002,8.002078,1.701792,7.756408,44.29613,2.100336,110.9133
57.15424,1.134368,8.846745,9.66749,19.03508,22.68596,-0.04226187,7.303762,11.69538,26.1209,5.801235,19.03978,0.9662279,1.896142,4.017991,5.236261,44.17508,69.81853,69.57373,3.133926,1.195549,5.007847,3.057733,-0.4435632,0.5592203,37.38802,12.25611,2.042821,-2.48799,-1.558892,18.51571,0.2560962,0.006968037,1.470706,-1.591518,9.604004,2.463762,17.27723,18.62746,10.79169,9.47368,33.4719,7.105001,3.427613,3.218027,12.09097,20.67266,-0.9801927,-1.484717,0.5238242,1.679835,15.36721,38.64994,9.762834,20.15221,4.219236,-0.2268233,37.52211,13.88275,-1.932697,11.61687,-8.141587,13.79693,4.417223,-3.700718,9.529479,-2.671072,3.136086,0.9167232,8.184662,-1.5332,2.607998,-2.391404,1.580362,4.998437,27.59169,2.482784,58.32875,2.131042,0.3351749,50.92612,0.9980009,1.39086,-1.150414,3.524729,14.08865,11.07723,12.37728,-3.009278,9.810817,5.127171,7.553163,10.36931,4.398173,87.66647,1.372118,26.08956,27.61211,-1.323808,8.820447,6.331292,-1.119016,3.953493,13.78589,0.2500047,31.62857,-1.095203,26.82417,8.873407,27.53944,0.9265905,1.893768,4.937501,2.355619,-1.323178,8.662157,28.16984,7.351796,4.570148,10.37658,12.1323,1.507069,14.21809,12.59564,10.51343,9.977189,-5.111104,-1.753864,20.91056,1.707067,-1.121536,18.63106,29.76467,0.07564295,1.31478,3.143837,-9.735728,10.22264,6.730385,62.73019,-2.325469,46.31,10.82283,2.898556,7.074535,43.55941,1.9616,111.2853
57.25416,2.785679,11.64371,11.07528,18.82433,24.17319,-0.03322127,3.944089,9.927451,24.7493,6.198934,17.61799,0.5617558,1.930962,4.529001,6.320212,47.09373,79.21722,66.20086,3.031943,1.22538,4.589306,5.27125,-0.9244278,0.9339219,36.39222,14.78145,3.746413,-0.7297409,-0.7961147,20.08912,0.02231858,0.08153414,1.817138,-0.9416102,8.562491,2.857275,20.66032,18.48097,7.590044,8.170657,32.14835,7.423996,1.752511,2.227286,13.62517,19.25306,-1.121179,0.6158358,1.363023,1.242683,14.3995,39.87154,10.44391,22.70477,1.806945,-3.37186,41.69817,14.87529,-1.147611,14.15342,-7.196551,10.69066,4.52576,-2.411453,9.80966,-2.265599,1.71908,0.5710822,7.567201,-0.7498669,2.974061,-1.644821,1.364252,4.42557,25.93604,0.9546546,55.15396,2.959461,1.012848,51.6737,1.247961,1.298818,-0.7478603,0.2911549,13.91346,7.837184,12.57218,-1.48086,9.821251,6.047627,5.569142,8.817832,3.290843,88.64107,1.360307,25.90855,27.7341,0.3000993,9.060667,5.088045,-1.814889,3.623607,13.84879,0.4746387,32.22082,0.5663335,29.50457,6.193855,27.65573,0.3351465,-0.2200933,6.064738,2.929348,0.05468312,6.587603,28.89628,6.258188,4.906896,10.69128,10.16379,0.927002,14.85591,11.60889,9.273007,11.84215,-6.790078,-2.334302,19.90808,2.968035,-0.8087304,20.30587,29.29564,-1.094309,-0.9739608,1.94721,-10.16382,9.041185,7.491185,61.51491,-3.431347,45.38104,8.949749,4.513202,6.435139,41.93225,1.829956,107.404
57.35408,2.697165,9.152977,11.07471,15.46368,22.91468,0.01595959,4.967257,11.05472,28.33507,7.761292,18.38907,-1.617215,2.427123,5.027518,6.532376,46.75358,80.39822,64.82307,2.629086,2.878701,2.827719,3.086795,-1.53965,1.65585,35.37912,15.74255,1.4816,0.1366104,-0.3703199,19.37609,-0.9929389,0.5165982,2.447273,0.182982,8.140646,3.4872,19.23669,18.63492,9.757601,10.47721,30.18386,8.60942,2.632112,5.114943,13.20376,22.41707,-1.359677,-1.076348,1.369565,2.215691,13.53961,39.69577,11.3278,28.36589,2.628785,-0.4454874,46.79222,17.87388,1.415013,14.55244,-8.0323,11.43974,5.340076,-3.989301,10.44897,-2.516192,0.8396191,0.6078625,6.831307,-1.10385,3.017726,-2.775837,-0.03743974,3.760166,26.48927,1.045158,51.77625,1.874784,0.7193791,52.51599,1.841348,1.410683,-1.821589,0.8847198,15.17262,7.908193,9.685687,-2.3714,8.240961,3.543355,8.57297,9.807655,3.856614,85.42926,1.136246,26.37457,25.5204,0.7342212,10.46206,4.205994,-1.109582,3.277301,12.95719,0.3165262,30.50226,1.106245,36.00944,5.862439,29.00906,0.7476687,1.172802,6.36508,5.144805,1.290978,8.51438,26.15529,4.494288,6.676926,10.03926,8.568482,1.442974,12.98565,11.78401,9.463614,10.84176,-5.214799,-2.164609,20.48226,1.552494,1.039707,19.95957,32.41167,-0.4040795,-0.437247,4.099363,-10.37339,6.980168,6.861707,62.27025,-2.964208,44.9353,9.840747,2.439235,5.835573,46.41368,1.705039,103.8343
57.454,1.209665,8.223116,10.4152,18.03805,22.59411,0.7859265,5.614196,10.7887,25.71393,8.446799,19.80915,0.9195707,0.4211991,4.655059,5.029398,45.41441,76.97367,64.91896,2.817166,0.5351931,4.771016,3.363209,-0.3639583,-0.4805755,33.6641,11.46806,1.624008,0.5178998,-1.123432,21.45021,-0.9950826,1.923739,3.217355,0.4639721,10.25147,2.450401,18.05305,18.87928,7.502774,7.195293,31.17971,6.410433,7.023812,1.143795,13.66767,19.04971,-0.6481166,-0.1870984,-0.8390694,3.731399,15.79167,37.83584,9.46683,33.86622,4.617314,-1.870454,47.8199,22.44115,0.08415348,11.07253,-7.559513,10.5975,2.308364,-3.14189,10.60555,-1.408467,4.812236,2.344899,8.189915,1.295266,3.639535,-1.817173,0.966446,4.199551,25.51172,1.668149,53.65544,3.126343,2.097202,52.9486,-2.027941,2.263327,0.8152655,3.240561,15.1736,11.35905,10.48978,-1.65752,10.64028,0.4738297,9.248531,8.571949,4.192122,85.62358,0.00181196,25.37436,27.57554,1.376931,9.854031,3.862271,-3.218119,1.574855,13.26659,2.415663,31.09323,-0.381903,39.45624,8.28088,26.14418,0.9597318,1.143736,4.706586,3.364033,-0.3848073,6.772148,27.71198,5.832026,5.71024,8.807764,10.65338,5.312204,13.72892,12.60942,7.880985,10.01556,-6.485222,-2.166145,19.13879,1.624954,-0.3048305,17.2435,32.50868,-2.156901,0.9442104,2.179302,-9.870574,9.233269,5.874264,59.76722,-1.323143,41.57843,10.09187,1.343594,5.661245,44.81658,1.586507,104.8713
57.55392,-0.5675236,7.406828,10.08967,16.78212,22.52434,0.2906685,5.566842,10.42088,27.89287,9.406783,18.99309,-0.3343478,2.701253,3.961808,5.88129,45.55922,76.51781,61.5475,-0.9908541,2.577197,5.794056,4.018312,-1.231193,1.003543,33.55737,11.12829,3.315116,0.3884554,-2.053078,22.14284,-0.4374557,0.74247,0.9663759,1.544058,9.115079,5.085147,18.14971,17.31958,10.01597,9.295523,32.24796,6.627617,8.120852,3.358694,12.38894,20.84607,-1.685723,0.4507491,1.525017,2.512367,13.58121,36.13395,9.542453,40.88157,3.664642,-4.219172,50.39653,28.49356,0.6920626,9.47598,-7.096452,10.59394,3.752121,-3.226857,9.856022,-1.355408,2.545626,0.7586601,6.052876,-1.354338,0.3501088,-1.479629,2.224145,4.306433,24.07508,1.530223,51.80606,0.6279141,0.3084808,55.36101,-1.185197,0.9853754,-1.532241,2.486699,14.06716,10.22274,11.76875,-3.058115,8.357738,2.49269,7.635452,8.919649,2.876687,85.29598,-0.4449,24.87483,28.64724,0.0819188,9.554611,5.103107,-1.709298,2.858456,14.39626,2.196042,30.5873,-0.04072547,44.979,7.61438,30.03187,1.390814,0.3600543,5.870916,2.906585,0.1983947,9.292967,24.94653,5.001995,6.366355,8.444221,9.351474,3.037047,12.89798,10.49599,10.53079,12.52135,-6.76785,-3.669002,19.44662,4.358846,2.221639,18.36391,33.0672,-0.6328775,2.721136,2.658582,-11.14082,7.647332,7.035757,62.4659,-0.430125,42.39887,8.097758,2.012236,5.109936,43.57588,1.474032,101.8803
57.65384,-1.512345,7.635922,9.640239,18.14097,26.64426,0.3399713,5.003546,9.909696,27.45973,11.11928,19.53321,-0.7138928,1.359656,3.717881,4.0014,46.0723,80.48249,59.49109,-0.1730472,0.5403289,5.499998,4.562752,-0.02664489,1.053525,30.37951,11.73648,3.294987,-2.211265,-1.769733,19.4641,-0.2681794,1.005263,1.056466,-1.274416,9.916575,4.14935,18.53771,19.55873,8.721875,7.252343,29.73972,6.434864,11.45777,3.378043,14.82962,20.2225,0.1235083,0.8603026,-0.589562,3.529327,13.56992,35.08686,9.097897,43.55873,0.3193651,-1.970728,56.86573,29.41883,4.053129,12.31244,-8.119169,10.04872,2.861999,-4.901264,10.06552,-3.410347,2.281155,-1.223075,4.032823,-0.703732,2.880116,-2.923511,2.865014,6.646618,25.04124,1.494449,49.13715,2.587797,1.270572,57.06116,0.5188414,1.502743,-0.4362788,1.371638,13.56658,12.05846,9.767577,-2.195214,9.913836,3.528222,6.875175,9.391951,3.713218,84.43131,2.598224,24.98945,29.47943,0.9533951,8.721771,7.108257,-0.64909,0.3237379,13.21731,4.922702,29.77439,-1.06723,44.78303,7.894297,28.88747,0.2522452,-0.3796151,4.248107,4.625446,0.2175179,5.723141,24.91163,4.832669,6.158669,10.95562,9.216578,5.909109,13.32849,10.63391,9.367138,11.90379,-7.230213,-0.7828644,18.49978,3.875305,0.1376425,20.54915,29.70094,-1.229005,4.124885,5.337875,-10.50741,6.401013,7.272506,61.94871,-1.407087,41.48064,9.85872,0.7980954,5.449971,41.9482,1.367306,106.4356
57.75376,-1.301339,5.856924,10.74225,19.06484,28.50828,1.290169,4.835759,8.362054,29.45667,11.70078,18.71682,-1.3266,2.671917,3.010642,6.022622,44.68659,90.72832,57.91394,-0.8303893,0.0723141,4.707175,3.085577,-0.4856351,0.3217399,31.74376,10.72243,1.536871,-1.460577,-1.564109,18.47749,-4.302147,1.511366,0.5716342,0.02162554,8.795472,6.012962,16.36552,18.40102,10.95836,9.998009,28.63834,6.217552,12.88185,2.036417,14.75699,21.29594,-1.757733,-0.8382884,1.03198,3.235769,16.05445,32.49026,8.985487,42.31622,0.007097117,-0.5521284,55.95142,31.83111,3.679666,14.56042,-10.29708,11.03152,2.891546,-4.757578,9.671763,-7.00345,2.566231,-0.5214953,3.953425,-1.708356,0.7216752,-2.749169,3.35591,5.527165,24.8978,1.058466,49.94762,1.937378,2.375835,59.80768,-0.4111719,-0.1796086,-3.468904,1.002481,14.09924,9.80643,13.23357,-4.467202,9.827172,0.8956864,5.99169,7.393919,1.766238,84.81699,2.422135,23.81306,30.68038,3.241346,9.142262,5.902851,-1.161878,0.7233309,14.62313,5.802221,26.96187,-0.1185608,45.13433,6.797794,28.8293,0.2373089,2.058419,5.295221,2.923536,1.386683,5.697565,25.01174,3.406909,7.231691,12.54079,8.772292,2.167002,11.94958,11.58165,8.884007,10.25671,-6.45093,-2.21315,19.75269,5.788012,1.475774,20.85214,31.5813,-0.77605,0.9567422,5.525996,-9.901187,6.46535,7.723295,61.52911,0.1283105,40.07873,6.916367,1.464069,4.911762,41.57118,2.212165,105.3883
57.85368,-2.058109,6.797418,8.395628,23.81801,28.4562,-2.020046,5.917167,8.024098,28.28346,11.17724,18.16268,-2.029523,3.338556,2.257413,3.202914,41.80255,97.19842,57.92263,-0.9003456,0.7637743,5.380338,2.173233,-0.1250592,-0.135388,30.28425,11.76367,2.184176,-0.6486947,-0.7693946,21.79112,-1.841826,1.154097,-0.5679685,-0.6964464,10.24309,3.486642,16.35424,19.50216,8.909993,7.732898,27.37054,6.974106,12.20762,2.646819,16.04197,21.59013,-0.640333,-2.939067,1.797884,4.045012,18.14604,30.15492,8.532405,43.3717,-2.132632,-1.879597,61.87164,30.08471,4.744083,14.63756,-8.050152,9.4625,3.294795,-5.825004,10.92577,-4.441424,2.685023,-1.129402,3.52803,-1.248292,-0.3791793,-2.682424,2.123967,4.685047,24.21931,1.956748,47.04826,1.062886,3.932475,58.02588,-0.45394,0.08941349,-1.343572,1.240169,12.07883,11.2526,11.59783,-3.184681,7.802655,1.140375,5.23358,7.899196,1.876527,84.67416,3.322044,21.68031,28.44265,1.540787,8.739438,5.814389,-1.358369,2.510046,13.46588,6.41899,24.63588,-1.30241,44.16238,6.431159,27.36035,1.829158,1.535931,5.295237,3.326112,0.2763295,6.005701,24.09649,2.191731,3.652546,15.01207,8.330326,1.665163,13.19975,11.56416,11.02432,11.04907,-6.641655,-1.6856,20.44913,7.185503,0.7095992,19.136,32.02625,-1.445342,0.6472883,9.350465,-9.556662,7.901021,9.180409,60.79957,1.090656,37.94264,9.039452,2.107047,4.407083,40.96267,2.067217,101.5069
57.9536,-0.4360274,3.559712,12.08401,28.56046,27.57566,-1.721253,5.00542,9.811383,29.86908,10.57851,19.05807,-0.7600841,0.9875248,1.635101,4.343107,40.55347,105.1592,59.09883,-0.05816054,0.5770888,5.347059,3.412892,1.234068,0.3512785,30.23273,10.51149,2.060437,-1.131859,-1.120849,21.55879,-1.299406,2.859725,-0.6105907,1.521483,9.392,4.933052,14.7028,16.22584,7.712965,7.095693,24.79552,9.24818,8.708279,3.331472,15.45042,19.74071,-0.9814543,-2.176404,2.767631,3.947741,14.97565,30.21224,9.034392,41.88953,0.2328868,-0.8514307,64.55654,36.60693,5.663137,11.90319,-9.173727,10.76247,3.465005,-3.635241,12.91332,-3.116002,2.843101,-1.175076,5.376532,0.8022299,1.88444,-2.054128,5.046229,5.664322,24.22084,2.25506,46.63574,1.532743,2.902506,54.41484,0.1665654,0.08042195,-0.4304262,0.7432807,10.56534,11.49152,16.71368,-2.096391,8.543349,2.401724,7.486677,9.345423,0.80268,83.21071,3.324322,22.01888,29.74968,0.4299768,10.13818,4.37692,0.32279,1.482928,12.7401,9.916992,23.25544,0.5247172,43.60234,6.312015,27.46222,1.242424,2.907933,4.021414,3.413076,-1.559858,6.53953,25.8095,2.21749,2.463082,14.11384,9.042953,3.096446,14.00879,13.12938,10.43803,12.862,-5.423531,-2.539407,18.069,6.234721,0.9896222,17.88566,31.52154,-1.939525,2.028941,8.163865,-8.388406,9.228205,7.017611,60.51867,1.376062,37.86026,8.66968,3.861343,5.841182,39.45145,1.929702,98.01418
58.05352,-2.290557,5.51481,11.93009,32.50737,27.82893,-0.8145924,6.622338,9.313272,30.15498,11.06479,18.74544,-0.9593536,2.414697,3.260749,5.168956,39.08313,106.7756,58.78069,-1.343557,-1.050474,5.137639,2.9157,-0.7519313,-0.3548847,28.75209,6.771489,2.192465,-3.363785,-2.164897,21.89773,-4.13541,1.264015,-0.8330169,-0.7871886,8.495575,3.394142,14.59478,18.20225,6.632913,8.174596,25.11114,7.248269,7.891741,3.269133,15.2914,19.98262,-2.406028,-0.1471699,5.024842,3.99358,15.74069,29.63132,7.905192,42.93277,0.07976864,-1.209897,66.95867,35.14851,3.857014,11.58708,-7.236575,7.528093,3.940765,-4.446121,12.37035,-3.60839,3.525841,-0.5754574,6.833439,-0.1783493,3.455819,-1.827737,1.714535,6.097965,23.65248,1.192989,43.06228,1.605689,3.965154,52.98603,0.3335892,-1.138509,-1.988522,1.584543,10.53549,9.499065,16.75926,-2.557394,10.60837,3.187215,4.042593,7.54556,2.24108,81.42218,3.178463,21.51851,29.56742,2.848685,8.188318,5.455025,-0.8346206,1.959277,13.54071,12.15857,25.56391,1.15906,47.52549,8.684436,28.64211,1.956659,2.637748,5.294345,3.891883,-1.766815,6.30025,24.42131,2.868007,1.233768,12.81572,9.298383,5.00659,12.05444,12.29166,10.70159,12.75564,-4.654628,-1.413275,17.96775,5.068213,-0.7368372,19.29011,32.23701,-4.476223,1.939448,11.62366,-9.418122,9.343172,9.568678,58.8877,-1.143198,37.00412,8.141701,2.520993,5.27867,40.70717,1.79924,95.92644
58.15344,-3.520444,7.118318,10.81721,38.38749,26.52015,-1.581048,7.130181,8.927722,27.72429,10.55545,17.99509,-0.303314,1.128675,3.808617,1.669185,40.46835,103.0475,56.94405,-1.658147,0.1413518,5.137224,6.153534,-0.911877,-0.3900901,28.46303,6.712368,4.321134,-1.39359,-3.761037,20.83095,-1.613677,0.3214644,0.1613888,-0.5960091,8.52727,4.384735,14.32588,18.37563,5.974853,5.029542,23.94378,8.201316,12.74269,2.783814,18.45853,20.32276,-3.11294,-1.187506,2.506415,4.162706,21.05236,26.90546,10.21516,42.37271,1.134954,-0.6226591,67.19749,35.35079,3.750778,10.18937,-8.220348,5.83996,3.397349,-3.105572,13.05504,-1.082636,2.737184,-1.152535,7.765645,0.1244544,2.345219,0.285767,2.308397,5.173816,23.93201,-2.346421,42.83815,0.5554256,1.439395,51.21242,0.8282312,-0.7769525,-0.132572,3.067538,11.29574,9.443311,15.41433,-1.615575,9.649485,2.823874,7.209517,6.838242,1.441012,81.41911,3.939068,19.60673,27.78797,1.730884,9.686834,5.589118,-1.511722,2.90937,12.412,10.44519,24.94193,0.8310169,52.51717,7.750947,28.7836,2.386637,3.35258,5.01837,5.356971,-0.8017958,5.098611,23.13015,0.8165563,2.280644,12.97297,9.189395,4.53678,12.06133,12.09638,11.10603,12.11321,-4.416543,-0.6759881,17.79162,8.867911,-0.8644234,15.60725,36.17467,-4.241671,-0.07816237,12.5333,-11.40871,7.448691,6.760265,58.83744,-0.2756752,34.97776,11.17435,1.523162,4.751196,45.1347,1.675468,94.75729
58.25336,-2.485292,5.269279,12.14524,39.47549,26.07251,-0.1478928,7.270289,9.389726,27.1595,10.47803,16.78198,-3.787571,2.662494,4.899698,3.881432,40.29239,103.3786,57.45746,-0.8248603,0.6363556,5.187511,4.077013,-1.414138,1.798431,27.55784,6.98011,0.7861741,-1.415341,-1.495745,22.41844,-2.690392,2.802255,1.768853,-0.6373092,9.531925,5.285977,13.44094,18.00929,6.43878,7.219832,23.21356,8.438132,15.13655,2.701105,17.09308,20.98713,-1.018909,-3.039611,3.075692,4.683717,26.54942,27.69755,8.951138,38.89911,0.3955292,-1.736259,69.77025,33.95204,6.417981,10.5002,-7.842731,8.629825,3.838016,-3.566085,11.29769,-2.731198,1.703546,-2.095577,7.767416,-1.805363,1.688414,-1.166674,4.324164,4.653919,23.52986,1.668091,43.20592,0.8301746,2.10059,51.50726,0.2254897,0.8685037,-0.06586173,1.859496,10.31702,11.30193,17.08633,-0.4263896,10.078,2.009613,6.150995,8.253967,1.940405,81.08737,3.440435,18.26479,28.24772,0.9302472,8.98406,5.188486,-2.569639,2.395783,12.12076,11.45054,23.59339,-0.374992,54.21105,7.670082,27.57089,2.34101,3.55731,4.697452,4.25925,-0.3030204,5.079391,22.13571,0.9063775,2.436429,12.45048,8.677561,4.321632,12.68597,12.9547,11.46715,10.65816,-4.474468,0.2210079,18.99401,8.746925,-0.4998321,15.2025,33.01722,-6.451358,1.519957,16.40176,-9.872752,9.147031,7.570695,56.95369,0.4297656,35.36793,10.45363,1.198793,4.256577,43.69996,1.558043,95.35465
58.35328,-3.158559,4.156945,9.509069,43.72893,24.8043,-2.367611,6.313598,8.803493,28.62031,12.76619,17.70903,-1.30013,2.415346,5.113494,0.751255,37.22044,106.8585,53.13705,-1.995283,0.75947,3.432064,3.113121,0.008661747,0.844074,26.24221,7.565161,0.5236954,-1.906111,-2.671362,22.70179,-1.876811,0.7585727,0.1103501,-0.4303902,9.766264,3.8157,11.75589,16.8517,6.403086,8.085058,20.62467,7.934284,15.93403,2.873796,13.98045,19.92146,-1.986567,-0.6893641,4.213961,3.84918,32.89047,26.79348,8.180328,36.57448,0.1685904,-1.855267,69.6961,32.62608,8.36746,10.04325,-9.005198,9.37453,4.6466,-3.5896,10.46974,-2.525641,2.247341,-0.03253311,10.3063,-0.7944229,2.690194,-0.5660546,2.652878,6.160963,22.66502,-0.4983342,41.64384,1.23305,2.32025,47.95381,0.4351358,-1.804465,0.1820151,3.716435,8.723458,11.76497,16.4634,-1.685579,9.455782,3.659154,6.154419,7.863059,2.750903,80.52908,4.037572,17.39613,25.54115,0.700018,10.37973,7.411674,-1.736358,2.063601,11.67189,11.47203,22.80186,-0.7287208,52.08433,7.019406,26.96062,0.9731239,3.299759,3.980549,6.016251,-1.86905,2.754469,23.79498,-1.038321,-0.2590849,14.06976,7.971424,3.930489,13.52316,11.98647,11.4404,9.42495,-2.869261,1.243985,16.80668,12.31751,1.392264,14.70436,33.19977,-5.385404,2.510443,13.96146,-10.66376,8.634644,7.318243,56.77772,1.529434,33.17849,9.330361,0.2773678,3.792769,45.96244,1.448568,92.63066
