 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C024, C025, C026, C027, C028, C029, C030, C031, C032, C033, C034, C035, C036, C037, C038, C039, C040, C041, C042, C043, C044, C045, C046, C047, C048, C049, C050, C051, C052, C053, C054, C055, C056, C057, C058, C059, C060, C061, C062, C063, C064, C065, C066, C067, C068, C069, C070, C071, C072, C073, C074, C075, C076, C077, C078, C079, C080, C081, C082, C083, C084, C085, C086, C087, C088, C089, C090, C091, C092, C093, C094, C095, C096, C097, C098, C099, C100, C101, C102, C103, C104, C105, C106, C107, C108, C109, C110, C111, C112, C113, C114, C115, C116, C117, C118, C119, C120, C121, C122, C123, C124, C125, C126, C127, C128, C129, C130, C131, C132, C133, C134, C135, C136, C137, C138, C139, C140, C141, C142, C143, C144, C145, C146
55.15584,0.1530397,6.633401,8.263466,33.65761,28.22934,1.720814,0.9216306,12.32454,16.64856,-6.435743,11.67395,0.148005,10.4996,-1.196924,7.059141,64.25925,67.99818,23.69999,0.2073141,2.800923,4.89658,3.756808,1.4791,0.1930967,31.60951,2.105548,3.424096,-6.878141,2.506394,21.41855,0.01417952,9.498349,-1.81798,-1.827438,12.20879,3.408232,9.117599,25.92255,0.436415,6.028525,20.48917,10.43969,3.437966,4.680417,24.19245,25.51881,-1.091868,1.84581,-1.409352,-0.2074852,20.4208,7.587994,11.68321,5.040299,2.515663,-0.9608243,34.73826,24.55108,1.561107,-3.177174,-9.787807,20.24455,11.50063,-0.3628338,2.934029,-0.5086069,0.1175701,1.701853,9.257376,-0.2427376,3.865022,-2.863658,-1.589424,-0.5429467,29.09462,3.736785,72.67419,2.764338,3.48978,21.64613,-0.5285944,1.094119,1.059712,2.868964,-1.502486,10.8246,7.984985,-0.8078405,5.495879,9.887154,6.323903,9.296124,3.230511,31.58015,-1.317047,40.03258,5.6361,-1.705251,5.461497,2.624226,-0.398071,2.008492,13.24961,-1.065568,12.04174,7.32624,36.59449,8.388248,40.31957,2.071079,1.95714,5.400763,2.662942,3.096782,8.261827,38.55936,9.15241,4.958999,-2.418616,-0.8598881,1.52178,16.3049,1.841918,11.89923,11.30458,-3.530083,0.4916307,27.42393,8.362473,0.8569168,-4.909166,27.70993,23.78245,0.1003276,1.935694,2.982574,11.52755,-3.889747,24.31544,6.336397,17.02785,3.126302,1.185706,4.996524,53.36958,0.5028347,125.9621
55.25576,-1.985965,6.711821,7.804763,31.55729,26.73196,-0.3917733,0.9199935,10.99788,16.18066,-4.687635,13.95078,0.2565578,6.549827,0.2199668,9.57602,67.54045,66.86018,21.36253,1.945425,3.014237,3.151002,2.277274,4.581023,1.297726,32.71764,1.694447,2.043226,-5.332078,2.38981,21.71873,-0.1386025,8.305395,0.1336081,-3.665408,11.72839,3.074645,7.927238,25.80636,-0.1446122,6.785769,16.64535,8.323196,-0.116507,3.845557,21.98519,23.33974,0.7579871,2.587174,-0.5668464,0.7650426,18.3207,6.9774,10.91908,4.329553,3.445813,-0.4367171,34.54123,26.09721,-1.711153,0.07312524,-9.336727,17.22005,12.46776,1.033164,1.865832,-1.578457,0.161054,2.20238,10.48671,1.103027,4.302232,-1.392899,0.1093749,1.741958,30.25376,0.9783531,71.78966,2.496474,1.561869,21.27634,0.2712523,-0.6787493,0.6413978,3.648991,-1.844397,9.539496,8.402386,-1.484423,5.468851,10.74452,5.781415,9.688513,4.388548,38.30473,-0.6138096,38.53032,6.460251,-2.590622,6.83389,-0.1241516,0.7054468,0.9801999,14.9125,-2.443518,15.25865,8.65322,35.52861,8.492547,37.8347,1.433607,0.04155216,6.239968,3.394117,3.849571,8.155852,36.37133,9.829734,5.411201,0.8869139,-0.9475261,4.022015,15.07085,1.887347,10.36411,11.41492,-5.200365,1.056883,25.79898,6.448397,0.8915417,-2.45956,28.67914,26.23611,0.4261895,0.9331094,2.084211,10.45777,-5.027663,23.98916,7.066704,20.31357,3.676486,1.13457,4.486332,56.83289,0.4461689,127.2395
55.35568,0.01153402,5.158226,8.65159,30.72626,26.76257,1.486231,3.989877,12.17746,13.66798,-6.213672,17.72794,0.9104086,5.294153,-2.110866,9.85838,73.65199,66.86486,24.05618,-2.101184,2.914536,4.906525,2.428651,2.219116,1.379813,33.72524,2.815593,2.575213,-6.091982,-0.4366998,19.49615,-0.7745528,11.35199,-1.286173,-2.025383,11.54225,2.189749,9.129284,23.33277,-0.8309554,9.221373,18.49186,10.50778,0.1218113,6.591145,21.94979,24.8026,1.082177,2.888335,-0.2512134,2.688744,19.15508,7.706563,11.85137,4.420356,1.530619,0.3440901,32.97322,26.20676,-0.2169105,-1.609737,-10.5995,17.27948,12.10115,-1.582464,0.4295015,-0.9357298,-0.8016999,3.669217,10.41522,0.7097138,4.455732,-1.351907,0.1689565,-0.08801138,29.60902,1.515528,67.35576,1.303906,3.385351,21.87858,2.478383,-1.583659,0.4851321,3.074299,-2.119701,7.970389,7.731615,-0.102296,6.252057,8.789108,7.659132,9.345388,5.955077,44.17455,0.4253674,38.39191,4.483903,-1.85862,6.77148,1.270185,-0.6161811,4.372837,14.01111,-2.515811,19.33017,7.112906,36.44586,7.150355,38.77531,0.4829373,2.633964,4.344496,4.545148,5.793747,6.727448,36.43812,8.22767,5.420108,-1.008786,-1.458827,1.878595,15.31976,1.224685,11.58026,9.622821,-2.255019,0.402213,27.8094,6.828685,0.07795446,-4.505563,26.94157,25.7031,-0.02258491,3.345359,4.062133,9.583344,-4.22586,25.65948,4.660477,26.06225,3.025996,2.587128,4.007939,55.14639,0.4845036,123.952
55.4556,0.2297525,7.541146,8.122083,31.51959,26.37567,3.232471,4.360289,14.37537,15.32665,-4.329779,20.38766,0.984539,5.129729,-1.69095,9.075633,72.19995,64.26643,23.071,0.8304925,3.162147,2.336996,2.574055,2.312275,0.3455939,32.62757,1.028039,1.328264,-6.100312,0.8994629,19.81121,1.416974,10.1238,-0.9729072,-1.622025,11.38558,1.831999,12.68534,25.16832,-0.7792606,7.907175,20.97066,9.104642,2.998285,3.471355,21.39627,25.92446,0.5520185,2.183591,-0.6215578,-0.333377,17.84697,6.067795,9.947357,3.998457,1.889797,-1.587944,31.55668,23.80681,-0.8418894,-1.922988,-8.878729,17.39713,12.40349,-1.190096,1.9094,-1.997051,0.1554417,0.9141767,9.421162,-0.8985267,5.268092,-1.410417,0.02497791,1.461547,29.11093,2.451204,66.11162,0.7177032,3.006807,24.24572,2.419136,1.227407,2.016165,3.206722,-3.847632,7.402293,7.46972,0.3891045,5.095537,10.17375,11.13618,10.47729,5.020614,50.51786,-1.897318,36.23494,5.032711,-1.144479,8.476726,1.357484,1.639687,2.22822,15.861,-0.1443441,19.98753,7.519152,34.2278,9.08079,36.68413,2.28421,2.371877,4.263431,2.488412,1.793851,7.705513,35.8898,9.486948,3.482112,-2.563783,1.107782,0.4225413,16.17129,1.864535,11.94627,10.23235,-2.547208,0.6858248,26.66483,7.528877,0.4525152,-4.834596,29.5585,25.99523,-0.01433614,3.458608,4.019578,11.43775,-6.642218,26.09733,4.218621,32.31049,3.085037,0.5680498,3.559361,58.27386,0.4287969,121.3017
55.55552,0.3461457,7.049456,7.91247,28.09304,28.18038,2.008164,5.474481,12.15661,15.75701,-3.858886,24.66584,0.2443984,3.164756,-2.018825,6.733238,71.56068,62.38676,25.43128,-1.39852,2.732179,2.931588,1.777093,3.925275,0.8874413,28.97703,0.5367915,1.218705,-6.456064,-0.4806127,19.93558,1.885177,9.094721,-1.065443,-4.303884,11.35552,1.681766,13.1492,23.67169,-2.37329,6.709342,22.04457,10.24144,3.85868,4.54219,20.16738,26.26287,0.7851551,2.472985,-1.255564,1.329055,17.3731,6.226439,10.59873,4.035063,2.174325,-2.055566,30.23146,23.82939,-0.4203287,0.6443781,-9.216047,18.67683,11.96708,-2.685297,-0.7021327,-1.168497,1.043519,2.536721,10.55305,0.1996224,5.508035,0.1222036,0.05416752,3.34245,27.42863,1.567852,61.493,1.580462,2.46996,25.42894,2.182988,1.013497,3.24082,5.236749,-5.636752,10.14309,8.461492,2.659677,3.583433,8.859276,11.33392,9.758697,3.995351,56.88299,-1.054308,34.97314,3.640777,-1.434507,8.138366,1.025523,-0.3935839,4.283632,16.02428,-2.073881,21.47479,6.342235,34.53762,8.047366,33.92502,0.73936,1.790738,5.207728,3.396814,0.3367895,7.449408,35.93924,7.876021,3.740316,-1.192434,-0.2006161,2.14833,15.84757,0.3813669,10.40955,9.507599,-5.243288,0.8034135,24.38559,6.695114,0.7427358,-6.147012,29.52837,25.93098,-0.6178813,3.280938,5.637599,12.83876,-4.975558,29.91153,4.957935,36.74035,4.365115,1.640963,5.219982,59.98245,0.4118465,121.2841
55.65544,2.044675,9.872271,9.938068,30.06954,26.10807,1.32584,4.506256,10.87739,21.47482,-3.514257,26.12205,-0.332027,3.560726,-1.37056,5.624246,71.10552,62.41457,33.18098,-0.543497,2.768498,1.866044,-0.006395418,4.031308,0.4661971,29.3007,2.575246,0.5276912,-6.13541,-0.5171037,19.14315,0.3347141,7.357259,0.5807173,-4.138631,13.26066,1.908728,14.6767,24.55633,-0.1767101,7.604033,24.81957,8.556183,2.444887,4.213565,20.019,25.34001,0.517738,1.791008,0.2604582,-0.2158729,18.96609,3.705211,9.663834,3.926457,1.640337,-1.429122,30.54123,24.34028,0.6379758,-0.9098926,-9.621491,18.62332,12.44522,-3.697434,-0.03923129,-0.9743072,-1.413841,1.1911,11.6515,0.2695204,5.078701,-0.8315176,-0.2941334,2.13878,27.44545,2.342697,59.41051,1.562872,3.847522,28.35229,0.2050394,0.4650673,0.9517838,1.33147,-6.237831,9.905416,5.00989,-0.2055721,5.996413,5.546741,12.92028,9.740252,3.690316,62.30236,-1.355778,38.22783,6.307482,-1.357793,7.856454,0.9186887,0.01524742,3.279805,13.16075,-2.39839,26.275,5.559203,33.73311,7.48926,35.81484,1.62068,4.433353,3.897795,2.178634,0.9347768,8.450415,33.98061,5.241433,3.209514,0.651015,-0.9619326,-0.7913969,12.74682,2.684668,11.26009,10.1076,-4.073925,0.6935198,26.27065,8.046916,1.030396,-7.173618,27.62542,25.01677,-0.09156813,3.484483,4.770462,10.66851,-7.664409,32.17617,4.561939,38.36722,1.199954,2.501101,6.311139,57.62131,0.3598334,117.5121
55.75536,2.767218,12.72212,8.708563,25.01544,28.06039,3.322753,5.389212,11.54133,23.9712,-2.105251,25.90586,-1.796183,1.031269,0.08980876,7.32626,66.80592,59.41502,46.00133,-1.226867,2.861618,2.992946,0.6475789,2.31635,1.529163,31.88936,-0.8271734,-0.3863445,-7.563596,0.9506859,18.50657,1.116463,7.701841,-0.7769994,-3.388211,13.11846,0.399182,15.6777,23.04594,0.964101,5.841313,30.34142,9.305399,0.4024704,4.553623,20.20052,25.87411,1.228617,0.5635784,0.6066156,-0.03479835,16.85928,6.091161,8.083472,2.6868,2.867535,-1.350015,30.53333,24.20868,1.898784,-0.155626,-7.811724,18.08984,12.14196,-3.541121,-1.435516,-0.02250029,0.1098398,-0.5637093,10.10658,-0.1395115,4.058144,-0.9875988,1.754059,1.733906,27.13272,0.2549767,56.96095,1.414598,2.471303,28.23438,0.4648757,0.4085059,1.219603,3.864915,-6.757602,8.904246,7.483919,-0.8662524,4.212679,4.254483,10.7936,9.932345,5.050291,68.36372,-0.2548299,35.76567,5.17598,-1.95707,8.665889,1.250185,0.6091614,4.799279,15.35403,-2.134673,28.88493,5.491444,32.36497,7.825081,33.70164,2.460932,1.669275,4.214427,2.580756,2.453935,8.13691,33.29667,8.694539,2.639342,-1.577226,2.176926,4.15709,13.42854,2.82203,12.41944,10.58874,-5.251529,0.07958131,24.31752,9.434417,-0.2381489,-7.549901,27.69426,25.27213,0.7722694,6.123141,5.931764,11.19165,-8.561503,36.00765,5.875011,43.65269,1.788765,2.349986,5.719134,58.12906,0.379557,115.598
55.85528,2.603676,12.93705,8.565856,25.91346,27.88757,1.128524,7.955097,11.26172,23.3688,-2.461152,27.73003,-0.1751827,1.163361,3.564862,7.615134,64.38996,57.48976,51.98026,-0.1854683,2.983978,0.1729007,-1.012998,4.408809,-0.1169156,35.61037,-0.7679507,0.6960868,-7.014637,0.6052305,18.39393,2.81982,3.406264,-1.33333,-5.932825,12.93957,1.569301,15.66586,22.78226,0.2197406,4.799795,33.9395,9.251203,2.101116,2.612225,17.19397,25.31909,1.165931,1.876805,-0.3146803,1.617733,18.1453,6.293243,9.460002,2.580791,1.936115,-2.753114,32.0839,23.87344,0.9799314,0.09776928,-8.782419,19.10998,9.647023,-4.420696,1.065413,-2.620866,1.66034,3.462956,10.17367,1.559343,4.409907,-2.333087,-2.282011,3.319527,27.33791,-0.04694449,54.76759,2.321578,2.959747,29.3516,0.03091959,-0.875054,0.7859253,5.926334,-6.113417,10.93945,5.615264,-1.909082,6.423995,7.213602,14.63431,8.886409,2.663416,74.17152,1.210242,34.01583,6.502141,-1.853961,9.377775,0.1315064,0.05452628,2.998663,13.23012,-2.764414,30.62285,7.246553,31.3085,8.961591,33.36049,2.379601,3.521316,3.760495,0.1694349,1.056796,10.29286,36.65921,8.631177,1.628729,-1.741881,1.574372,1.518098,15.4865,1.921209,11.52765,11.44606,-4.805759,0.1331425,23.36758,8.377727,-0.6123191,-7.505442,28.11603,23.40898,2.71813,4.466778,6.670559,12.62483,-6.193019,36.59621,3.988522,45.9502,3.392019,1.222221,5.164019,59.01896,0.7387933,111.654
55.9552,0.8113638,10.98154,8.264316,24.33493,27.82705,1.803265,7.176097,10.47386,23.04096,-2.368933,25.20345,-1.911083,0.4169937,2.416478,8.328302,60.41975,56.58989,59.7893,-1.117994,0.9893832,1.171283,-1.075083,3.19607,-1.010392,35.48454,0.6942275,-0.1682475,-1.83778,3.494307,17.76083,1.82389,3.831969,-0.6602187,-0.9861876,12.96894,-2.048529,16.88003,22.82602,-0.4506077,4.557651,34.65039,10.53999,1.301756,3.582202,17.61876,27.14143,0.3198641,-0.8005434,1.133771,0.4516149,17.12185,4.75088,10.92798,1.596164,2.004362,-4.188424,28.47733,21.33118,0.8912154,0.1484988,-7.645298,18.32948,10.37996,-3.68679,0.7090669,-0.5957901,0.8543061,2.440629,8.240393,-0.2583721,4.031309,-1.44145,-0.4536283,2.381902,27.76262,-1.167599,53.45757,0.9602255,-0.5891625,29.34687,0.1480368,-0.3168452,-0.0670746,6.189069,-6.320611,10.42083,6.326828,-2.95587,4.039607,4.295974,15.40634,8.53117,3.411673,79.26363,2.606815,36.25059,4.298249,-2.672866,8.303127,0.5191735,0.6912405,4.741065,14.87504,-2.073278,33.03405,5.916457,30.63861,11.26335,29.81547,1.207732,0.3057939,1.369051,1.087168,1.254193,7.627152,34.48366,7.377726,0.7571771,0.06244906,5.50585,3.925698,14.78342,2.19451,12.07419,8.699262,-6.316077,1.296024,23.37202,8.762553,-1.596169,-6.039072,28.5754,21.69089,2.514905,4.777499,6.762216,11.55725,-6.517465,37.0499,4.22833,48.35315,3.244429,4.722919,4.643494,57.78404,0.6703438,110.5018
56.05512,0.3467199,14.55379,8.593111,21.57042,26.858,1.2804,5.640772,12.83782,24.51884,-1.917376,26.01233,-0.6998544,0.04791032,4.96477,10.35354,62.67481,59.11176,66.01084,0.4314254,-0.4098006,-0.2352903,0.6850798,2.781043,0.1720613,37.25699,-1.27694,0.3201454,-4.457406,-0.0162784,18.86623,2.477973,0.9010267,0.3158462,-3.363804,11.95597,0.8146321,17.53726,19.46169,3.409656,6.823544,40.00685,8.932737,1.424836,3.150695,15.39491,26.53738,-0.8245957,0.8043578,0.7012066,2.119889,18.45057,5.182439,10.78548,2.492982,3.254688,-4.296533,27.72303,22.64009,0.07939871,2.292206,-10.36387,19.12889,11.59201,-3.567712,2.094743,-0.2216841,-0.4930166,2.013507,9.160722,-0.1973581,6.0621,-0.3203379,-1.522554,1.914224,26.4988,-0.6726834,51.53848,1.277392,-0.008580307,30.3602,1.349382,-1.153115,-1.710387,1.638714,-7.433354,9.916367,2.937527,-4.462005,5.487814,5.766972,19.23722,9.122013,1.931673,83.80616,0.9831224,35.1625,5.12424,-2.218623,8.721681,3.191191,-1.138282,7.212316,15.2227,-3.582239,35.63293,5.454196,30.96639,10.77875,33.26822,1.013368,3.423634,1.55366,0.8025127,1.701708,5.708941,33.16983,8.096539,2.091764,-0.9193982,3.886476,2.988424,12.99149,2.111326,11.55561,9.450085,-5.324005,0.4673695,26.26321,7.076657,1.547057,-8.40994,28.13657,23.18168,2.127115,3.346188,3.651829,10.29738,-7.724197,35.87901,6.078696,51.72758,4.37146,3.848681,4.155404,55.5233,0.768713,109.4647
56.15504,1.167515,11.68649,7.225896,23.4892,28.14088,3.695917,5.676487,13.16354,25.01634,-3.12077,25.42199,0.5269585,-0.3093169,3.635685,10.17394,58.79471,56.54745,72.13776,2.854822,0.0899953,0.9875509,1.866798,2.15885,-0.5015103,37.94668,-0.4503585,1.146446,-4.879175,0.3978641,16.76027,3.026959,1.373047,0.2516312,-1.570409,10.71774,0.9551077,16.74359,20.32319,4.376374,6.802564,43.5072,7.618579,1.662182,3.663576,15.81673,26.34987,-0.4762212,0.7195259,2.438286,-0.6069801,20.07806,7.020905,11.67184,3.935745,3.650863,-2.381879,25.76811,20.79846,1.252745,2.939914,-9.314354,19.85385,9.406797,-3.07248,5.561623,-2.648905,2.044816,5.166162,9.477797,-0.6842478,4.275379,-1.93171,-0.7725269,1.974201,26.87578,-0.8093662,53.1902,1.039453,0.1027389,31.92199,0.3539917,-1.427724,-1.996855,6.408978,-4.999859,10.37408,7.239854,-3.778352,5.315424,4.463925,19.81143,8.249372,3.126367,87.55231,-1.15181,34.41243,6.378861,-2.635248,9.422029,3.731109,-1.974101,6.145071,15.6915,-3.461182,37.82578,5.983357,31.05892,11.21805,32.61806,1.896513,0.6887025,3.365023,0.5584573,1.973487,6.531569,33.57425,7.810739,2.140712,-0.764011,9.200079,4.699224,15.32595,1.847831,9.794037,9.681532,-6.753432,0.1511762,23.68684,6.44012,-1.192369,-6.465752,29.20097,18.24801,0.8618485,4.484442,3.658947,10.66851,-5.912628,37.63157,5.435668,55.39877,5.144797,4.168719,3.697728,55.5644,0.6987799,112.4446
56.25496,2.446208,15.94383,9.067178,22.11988,27.7291,2.265363,5.656383,13.1732,24.6317,0.3653074,25.11646,-1.583552,-1.550902,4.258151,10.38558,57.99756,56.93351,77.26582,1.370113,1.183511,1.823722,3.297469,3.127671,1.757479,38.46846,0.3751495,0.194632,-3.497694,2.977009,17.35428,2.503562,0.3327722,-0.3644225,-2.144432,11.14354,-0.1785818,17.54453,18.59601,8.864364,6.70576,42.61571,6.110795,2.046387,2.961483,11.49735,24.98642,-2.655964,0.7000442,3.759202,-0.6451954,16.87048,7.965796,10.85989,1.518015,4.432896,-1.92304,28.97274,20.46381,1.740061,3.561843,-8.509264,20.72764,9.625319,-4.895866,5.680529,-0.4613508,1.982046,2.095892,7.801558,1.45709,4.143249,0.03988739,0.4943245,2.161004,27.35906,-2.503586,52.14458,-0.06345463,0.5431148,34.5878,-0.2334789,-1.103513,-1.412927,4.215562,-5.832699,9.428105,3.45415,-3.359462,3.716501,5.435884,17.40024,8.920474,3.320068,91.42458,1.480508,33.46925,7.344907,-1.838131,9.275704,3.585726,-2.328924,7.141366,15.40019,-1.929903,40.47929,5.503399,30.04097,10.64031,29.53119,1.528607,1.396462,2.161134,-0.2072677,2.853623,9.276199,31.93064,7.737713,0.5575204,-1.231059,10.33147,6.111593,16.53709,1.499043,10.93309,9.6491,-5.139539,-1.170599,23.29616,8.966325,1.080204,-5.848571,30.36388,18.99102,1.296607,4.385565,3.426326,13.01258,-7.17844,40.74671,6.869174,55.78762,3.751664,5.026227,8.300566,53.40378,0.6323826,109.6917
56.35488,4.305037,15.5896,10.42316,21.85086,26.75109,0.2116757,3.476833,13.49522,27.33011,-0.1178834,27.19278,0.5619622,-0.4832573,5.125378,10.54434,57.49109,55.83344,80.48607,0.5124809,0.8934439,1.531699,0.2101806,0.5774746,0.8182496,37.86398,1.874455,0.5595195,-3.636478,-0.2617228,19.52087,3.279415,2.315713,0.3221951,-2.571164,10.57076,2.071838,18.50904,19.35666,11.35719,11.67253,43.27033,7.534065,1.67188,5.622745,15.05482,25.31047,-1.435502,-0.3373908,2.720134,0.3351309,16.21319,7.507135,10.85393,3.339407,4.98967,-2.163773,28.0653,20.53179,-0.1924981,2.129366,-9.42203,20.6879,10.86794,-4.050799,7.572436,-2.75452,0.6217315,0.7532986,8.963564,0.323085,4.701334,-1.193486,0.177797,2.73257,26.7137,-1.630829,51.78506,0.8622209,-1.119699,39.83507,0.2190383,-0.09213141,-0.3226131,2.397322,-1.312318,8.200344,5.179168,-2.547269,5.133596,5.170999,15.63354,9.938697,2.926425,92.3354,3.723657,32.84159,10.39882,-2.352829,7.545816,4.209637,-1.229523,7.399834,14.93762,-1.37791,42.25977,5.633316,32.20885,9.689796,30.64839,0.7413516,0.07741011,2.082672,-1.122724,2.447142,9.198841,31.44281,6.686327,2.014223,0.07739086,11.21656,5.60964,14.09302,4.023789,11.622,10.24254,-7.122941,-1.277043,26.29709,4.755144,1.627845,-1.15263,25.2185,14.79292,1.582139,5.45228,2.415078,9.417297,-2.032834,44.6522,3.439951,56.09861,2.561274,4.474737,7.909772,51.91675,0.5693424,108.7165
56.4548,4.04428,12.69773,8.627476,19.7041,27.36677,0.6391443,4.211041,13.83401,26.26695,1.147586,25.59969,-1.007583,2.368883,4.477132,11.10031,57.29289,55.87609,77.29868,-0.6713908,2.069306,3.738678,1.359978,3.070808,0.812405,40.29588,3.601467,2.45894,-5.080052,0.9349537,18.54356,2.426705,-0.8978711,0.5693114,-3.374616,9.992512,3.158206,18.46511,18.42735,12.18218,9.04153,40.55622,7.454329,2.067533,2.846475,11.92665,22.83589,-3.46952,-1.257874,1.704032,-0.1962306,14.764,11.56775,10.37847,3.380008,5.922517,0.1782264,29.14182,18.85707,-1.490161,4.943177,-7.215399,18.051,9.359797,-5.660365,8.078687,-2.267306,2.136952,0.5935846,8.872974,0.8719363,4.156464,-2.296389,0.9154172,3.574314,26.80856,-2.285908,53.72285,0.5141227,-0.5670329,43.69526,-0.763969,-0.5130304,-1.661448,2.556223,0.763652,9.576546,3.945755,-5.102754,4.993939,2.783562,15.17973,9.760126,2.316875,94.33928,1.637424,30.96863,11.50127,-0.1329017,9.4907,5.365466,0.2096131,6.770463,14.9354,-1.929852,40.17292,4.23338,32.21708,8.034513,29.42481,1.281628,0.650322,3.303242,-1.178937,3.491212,5.918015,31.18216,7.585648,3.034214,3.373799,17.24527,5.25372,15.87795,6.490336,10.25207,9.174393,-6.19403,-1.703275,27.43803,4.033125,0.8871073,2.275026,28.68658,12.89691,0.9068348,3.93948,-2.265132,10.35204,-2.405922,47.36537,4.376285,55.32464,5.152478,3.949083,7.544973,50.35494,1.894873,110.0665
56.55472,0.4052418,14.66769,7.743515,19.2722,28.52774,-1.05411,3.887177,14.94861,27.79121,2.134831,25.36311,-1.415971,0.487181,5.413499,9.938061,55.41558,53.46827,78.33675,2.038019,1.115646,2.601282,3.104125,0.5700629,0.4384682,39.02105,5.215101,2.701446,-2.251631,1.564733,18.72967,1.32857,-1.471403,1.295107,-1.946538,10.0514,1.954579,20.75387,18.07695,14.12208,10.53502,39.65763,7.106249,2.727696,4.804693,11.83454,22.4324,-0.8033934,-0.5377698,1.987131,-0.4209327,17.8929,11.2729,8.884129,5.117263,7.900458,-1.22093,27.42489,18.88356,-1.905649,4.348918,-6.636522,17.44031,10.45671,-4.816603,11.93961,-3.671288,2.819815,1.428994,11.02648,-1.709273,2.486124,-1.348336,1.978832,4.006418,27.85023,-0.2619838,54.7157,2.249041,-0.7273465,46.42076,0.1679509,2.363168,-2.955864,4.325323,2.6207,10.6484,5.392696,-4.067382,8.283146,3.806084,11.55567,9.79107,2.909653,95.6693,0.1171752,31.91129,12.41461,-2.856347,7.771126,2.621092,-3.377018,7.404339,15.20279,-0.2239209,37.8139,2.782811,30.3998,7.457345,27.38868,1.252448,-0.3562563,2.958812,-0.790164,1.167092,8.940876,30.59399,5.908698,3.372079,4.538575,15.79428,4.762339,17.32383,10.16289,7.638939,9.217884,-7.363657,-0.5619416,25.17039,4.646171,0.6031155,7.162204,29.32731,11.17154,2.073977,3.495157,-2.410774,9.484651,-0.5043758,49.83302,3.194412,54.43497,4.574573,4.354068,10.00313,49.52282,1.767266,109.0932
56.65464,1.938008,13.76067,8.701572,17.92794,25.79061,1.438524,6.432323,14.59782,25.53,2.296459,24.81798,0.4210142,0.4286651,5.189756,8.33078,53.15299,56.41202,78.31007,3.099753,-0.0142061,2.535116,4.000719,0.6837021,1.981995,38.96301,5.539186,0.565882,-4.153432,-0.2158421,18.36156,1.751737,0.7254531,-0.4354331,-1.436098,10.25989,0.4864113,18.05332,17.19223,13.49866,11.13129,38.95399,7.707903,0.3464769,4.502436,12.4071,22.67483,-2.169475,-1.423712,0.06077758,1.258164,15.23031,19.88422,10.07461,7.870371,5.397649,-0.9591359,28.08749,16.34799,-0.5054927,5.235232,-8.144359,15.78443,9.637406,-2.636612,10.45562,-4.485605,2.831046,0.9470526,10.49068,-0.8485482,2.396686,-1.224564,0.8336137,3.38361,28.43633,-1.151645,55.00193,2.391905,-0.6260887,47.73915,-0.09985878,1.679673,0.1196853,2.981232,6.914012,9.239678,5.316611,-2.210186,8.887273,5.333862,14.08392,9.166288,4.898783,91.62637,0.4390596,30.89021,15.81488,0.5313357,9.156352,5.296982,-1.764683,6.123883,15.71208,-2.667315,38.41551,2.446976,29.69376,8.202075,29.01272,1.734157,0.3426639,4.992372,-1.28915,1.755148,8.078345,31.44926,5.564909,1.86622,7.857635,16.64346,3.057114,14.80937,12.12164,11.67794,8.206982,-6.033029,-0.004114625,26.17171,2.342219,0.8902481,12.29671,29.00545,8.010754,1.659906,4.080788,-5.114663,10.31223,2.912575,52.92658,0.02008758,53.50909,6.192161,3.198132,9.181293,48.35188,1.650797,114.8081
56.75456,3.266387,12.09577,9.287876,20.33848,25.99304,-0.1663316,5.14974,13.93861,28.3311,1.558757,22.64355,-0.4358512,3.600162,2.839843,7.263281,51.06715,60.3693,77.87196,0.9303121,0.9350453,0.9018166,1.850708,-0.00887004,-0.03853182,38.12877,6.73699,3.3393,-4.38156,-0.5542564,19.33162,0.6563547,1.076563,1.035456,-0.4467104,9.974735,2.987594,20.072,17.12676,13.03926,10.79949,38.57037,7.731804,1.6823,4.200277,9.865321,21.93822,-0.7164318,0.2517872,1.063588,0.9292716,15.44795,24.67182,9.972434,3.747682,7.190748,-0.5335704,29.23085,16.35561,-2.112016,8.150739,-7.757989,15.88345,8.296207,-4.697514,12.06826,-3.98161,1.49003,2.481297,10.33506,0.1167927,4.138727,-0.7410674,-0.850008,4.021375,27.18614,-0.9496921,56.53096,2.33773,-0.1721349,48.02022,-0.9604935,1.453644,-1.997175,0.6830429,6.75525,9.824861,6.0846,-4.180757,8.849008,4.045761,11.26531,8.950594,2.49324,89.88977,-0.08072406,31.31861,19.31444,-0.8169818,8.260471,6.539316,-1.255192,7.546557,14.21309,-1.632414,36.88839,2.0274,29.59367,7.505368,29.8594,0.4089749,2.048176,3.524372,0.1321671,1.086745,9.579929,27.99106,6.66573,4.140424,8.722715,15.89443,2.240268,15.46595,14.03125,9.177073,8.8805,-6.605657,-1.973884,24.18449,0.876151,0.1360963,13.53502,26.03582,5.419756,0.2372424,3.558833,-7.64445,10.90832,5.349897,56.70152,-1.477521,50.08163,6.680184,3.135072,8.410657,46.90912,1.535605,115.0038
