 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C024, C025, C026, C027, C028, C029, C030, C031, C032, C033, C034, C035, C036, C037, C038, C039, C040, C041, C042, C043, C044, C045, C046, C047, C048, C049, C050, C051, C052, C053, C054, C055, C056, C057, C058, C059, C060, C061, C062, C063, C064, C065, C066, C067, C068, C069, C070, C071, C072, C073, C074, C075, C076, C077, C078, C079, C080, C081, C082, C083, C084, C085, C086, C087, C088, C089, C090, C091, C092, C093, C094, C095, C096, C097, C098, C099, C100, C101, C102, C103, C104, C105, C106, C107, C108, C109, C110, C111, C112, C113, C114, C115, C116, C117, C118, C119, C120, C121, C122, C123, C124
1.89848,0.4798163,6.795422,0.2956898,-1.456016,0.722846,7.44256,7.662609,-0.3861782,33.13971,18.38906,0.8022469,5.793089,1.380187,0.5039828,1.829143,7.062199,-0.7553483,7.840321,1.165417,5.296102,1.749756,-4.121093,0.1779843,2.243782,1.222469,-3.125979,2.788511,29.6799,-0.0989675,3.010413,24.21852,3.37649,3.813085,2.560211,4.03507,1.368246,7.619097,2.301907,2.474668,4.405421,0.7427622,1.501922,2.11538,-0.351034,6.426574,3.009598,2.137063,0.7161027,0.1277845,3.983299,4.007878,3.780813,3.920609,4.47985,2.838421,13.6634,3.107407,4.593018,2.993966,1.272682,34.50821,51.71536,7.724069,3.292751,17.58136,5.366793,-0.1838511,1.903928,-0.4363195,5.206026,-1.127311,-1.499592,5.964084,5.645838,1.829971,20.31966,0.9250912,4.364836,4.167403,5.812178,3.015149,16.96585,2.849996,-2.885291,-0.1718983,-1.293214,23.07352,29.60565,5.611202,2.244987,2.575701,-0.3993074,-1.01944,6.677869,25.43092,6.691894,12.11391,2.476645,4.058041,3.059646,2.14264,0.5676564,7.396725,7.503271,0.5398194,15.82557,1.822965,1.026978,1.881858,1.412367,2.678412,5.666744,7.185623,3.710013,4.194246,20.00303,-2.856065,0.9563285,24.72963,35.53061,7.692018,26.18339,19.56978,30.36153,58.28915
1.9984,3.281502,5.723304,1.115325,-1.891135,1.508538,7.240234,6.773518,-2.426258,34.06823,17.62974,-0.2465812,4.896818,0.08721367,0.8256657,1.902529,4.129831,-1.67325,7.3238,0.7366371,7.858528,4.924043,-4.051774,0.6073455,1.512047,2.248549,-1.416131,2.523468,31.20975,-1.763323,3.102166,24.89007,2.005095,0.8948836,1.64208,5.140828,3.035626,7.723485,0.7241526,2.391272,3.802875,1.517619,2.443388,0.815672,-0.4632851,4.272431,3.773555,3.897538,4.139166,1.48881,2.841314,5.238155,3.471341,4.230942,2.216572,2.742271,14.14392,3.452234,3.104172,3.272746,3.316265,32.34242,47.90454,5.929748,1.056834,13.96705,5.17359,0.5284514,3.495481,0.269439,5.271983,1.192237,-1.456106,4.234086,5.645838,0.8761415,21.50221,0.4889852,4.476613,5.294391,5.30225,2.221145,18.75931,5.343573,-1.214076,-0.1717282,-1.20204,21.87826,29.98569,7.537252,0.730626,2.354214,-0.9793447,0.550162,9.017838,26.00318,7.15416,12.32798,0.6457247,4.006888,6.652078,1.420536,-0.7257464,6.714805,7.75271,1.287384,16.54284,2.675904,3.272298,3.011239,1.874228,-0.3313262,3.516682,5.87641,2.781756,3.408234,16.69865,-3.885037,-1.072767,23.91691,34.68823,6.513719,24.74613,19.04406,28.967,56.08405
2.09832,3.083523,6.812405,1.642353,0.2886468,1.031245,5.799592,8.393906,-0.8740783,35.86684,15.44177,0.4720691,4.610592,0.05982549,-0.457341,0.7803741,4.72009,-1.640821,5.732379,1.984558,6.29677,3.101641,-2.285883,-0.5355682,0.9983057,0.5012249,-2.913679,1.609201,30.32699,-1.601297,1.522116,23.85162,3.505294,0.645505,2.738054,4.753143,0.9956663,9.417647,1.786875,4.625196,7.013097,0.5520638,1.95599,4.330017,-0.5118023,4.986853,3.795916,2.878218,1.198236,4.120886,1.115039,3.224436,2.576079,2.2747,1.610401,-0.746239,14.70128,5.214758,4.187691,1.725937,1.261332,33.92832,49.10803,5.26054,1.740814,15.16152,4.818666,1.528806,1.071521,0.02051456,5.149899,0.6232132,-1.265033,6.378075,5.685148,-0.08886796,20.2396,-0.3067888,3.324217,5.024267,3.888418,1.3841,20.04082,3.717022,-0.7841555,-0.6784504,-0.9973115,23.60511,30.23509,7.717931,-0.06640564,0.3312578,0.1876433,-1.159214,7.056089,27.74677,8.884613,11.60215,2.211504,3.489487,4.66377,0.8590575,-0.3936863,7.397455,6.787171,2.238177,14.09653,1.681095,2.073534,1.97511,2.16562,-1.323954,3.703929,6.716517,1.290778,3.074686,18.32536,-0.9760531,-1.065064,27.04278,35.27206,6.294547,23.37758,18.41913,27.64619,55.69806
2.19824,2.009537,7.193656,0.3398896,-1.934685,-0.4506934,4.824736,7.933186,0.3812528,36.77581,14.88449,0.3067856,3.650692,-0.09502352,-0.5404897,1.820756,6.306492,-1.207542,7.323319,1.514546,8.751637,3.134046,-4.279486,0.1626083,3.436972,1.348094,-1.19793,2.29085,30.32685,-0.694716,2.045185,23.17597,2.683739,3.170661,4.390235,5.47799,1.833564,5.50832,1.310423,6.085848,2.528238,1.002389,0.6260497,2.681864,0.3280631,3.80871,3.796228,3.623012,0.7117376,2.079727,3.897258,3.560493,4.227336,0.5014104,3.915041,2.730646,14.65957,4.800845,3.816075,3.267277,1.844216,35.02696,47.74132,4.974563,3.27138,16.82107,4.790725,0.9326445,2.209751,0.3008121,5.578794,-1.253511,-1.65889,6.312167,5.683274,3.183677,19.7146,2.18447,5.255969,5.316893,5.130031,1.744094,21.35048,4.927371,0.3971827,-1.342071,0.3366595,20.96673,32.28138,6.601399,1.066282,0.07014487,-0.204361,-1.308271,3.734085,27.36692,10.23768,10.58306,2.429232,4.899174,2.694087,-1.392793,0.2070878,6.519684,7.238602,1.664825,13.87457,2.213195,3.912512,2.158522,0.6339869,-1.340156,3.24652,5.618842,0.4684512,3.909547,19.23267,-2.254747,-0.1802321,28.03662,35.21621,5.881209,23.81952,17.82179,26.67092,53.61629
2.29816,0.8529888,5.440255,1.001352,-0.4147988,0.9305801,4.507431,8.95616,-2.194914,35.9089,14.59884,0.6158507,1.27078,0.2560537,0.4197839,1.414776,4.380507,-1.037176,4.850468,-0.7556101,9.220544,3.352051,-1.790631,0.5803581,4.156615,2.271737,-0.2763736,0.2730233,30.64923,-1.162969,4.189795,23.63413,1.686306,2.036745,1.615889,6.254603,3.136856,7.442817,-0.04548179,4.211262,4.136515,1.711358,2.34943,3.779936,1.048507,3.66978,3.473874,2.605341,1.099478,3.216082,2.871846,1.037241,4.431818,2.160323,2.864411,0.652556,12.92207,2.546631,3.276819,2.10474,1.660703,33.46994,47.60667,8.159767,0.8490705,16.92783,4.0562,1.494409,1.983451,0.08740747,5.171622,-1.509183,-1.522877,4.805163,8.947574,3.465751,20.09207,-0.7217421,4.574613,6.029372,6.475941,8.159853,20.68529,3.040471,-1.795074,1.022322,0.4753238,19.76984,31.83294,5.774546,-1.596433,4.674953,-0.4014357,-1.046565,5.568605,28.11506,8.460745,9.772133,0.9094638,5.368632,5.218179,2.066195,-1.055151,9.014753,6.803426,1.868942,14.55363,2.514617,0.6474462,2.103679,0.2365363,-1.929405,1.601337,5.837153,1.555573,3.046758,17.45281,-0.7788515,-2.142083,30.39454,33.75262,6.290945,22.49516,17.25082,25.47084,53.52623
2.39808,0.322845,5.922982,1.009319,0.6371298,0.2360936,3.758236,7.858342,-0.2782288,36.92841,14.91532,0.0996651,0.9943924,2.199114,0.5845568,2.743862,4.364812,0.1731956,4.487972,0.3816043,9.265044,4.183751,-2.255352,-0.7388377,2.426106,1.34677,0.4767998,1.305651,30.41882,-0.1195042,3.39295,22.97005,2.555217,3.03833,1.505884,4.001295,0.8363984,5.222067,0.935745,5.860648,2.585731,2.366756,-0.1893114,1.64465,1.552581,3.784008,0.6970617,4.610901,-1.605077,4.093424,4.549857,2.67185,1.441094,2.33001,3.682993,1.050359,14.57479,-0.4375769,5.707004,-0.573517,0.9255269,33.2806,46.36455,6.392227,2.265447,14.41048,5.883687,2.39196,1.336494,0.129767,5.355204,0.5581817,0.4289239,4.547637,8.790157,0.641665,21.17287,1.11866,7.124547,6.554849,5.419876,16.30122,19.41719,3.837822,-1.389923,-0.6999217,-0.7810655,20.34825,33.92622,8.544153,-1.225658,0.8313572,0.02189214,-2.529146,3.924492,26.439,10.7278,12.14837,-0.4526556,3.018813,3.081805,1.615902,-2.229971,8.050064,4.628899,2.986638,14.89902,0.07789453,1.960137,4.233328,0.4908914,-0.8646743,4.137529,6.540572,0.7011862,1.043229,20.18193,-1.170506,-4.91498,32.95318,33.38927,7.854937,24.82315,16.70505,26.72003,58.63622
2.498,0.5581101,5.579281,0.4188114,0.3447516,0.9998527,4.783587,7.954065,-1.070695,37.57748,14.2876,0.3101853,2.264758,0.7217228,0.3884704,0.1332079,2.941713,-2.026769,4.020233,1.131247,9.172192,3.136546,-2.990459,-2.643324,3.496066,2.009301,0.4136545,0.2996098,32.78452,1.787371,4.222424,23.10636,-0.6970158,2.823744,2.373041,4.8476,1.097935,8.935048,1.885347,3.656896,4.215339,1.895106,2.129798,2.642664,0.201247,5.015316,-0.1961625,3.952056,0.7292711,1.780955,9.678555,2.937941,3.572857,3.311479,2.89082,0.04180387,9.783474,3.996886,3.203753,2.201317,0.9462416,33.62568,43.78876,6.659935,-0.02658062,16.06904,4.51892,3.357409,-0.670187,1.082855,6.561863,0.06247263,0.813124,4.32236,8.640245,1.69152,22.14087,2.483278,5.218573,5.541369,2.327213,19.18888,19.64956,5.203257,0.7614538,0.2930088,-0.5263577,20.51598,34.17374,8.239331,1.286659,3.541892,-0.7465939,-0.9837682,5.933028,24.72384,8.278908,11.2168,1.976354,4.370399,4.296863,2.520281,-0.4947563,6.006768,4.642438,3.395256,16.47644,3.104127,0.9355003,3.717298,-0.04250541,1.132293,5.763806,8.478335,4.762792,3.290762,18.13613,-3.394654,-2.432483,31.77741,32.43968,9.131631,23.84649,16.18337,28.70919,56.54673
2.59792,-0.09824543,6.219883,1.802456,-0.8388655,0.09555355,4.277911,9.311916,0.2754754,38.42971,13.10715,0.604453,1.763919,1.384163,2.806369,1.499061,1.304121,0.5898263,5.006756,-0.5584823,6.497619,5.132174,-4.097295,-1.233596,1.764775,0.6086714,0.4763194,1.484139,32.25664,-0.3261467,0.59121,22.9065,1.462884,1.180386,1.708734,3.413463,1.52437,8.408102,1.073512,6.838284,3.264138,2.237175,1.07066,3.096456,-0.1616166,4.74298,2.23102,1.474514,0.1492133,2.643123,12.05153,2.347906,2.147686,0.8183342,1.874855,0.0416428,11.16146,1.212783,3.821871,2.781801,1.536363,33.03011,41.03553,5.960557,0.952634,17.53939,6.361057,2.676743,3.315703,-0.458154,3.30261,0.9769229,-1.277576,6.418307,8.49748,-0.09862817,23.53316,4.037398,5.687243,6.367905,3.869781,24.08254,21.92342,6.689917,1.033774,-1.012212,-0.2845966,18.89339,34.10521,8.390365,2.292161,2.897542,0.4633224,-0.03342385,3.853379,23.46469,8.275386,9.200521,3.02216,4.231374,3.397206,1.440091,0.7519519,6.508521,4.567843,3.408161,14.31005,2.692079,-0.3768119,7.229696,-0.137142,-1.221297,4.290106,8.88166,2.169684,0.6007199,19.1529,-1.184704,-1.968029,30.65356,32.25006,8.262813,22.50763,15.68472,29.2588,54.42109
2.69784,-0.3419579,4.644972,-0.1112463,-0.6793996,1.430439,2.794576,9.182874,-1.588416,37.10487,11.9766,1.373669,1.242022,1.131258,3.25706,0.4142134,3.661767,1.207052,4.793267,-0.5430073,8.679962,3.306159,-3.351669,-2.359925,4.44946,1.260551,0.5742533,2.705943,32.68605,-2.417487,2.767864,25.38158,-0.3162524,1.44873,2.002286,2.979374,-0.3265592,9.395946,-0.007635385,5.049657,3.740068,2.488924,-0.1680179,1.163847,0.9476153,4.989733,0.8382612,3.118057,-0.6653509,3.786118,17.91137,2.847303,1.090932,1.787719,0.6174221,-0.1957808,10.93366,0.2146465,3.131259,2.010696,1.252133,32.31461,42.68606,5.492031,-0.6193014,14.62728,5.594931,2.319072,3.994853,0.1498723,5.220433,1.692763,-1.765064,4.450466,12.13687,0.5305193,21.21911,3.125403,6.213325,5.639285,3.550931,29.80585,19.78115,6.212559,-0.3956548,0.6913267,-0.1384452,18.25364,38.15266,8.530371,0.5960974,2.287036,0.0318266,-0.5274251,4.924531,26.00004,7.482748,6.2378,3.379432,3.693041,1.869886,1.977548,-0.2041143,8.790996,6.80997,4.975638,14.66772,3.148489,1.676662,4.061224,-0.1370075,-1.966311,4.144119,7.985557,1.12695,1.127107,17.91796,0.04310813,-3.60678,36.26844,31.36658,9.003441,22.59112,15.20808,28.88332,55.58882
2.79776,2.121206,4.205138,-0.3017262,-0.712445,0.692843,4.583067,8.358538,-0.2477853,35.35036,13.70517,-0.3858107,1.709264,2.835054,2.065617,2.381157,3.009967,1.09749,5.794092,-0.7754262,6.99683,3.746634,-3.47401,0.2342269,0.9580323,1.768452,-0.4210291,2.121085,34.21968,-0.9537065,1.903371,25.87576,2.629536,0.4824483,2.30195,1.25199,0.5988716,9.28486,2.931202,4.90879,2.536904,2.386246,-0.7480237,2.999901,1.680192,5.473786,3.916038,1.30498,-1.117389,1.548952,20.23128,1.409858,1.777803,2.370688,1.367001,0.02528931,12.39538,1.068132,5.265343,0.8345364,0.5022078,32.25618,39.20972,6.390766,1.367842,14.55544,1.674584,3.528746,1.559245,-1.25861,7.630535,-0.4385105,-0.1669418,5.255976,11.82739,1.534998,23.07744,2.329082,2.875792,5.198298,3.650377,33.05415,23.93858,6.230314,0.3343794,0.9323985,0.08643293,16.28576,42.16103,11.66324,-0.3148433,3.916738,0.3869967,-0.6488444,3.475442,23.62589,7.782296,6.518235,2.727006,5.27208,2.5719,2.129116,1.659492,5.429163,6.429893,5.320043,12.8307,3.52131,-0.7453802,6.101181,-0.1645338,-3.895302,3.677688,7.690785,2.462412,-1.379257,17.51344,-0.1984091,-2.238012,34.94632,30.84216,8.862583,22.54193,15.99486,31.97356,56.88746
2.89768,1.506978,3.924447,-0.3375252,1.701988,1.825426,3.895929,7.694861,-0.7209595,36.71356,13.43333,0.4412516,2.883974,1.658228,3.09508,0.4905894,4.594252,1.307217,4.28191,0.3185782,6.838787,2.992826,-3.021011,0.5392326,4.716177,0.5553779,-2.983962,1.118665,32.63515,-1.699277,1.874629,22.167,0.1229221,-0.425301,0.9396051,4.21536,-0.1122366,9.582561,1.26468,6.366763,3.500028,2.985465,-0.3984349,0.1802254,0.1355132,4.736374,2.751986,1.645933,0.03718068,1.689587,24.91896,3.139136,1.240409,1.832655,2.41917,2.358873,10.13737,0.1585916,4.705168,3.821897,1.596307,31.15562,37.27409,5.610411,1.089033,14.79506,3.833292,4.539506,2.622548,2.819285,5.463122,-1.265674,-1.377406,5.337037,11.53268,-1.498208,22.22684,1.312127,3.740958,6.457734,2.893892,36.86474,21.61262,7.565803,-2.094903,0.4485739,0.6286219,17.97138,44.90809,11.56495,0.5839045,1.90249,1.099761,0.1103559,4.259342,25.21046,7.575054,6.772463,2.371451,2.796245,2.983517,2.561685,0.8463434,7.544745,5.311053,7.400907,12.07463,1.948812,-0.2488088,4.943748,-0.06547926,-1.407439,3.571671,9.778922,1.450013,0.2295895,14.65294,-0.04177983,-1.179197,33.68256,29.19777,9.086348,21.25558,15.50358,35.21307,58.3266
2.9976,1.162282,3.679364,-0.5421422,1.606828,2.024084,3.970727,7.177471,-0.8415381,35.76014,13.13868,1.406901,4.71923,3.163283,4.539901,1.490654,2.736096,1.815237,5.56623,-0.6381865,4.755227,3.116253,-2.93242,-1.075565,4.428282,1.983553,-1.113977,1.070106,31.89329,-1.327558,2.247886,25.04837,2.04975,1.289214,2.119569,4.150036,1.128213,9.08469,1.906729,5.204032,1.725761,2.936316,-0.3753142,2.662199,2.783555,5.429968,2.428116,0.9806744,-0.8679715,2.838211,27.73628,2.019372,2.698063,1.940248,2.030737,1.729668,9.726305,1.77005,3.780359,1.952756,-0.03743894,31.82663,39.9734,3.912507,0.1390659,14.92428,2.123062,3.259131,1.623731,2.014808,5.322919,-0.835269,0.2492397,3.945438,11.25201,0.9715757,22.29775,1.234806,3.397279,6.648646,2.626199,39.20083,22.55212,7.426704,-2.927769,1.501548,1.530837,16.81932,48.4594,10.97061,0.6792501,1.550133,1.731419,-1.782266,3.773661,24.28766,6.656438,8.302919,3.950945,3.440526,4.111394,1.309546,-0.1794846,7.937141,6.811527,4.866465,14.19826,1.536109,-2.400036,5.830282,1.566966,0.262779,3.365723,8.962081,1.31572,0.1357616,15.89143,-0.4975436,-2.133019,36.71293,28.29601,6.475804,20.03196,15.31381,33.63024,56.11397
3.09752,1.175799,5.677623,-2.035111,1.113249,0.6363623,4.909813,7.590761,-0.6251789,38.36655,14.36539,0.3225059,3.407582,2.853142,4.997203,1.384493,3.217283,2.229398,4.321739,0.8702889,5.402869,2.819192,-2.768708,-2.167755,2.641484,2.886659,0.7717551,1.275692,33.31647,-3.083527,0.1953245,25.20554,1.695422,-0.1410763,2.511586,5.452652,1.129111,8.934695,1.556299,5.96725,2.440939,3.62561,1.079664,0.7805961,1.604763,5.405869,4.520114,1.81632,0.3071629,1.355784,28.42027,2.816839,2.26274,0.0297802,1.578853,0.7706599,11.80826,1.148204,4.310856,3.532467,1.490816,32.2825,37.04123,5.158977,0.4900053,17.1805,3.206853,3.991514,2.87688,1.564141,4.957571,1.338461,3.160684,5.106302,11.55974,0.6121128,22.29844,2.302328,0.3811057,7.177965,2.926661,42.78333,23.08724,8.745728,-1.762185,1.327273,-0.01364928,14.44073,51.26575,10.19721,0.6508868,1.756675,1.862726,-0.8304464,5.23333,25.04875,8.668042,6.466324,3.528443,2.756888,4.118707,1.815137,1.002003,6.665444,5.767329,5.185261,12.86911,1.766367,1.372036,6.4785,2.173217,-0.1388188,4.046314,11.30602,2.223229,-0.6249332,16.81601,-0.4523841,-1.08628,37.99668,28.46468,9.886398,18.86802,14.85246,36.15437,56.83918
3.19744,0.542779,4.036286,-2.103698,-0.07239889,2.633884,3.009152,9.835992,-1.554811,36.20921,12.92253,0.9776409,4.806405,1.064028,6.764452,4.10831,3.098461,0.1651605,5.616817,0.08225982,5.089635,5.204745,-4.767721,-0.9675636,1.749704,3.700594,0.4540399,2.872832,34.21953,-2.053281,2.046217,23.43653,2.395211,-0.3461585,1.296873,6.097462,0.2473439,10.38159,0.6842833,5.726069,3.530357,3.639632,0.03941814,2.422526,1.861393,5.155333,4.659552,1.579248,3.571531,3.416951,28.19888,4.673625,4.267091,0.8689694,1.095171,1.259078,8.590021,0.7692565,2.377792,2.048286,1.090609,32.09181,38.05387,5.429346,0.56804,19.80642,4.313476,4.165334,1.630161,0.6234574,2.482552,0.7507453,0.3055326,3.10427,11.27778,-1.963437,22.82923,1.455422,2.180668,7.743603,0.593688,40.836,22.75001,8.154766,-3.332463,0.3438604,1.281332,15.51957,56.11229,9.494493,-0.1832842,0.2856085,0.1783289,0.1241823,3.749267,26.00434,7.651463,5.260321,2.914547,3.356233,3.510464,0.2281121,-0.6125979,7.747708,6.83692,3.223266,13.0325,3.904821,0.7287628,4.669219,0.4501437,-0.7925919,3.67336,10.52505,1.137009,0.03566073,18.78703,-1.264059,-2.51411,36.93864,27.57775,6.823691,17.76083,14.41152,51.00569,56.88211
3.29736,1.489201,5.402312,-1.093248,1.073121,2.978036,4.69349,11.13027,-0.6305013,34.86825,14.10446,0.4106722,4.243452,2.611902,5.925339,2.775571,3.17754,2.547917,6.288527,-1.635094,6.217485,3.462635,-1.029876,-0.4913521,1.720663,2.679497,0.05228284,1.064306,34.23063,-2.058888,2.28795,24.18183,0.9612855,-0.1034139,2.872329,5.836273,0.4179494,8.118857,2.353445,2.792814,1.566531,2.408656,-1.64639,-0.9854066,1.994169,4.466333,5.596715,-2.176015,8.329535,0.703851,26.07967,5.16572,4.665671,0.5997036,2.987913,0.4441332,9.141423,3.669886,3.002919,4.226739,2.125916,32.17696,36.19588,4.613808,-0.6069878,23.22037,3.077127,2.717928,2.388928,1.188841,5.330109,-1.833315,1.141414,2.040446,11.00927,-1.440196,24.28757,-0.4320624,2.894424,5.676042,-0.502503,40.23277,23.3513,7.543956,-3.402037,1.852881,1.659099,14.28664,57.91878,12.66136,0.6471941,1.640252,-0.4814661,1.104724,3.637349,25.66762,8.074582,3.645763,2.825299,2.01229,4.120068,2.080146,0.3607337,8.199337,7.596048,5.582348,11.02392,2.593857,-0.1564029,6.512187,2.240445,-0.1157567,2.789003,13.01665,0.01163957,0.5713055,18.45625,1.685125,-0.1903998,39.95492,26.70094,7.469038,16.70761,13.99008,59.35835,54.75457
3.39728,2.416677,8.067019,-0.5274762,1.26703,3.241808,3.486564,12.17261,-1.740249,34.45557,14.10227,0.5003251,5.159959,2.087031,6.157275,2.008846,1.74715,4.954155,5.697328,-1.041523,4.359328,4.224805,-2.469464,-0.332756,3.307703,2.537625,1.595338,2.79409,33.72162,-3.193146,2.218316,23.52282,1.105658,-0.3003816,2.809104,6.113961,0.8529996,8.341832,1.207318,5.939608,2.306252,1.490643,-1.332954,0.4483911,0.2654227,5.081212,6.785591,-1.127425,10.22364,1.9087,24.23623,1.980791,5.927069,-1.10546,0.8010983,-1.104484,7.531573,3.368929,3.00633,2.414595,2.489994,31.88519,35.39497,4.191338,2.659357,27.74216,2.980378,3.027275,3.041987,-0.8435711,6.030508,-1.690959,0.9732079,2.470112,10.75355,0.381388,24.4853,0.5542452,2.454526,4.873396,-0.4838006,37.58991,24.44535,7.118938,-3.210526,0.6093367,2.2828,15.33427,62.59991,12.96545,1.252796,-0.326968,-0.7471221,-0.5163022,3.511037,25.36873,8.463558,5.487757,1.899482,2.38994,6.933966,0.0356903,1.10227,8.029421,7.496764,6.336206,13.27015,1.100951,1.108399,2.91718,2.939155,1.91439,3.808902,14.03126,2.411824,-1.188331,15.75813,2.908625,0.2867593,41.83066,23.64496,5.561702,15.7057,13.58729,68.30367,60.00616
3.4972,0.5178707,6.374764,-1.332489,0.1730755,2.43411,3.158548,8.170529,-1.742206,35.49356,13.43986,1.235903,4.293664,2.285795,5.948187,3.593258,3.206917,3.305363,6.792267,-1.339938,4.754857,4.437716,-2.095723,0.3902541,0.808149,1.360765,-0.04552142,2.027073,35.04335,-0.5372396,3.6966,24.94895,2.093832,-0.0567075,1.788229,5.112769,0.05595076,8.674542,1.154481,5.310716,2.265172,2.823422,-0.1381081,-0.5224119,1.912768,3.690846,6.346004,-0.3603779,14.32558,1.948637,23.519,3.253656,3.602475,-3.267245,3.30567,0.5426074,7.030184,2.962783,3.25449,4.027853,1.901113,33.26442,34.78522,4.723542,1.588801,26.79704,3.36178,2.123161,1.880577,0.7328593,7.136782,-2.482546,-1.333338,3.227362,10.51003,-1.733335,22.51039,0.4977722,0.3984393,5.50142,-0.2805619,35.5788,24.20875,9.474627,-5.046771,0.935236,3.719625,10.51174,65.64482,10.51741,0.9501882,0.1927742,-1.270671,2.052763,3.523394,25.35723,6.660779,3.44247,3.200615,4.627072,5.266543,-0.8343963,1.379333,6.170958,6.493756,5.311609,12.43227,1.351915,0.6619045,3.952637,2.386214,1.402671,2.4229,12.47218,0.3782071,-0.6621516,16.92234,1.693676,0.94047,40.69093,26.22433,7.167041,14.75261,13.20231,82.63643,65.54208
3.59712,-0.6236465,5.825597,-1.624421,0.568027,1.154485,3.467445,10.70378,-0.4714413,33.95021,13.38522,0.4997831,4.248916,0.9369249,4.848307,1.405651,3.587947,3.345266,4.191326,-1.038385,5.403202,4.985273,-4.056863,-3.442838,2.732172,3.994428,-0.5764557,1.921415,35.72727,-2.151475,2.553372,23.07329,2.265061,3.016238,2.707476,4.728032,-0.4234393,8.267284,-0.1238552,4.548041,1.109063,1.983884,-0.9589818,1.34965,0.3021901,5.148594,5.402599,-1.901099,13.80033,2.445417,21.84613,1.9323,2.579477,-2.491738,1.196717,1.748919,6.389513,6.101007,2.028572,5.565926,2.317276,30.97227,34.86297,5.184746,0.5417395,26.35299,2.832692,1.583585,2.774107,-0.4604503,6.159985,-0.08259025,-1.37081,2.116803,12.48385,-0.3328649,25.04666,-1.301753,2.692382,5.698112,2.8308,36.33273,23.51714,8.616941,-3.458482,0.5935988,1.334424,13.25626,65.34216,12.54259,0.512804,2.495795,0.2931419,0.8023574,2.160178,27.25321,7.711298,3.464406,3.816268,3.519598,7.416143,0.9696355,1.253721,8.141113,7.460737,3.825405,13.46202,1.381735,0.09741833,3.288793,2.216279,3.690045,2.685041,12.2642,2.20473,-1.369802,17.12148,3.149955,1.43039,41.33393,24.53035,8.478437,13.84594,12.83437,81.66355,69.43659
3.69704,0.7302935,6.150114,-1.674546,-0.7130623,3.028631,4.157344,9.352254,-1.484811,34.86732,14.44424,1.075649,2.437812,2.050477,5.562629,3.121976,4.367885,3.066801,4.042351,-0.563514,5.520267,5.132823,-3.508385,0.07310343,1.746662,3.672639,-1.009903,1.749377,33.80509,-2.535619,2.903886,23.90711,3.895225,0.6609353,4.244407,3.901956,0.06816515,10.35928,3.136176,5.408903,1.62961,-0.2191054,-1.781797,0.532489,1.834034,5.609542,7.542411,-1.499784,13.08938,1.655926,22.44975,3.099074,2.559621,-1.02314,0.3264605,0.1549337,6.786727,1.533158,3.040739,6.508357,2.034393,31.24357,33.33115,5.346666,0.3118891,26.84446,3.476614,4.37911,1.932382,1.424534,5.567514,0.317501,-1.427247,1.294393,12.15784,-0.1398129,22.57388,-1.003669,1.004043,5.594328,0.7313325,33.63656,21.63342,11.10473,-3.742493,0.8397967,2.034588,12.34535,62.93594,12.8305,0.3081866,0.3170085,0.6771263,-0.4926399,2.338691,31.7561,6.532148,4.672099,2.423079,3.447002,7.883968,0.9549994,0.3793671,7.571951,5.897482,6.392451,10.04316,0.6803294,1.347831,3.238019,1.259099,3.872457,4.508041,13.8488,3.414304,0.8166738,19.31036,1.789445,0.5468991,41.58609,23.8279,7.219845,12.98342,12.4827,77.89555,74.49242
