 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C024, C025, C026, C027, C028, C029, C030, C031, C032, C033, C034, C035, C036, C037, C038, C039, C040, C041, C042, C043, C044, C045, C046, C047, C048, C049, C050, C051, C052, C053, C054, C055, C056, C057, C058, C059, C060, C061, C062, C063, C064, C065, C066, C067, C068, C069, C070, C071, C072, C073, C074, C075, C076, C077, C078, C079, C080, C081, C082, C083, C084, C085, C086, C087, C088, C089, C090, C091, C092, C093, C094, C095, C096, C097, C098, C099, C100, C101, C102, C103, C104, C105, C106, C107, C108, C109, C110, C111, C112, C113, C114, C115, C116, C117, C118, C119, C120, C121, C122, C123, C124
19.78416,1.601616,8.651271,-3.805678,8.428806,2.485344,13.23784,0.8798201,-0.09632704,10.23116,34.9283,-4.321826,3.661627,2.625034,17.28633,2.697203,0.2441112,5.509527,-1.689348,-0.6920728,1.289119,-2.261488,1.191871,-0.7423413,0.501426,3.191705,1.720395,2.418875,48.3595,2.670565,1.653297,27.92265,2.846924,10.80024,34.18287,9.270473,4.161582,34.63385,1.735104,3.830422,3.739214,3.427096,-0.2488804,32.06209,2.620993,7.181017,-0.2277202,30.53309,11.72747,5.714881,-1.528086,-1.071742,0.905153,0.5094416,4.237635,0.8306935,5.717689,2.532695,1.445787,13.66688,0.8451186,-0.6055475,6.840794,59.97892,20.24795,12.65709,1.580054,4.534476,2.750835,-0.7737634,12.15806,-0.2236078,-3.898778,-0.4878496,30.99054,5.005227,31.73206,6.863935,0.548713,4.693516,7.940412,-2.58224,4.410071,3.392691,36.46408,-2.909914,24.62416,0.3322358,55.99819,15.42633,-0.2487341,-1.507786,6.954824,4.13196,1.811724,29.43148,7.635322,-0.08319248,2.646933,6.644418,11.49374,2.853074,1.126854,11.44499,13.02154,6.511254,4.52643,0.93963,1.670915,5.230181,-1.736136,3.61571,3.24682,10.27481,-1.135485,3.211375,20.98486,2.68359,17.00283,63.70543,6.180475,4.986858,7.78664,5.970597,73.30248,93.34193
19.88408,2.797841,10.2494,-2.526196,7.346948,1.966861,11.70532,4.399265,-0.5209146,11.80924,35.18549,-2.8032,1.538233,4.901386,17.99583,4.036041,-1.186594,3.904253,-1.047745,0.3509817,2.99169,-1.61196,-0.2641269,0.5576733,0.7566547,4.574247,0.429001,2.282433,48.94484,3.067182,2.446355,27.56745,4.926761,10.84352,34.48444,10.49329,3.129663,34.35575,1.25658,1.959926,4.018685,2.748417,0.09729606,29.95099,3.149957,10.23538,1.410614,26.71701,15.97482,4.736893,-3.169856,-1.889781,1.067025,0.1788073,3.154119,-1.131615,6.257906,3.537575,0.7222197,13.87269,-0.7868055,-0.998148,6.976779,56.93443,17.98884,13.3323,0.8000864,6.631433,0.3982428,1.368221,11.29246,0.002460836,-2.249256,-0.2615167,35.57581,4.698835,32.10418,6.79941,1.916981,4.609798,13.18112,-0.7436017,3.844244,3.164791,33.81147,-1.791584,21.73597,-0.05833321,57.01084,14.8448,1.654408,-0.5540566,6.938952,3.622861,1.635761,28.28151,11.14949,0.1765244,0.5506504,7.606255,14.43884,-0.06202092,1.689706,10.62278,12.61989,7.207791,4.690786,1.270229,0.33156,3.098124,1.022481,5.777257,3.769215,10.8856,0.001906294,2.238269,20.17933,3.908435,13.42939,65.53018,6.171732,5.956244,7.19077,5.922474,76.30362,91.02914
19.984,1.163675,7.00805,-2.400501,5.579362,4.317833,10.76962,3.807408,0.08811335,9.878944,32.53975,-1.036953,1.495294,5.311971,18.27501,4.424202,0.07851958,4.675686,-3.109269,-0.02738653,2.590293,-1.656738,-1.766317,1.860573,0.9022667,4.436733,-1.042228,4.078711,47.63813,3.004487,1.591787,26.23156,2.217682,10.59945,33.14304,11.2725,3.904613,33.56357,0.9747543,2.615358,6.777102,3.971074,2.735249,27.3449,2.146676,8.12815,1.022322,27.02041,18.09667,5.720022,-1.55695,-0.1291132,2.796977,2.144704,4.347782,1.091702,6.796695,5.320409,2.420346,13.25804,0.5696058,-1.062554,4.496113,56.54707,16.81532,11.86551,2.59822,5.652203,1.893662,1.681303,11.25887,2.561341,-3.028582,-1.407564,34.14884,3.001074,32.16102,4.563928,2.060869,3.271754,19.80449,-1.252334,2.298452,2.39109,32.00626,-2.616884,21.4531,1.180235,56.35389,14.52577,0.6098542,0.1719397,8.136294,2.959241,0.1503332,28.91382,13.39104,-0.906906,0.937663,4.994496,12.11783,1.211718,0.595427,10.82782,11.86066,5.30132,3.635263,1.351011,1.702776,3.279767,-1.989523,2.264043,4.256205,11.81515,1.665823,2.746714,19.28035,3.306443,13.30824,63.4069,6.027883,5.826108,6.889818,5.876478,73.90681,89.5179
20.08392,-0.4730805,8.911908,-3.408113,6.601357,3.205738,9.752855,5.244113,-1.186944,10.50742,31.10172,-1.833645,3.021471,5.611618,17.29117,2.19917,-0.337121,3.719824,-1.160208,-2.901397,4.622422,-3.95805,-0.2141808,2.632046,1.65758,3.873878,1.468076,4.25115,48.42128,3.715884,4.109356,27.5683,2.604029,10.59546,36.28074,9.956919,3.185328,32.89466,1.29758,3.930449,5.433523,2.946245,1.617028,25.85221,2.489011,9.662031,-0.7666146,27.3588,18.11337,5.38618,-2.161546,-1.489858,5.853288,-0.9177137,3.008026,-1.223576,5.312544,7.92823,1.55126,12.31881,2.530377,-0.582211,3.48175,55.17856,16.17855,13.83974,1.96203,6.776989,0.5302689,0.1390084,11.07033,0.4904366,-3.33097,0.8402887,32.7899,5.53002,31.53385,6.502135,0.9705617,3.728596,30.87907,-1.670105,4.985838,2.491306,30.79556,-1.398888,21.54934,-2.618705,54.95737,13.63028,0.3133986,-0.7466921,10.01978,5.104687,-1.337717,28.32018,17.45451,1.10138,0.748587,6.300348,12.07127,3.321707,0.6971974,12.99366,11.13716,6.453386,2.905843,2.045564,-0.2946858,4.344367,-0.7501261,4.669058,4.206458,12.35859,0.2613925,4.314618,18.21118,3.752902,14.5537,67.2201,6.314646,6.991836,6.338621,5.832513,70.49857,92.53981
20.18384,0.1043214,7.709837,-3.683767,6.805777,2.440579,10.42302,5.411238,0.2905083,8.655305,29.37899,-2.258091,2.547345,4.167351,17.41207,2.348835,-1.877624,3.998938,0.131112,-4.108987,0.5589249,-2.287534,1.491705,3.918551,3.123552,3.652352,0.1546651,2.884532,45.63316,2.576533,2.71821,26.10781,3.29803,11.42609,35.70626,11.39098,5.358554,30.97419,2.769182,3.00653,4.837937,3.64052,2.046936,24.94212,3.954672,8.060091,-1.548605,25.57657,16.84011,5.366331,-1.858256,0.1598365,5.88783,-1.090772,3.539614,-1.495455,4.375527,5.472577,0.01316074,12.46639,-0.5980918,-0.3868131,3.692173,53.51762,13.13724,12.6644,2.140712,7.393442,1.743939,-2.091424,8.865926,1.256456,-4.258855,-0.395656,31.49575,4.077777,30.88873,7.182375,1.01854,4.502096,37.88169,-2.377769,4.173755,2.137601,30.2506,-2.152351,17.4099,-0.6446875,54.34009,15.23752,0.4388353,-1.236128,11.80564,3.982452,-0.9992815,26.53534,21.01213,2.590286,1.417114,5.071383,10.33582,2.011841,3.158784,9.832968,8.672054,6.811143,4.464532,1.218066,-0.7915416,5.655042,-1.763874,4.156577,5.960104,10.95907,1.113748,1.736268,17.8994,4.254973,13.40526,64.53154,4.637459,6.162925,6.980263,5.79049,67.25661,88.9057
20.28376,0.7178408,8.969348,-1.070571,6.153968,3.848316,10.29003,4.468353,0.0204684,8.750974,28.2727,-2.758658,3.646531,5.005664,17.89077,2.841835,0.7578824,2.84526,0.8319739,-1.337452,2.20246,-3.523737,3.00475,1.283944,1.737038,2.901485,-1.310988,3.823842,47.86319,1.650714,4.142346,26.25176,3.518109,8.27055,34.54478,12.07949,5.664614,31.21597,2.319594,4.436337,5.311649,3.416409,0.7520584,27.45562,3.504893,7.929062,0.2253599,24.85703,16.52187,4.587255,-1.448081,0.8379577,4.612633,0.003342225,3.818565,-1.74774,6.207893,7.770128,1.553073,13.74894,1.401644,-1.371914,2.721418,52.07355,12.1218,10.69772,1.635288,6.463305,-0.1822923,-0.998746,8.497943,0.07744718,-3.081936,-0.03914982,31.13941,4.796239,31.14687,5.441632,2.37615,3.863749,45.08424,0.7014783,1.906472,0.8174699,31.30418,0.7381516,14.0646,-1.124521,52.9586,13.8669,1.187543,-1.788385,11.73998,3.230168,-2.126282,29.5097,18.8631,3.756179,2.337398,5.311659,12.09478,2.45034,3.173907,10.79818,9.407035,7.587437,3.673428,2.07372,2.023994,2.920919,-0.392969,2.524896,6.449972,10.49319,1.87157,1.881654,15.61463,3.440199,12.52836,61.96167,4.691937,6.027347,6.922946,5.750324,64.17282,89.36274
20.38368,2.44079,10.29599,-0.4305292,7.062555,2.128138,10.0455,4.785059,0.6716381,8.827439,29.21256,-3.141503,2.984063,6.22094,16.09098,4.216246,0.5150347,3.739889,-1.327154,-2.7705,1.359663,-1.898039,3.374427,1.91985,3.241601,3.582331,0.03255942,4.301652,45.83712,2.451283,2.217001,26.24821,3.456549,8.91874,34.09112,10.01544,3.735699,28.13212,2.444217,2.479701,4.126747,3.310584,0.6344512,25.87281,0.3208888,6.709751,-1.541717,25.67546,15.65079,3.969025,-0.6687723,1.208818,5.796957,-0.8804716,4.696848,0.297155,5.483758,4.345316,-0.1604664,14.10715,0.7374689,-1.473512,5.002751,52.34272,12.65114,9.516467,0.7170303,7.077096,0.3724514,-0.389637,9.38887,0.2226076,-0.7562947,-1.147122,37.80991,3.772841,30.22042,5.493127,3.053516,4.209358,48.36812,-1.937551,1.068777,1.029937,28.7191,-2.2441,16.05648,0.4147586,54.43227,12.01377,1.985538,-2.109549,11.99434,3.525398,-2.014127,30.54518,19.21171,5.622568,3.099554,5.262385,9.375549,3.144109,3.292327,10.05086,10.68592,6.115927,3.014439,-0.1900923,1.013913,2.894312,-2.459324,4.404001,6.157583,10.88889,0.6894379,3.282643,17.38036,2.48105,12.36785,63.04626,3.437381,6.64094,6.374992,5.711933,61.23945,87.44119
20.4836,1.680427,10.17256,-0.8964652,6.146132,3.182718,8.760474,4.709641,-0.4588006,8.950827,34.32132,-2.294978,1.666573,4.555336,14.78301,4.036279,0.5782365,2.257254,-0.6570591,0.03556668,1.763407,-2.956738,2.511271,0.7133339,2.407047,2.666355,1.194226,2.84091,43.92295,3.385308,3.743032,27.70773,3.217787,9.460791,31.98491,8.685221,2.866487,28.47298,1.898061,3.975512,3.133997,3.074963,0.3717231,26.08044,2.159533,8.899166,-0.5597454,25.58297,16.02891,4.744739,-1.247742,1.879478,4.402627,-0.6622087,3.362511,0.004433459,5.86509,7.96495,-0.2431055,13.43482,-1.353621,-0.3863339,4.261047,53.4935,11.59474,8.97826,0.5914842,7.187672,-1.310387,-0.6674974,8.910977,1.732921,0.1447836,-2.222139,37.76841,5.3101,31.1764,5.827877,1.748705,5.957572,47.30429,-1.972007,2.127665,1.620797,27.71983,-2.028997,15.0833,1.20193,51.87203,12.88655,1.950104,-0.9668356,9.973772,4.694989,-2.193932,30.30128,16.78359,5.512424,2.223277,6.986837,8.563513,2.609443,3.820482,11.69657,8.082657,2.987772,2.94183,-0.07461371,2.516608,2.510017,-1.77478,7.728228,4.656696,10.99988,1.445796,2.730632,17.49976,2.843944,12.11016,64.49386,4.202529,5.110188,5.855046,5.675238,58.44913,88.49607
20.58352,2.511998,8.421985,0.1576164,4.808318,3.243877,12.01265,3.013078,-0.8689671,8.163534,35.7068,-2.331081,2.998649,5.849887,14.41227,4.882695,-0.8873948,2.396713,-0.3272675,-0.8812276,0.7450285,-0.03955335,2.684291,1.522325,1.021486,5.468961,0.7424389,3.71759,41.36191,1.827542,2.370016,25.81466,2.984226,7.58795,31.68062,6.343945,2.417881,27.74326,1.343901,2.14075,3.434095,0.4769841,2.603005,25.37617,0.62493,8.812613,-0.9150375,23.55736,14.31719,4.160556,-0.3221702,1.350294,5.403158,-0.7317237,3.544607,-0.1370948,6.911679,5.17727,0.220542,12.75109,-0.6596365,-1.887565,5.501024,53.39183,9.758943,8.559143,-0.3995351,6.597044,-0.999086,-2.043955,9.756686,3.261981,0.7895187,-2.543258,36.2369,5.976108,29.72475,3.857838,0.3440788,3.075364,44.6456,0.9171439,2.826841,0.976849,27.53696,-0.5396323,13.7834,-1.634639,52.52557,18.13577,0.9926213,0.3422695,10.73667,2.345712,1.637108,28.85615,15.84136,4.151143,0.1076633,6.234938,10.73607,2.679785,1.134739,14.61485,10.73007,3.436487,2.475068,0.7725087,3.470998,1.717534,-2.153455,5.490411,5.668464,9.611552,3.862783,1.445157,16.92109,1.159682,10.2316,61.92565,4.714182,5.950318,5.361654,5.640163,55.79488,86.13644
20.68344,4.762017,7.492209,-0.7638859,4.513705,2.72564,10.86687,1.472565,-0.09931387,6.313918,38.113,-2.09344,2.156078,6.214907,16.6965,5.602078,1.664101,1.339346,0.4217715,-0.1532393,0.104261,-0.3080499,1.961092,3.153214,0.7577664,3.85834,0.02541333,4.674549,45.02344,2.22461,2.51113,27.06502,1.668376,8.623193,29.45743,7.362313,2.33622,26.92189,0.7366189,2.000468,2.890958,-0.394138,-0.0486233,23.8051,0.8023677,8.776343,-0.2569152,22.54228,16.12383,5.05697,-1.443174,0.3464989,4.680311,-0.06174002,3.3706,-0.6138976,5.827111,7.734427,-0.3840037,12.40401,0.5727113,-1.570935,2.625433,48.22828,10.20805,9.097883,1.43798,5.446039,2.057059,-1.820959,7.397872,8.323725,1.966602,-0.9355919,36.06499,6.534846,30.90826,6.130212,0.9695734,5.18555,42.23721,-1.289563,3.085655,-0.6322777,26.9396,-0.94775,13.16675,-0.4892038,51.17886,26.82255,1.532212,0.65851,9.834777,3.953509,1.465116,27.5485,15.21502,3.978909,-1.144803,6.275596,10.59064,4.405803,2.454462,13.429,8.558775,2.594596,3.702987,0.3484469,3.76579,2.417024,1.710289,5.921617,5.201255,10.42426,0.3807191,2.967627,16.13862,1.758682,10.08554,63.58046,3.131882,5.095738,4.893442,5.606638,55.49559,82.80605
20.78336,2.781972,9.351521,-1.18164,6.53932,1.740813,10.76229,2.413442,0.8955452,6.725413,41.95956,-0.02489688,0.8847228,5.126293,14.77625,3.509084,1.239448,3.308953,-0.1358157,-0.6788532,0.4728323,-0.6091349,4.660968,4.274004,1.402203,2.320568,-1.195717,2.498941,43.74316,2.144149,4.637646,25.95342,4.037451,7.029943,27.31743,4.776294,0.9842939,26.43382,3.812265,4.46709,3.425381,2.992954,0.557022,23.91961,2.500365,6.797955,-1.466903,24.15009,14.07672,4.955614,-1.873983,-0.1708587,3.289912,0.6085566,4.319949,0.1957823,4.547087,8.082385,-0.3156685,12.83441,0.4213214,-3.114475,3.677663,47.4782,8.735124,8.434231,2.344531,5.573774,1.242109,-3.363935,8.662519,11.71887,1.24867,-2.9676,35.92218,2.771228,28.26946,5.807321,0.6433043,5.511293,37.82642,-2.644452,3.308051,0.7666935,24.95328,-1.250544,14.14733,-0.1828006,50.06814,36.45741,1.207623,-0.8136431,8.568046,2.093233,-1.208586,29.64592,17.307,3.841556,2.231852,4.912753,12.6042,3.669621,0.3414346,13.31161,8.117594,4.467872,3.442456,2.01037,2.292526,3.027653,-0.4982985,7.079687,3.576302,9.784577,2.869751,3.388773,16.89148,1.733896,11.22959,63.34105,4.861582,5.626264,4.449107,5.574594,61.1328,82.36405
20.88328,3.695405,7.805526,-0.5405399,6.792971,1.947425,12.67996,1.948808,-0.6152522,4.411924,44.12117,-0.2233812,2.794229,3.538529,15.29088,3.809266,-0.215277,2.924824,-1.464384,0.3207392,0.5828853,-0.8813949,3.304166,3.529172,3.159404,3.067235,1.727829,3.727682,45.2987,2.25541,2.948951,27.89712,1.743768,6.434531,28.22258,3.777378,1.403658,26.70083,1.321402,5.314359,4.700178,1.214245,1.707553,23.52573,0.3094636,9.006078,0.8505201,21.79842,15.74119,5.303162,-1.931419,0.06496961,3.981997,0.1155936,1.961009,-1.483263,3.989499,8.726952,0.4430249,11.68857,1.999121,-2.759572,1.353828,46.46869,8.593088,9.375166,3.203546,4.80371,2.044053,-2.677606,6.571607,11.11076,2.175331,-1.684845,34.47869,3.127794,30.68322,6.202418,2.058028,3.620728,38.99208,-0.7289951,2.887533,-0.7247075,25.92461,-0.1578409,11.85218,1.18606,49.13214,40.00666,1.317351,2.121356,9.805208,2.483512,1.366573,29.45625,18.09296,3.000319,1.556463,4.392211,10.50855,3.94774,0.7138776,14.03046,8.229388,6.06571,2.832252,-0.4787981,2.252066,1.472134,0.9923019,7.489628,3.519254,8.630461,0.7076036,2.838222,16.60611,1.312707,8.350393,63.15093,3.461199,2.79153,5.227349,5.543965,59.726,79.20457
20.9832,2.439663,8.166467,-5.089195,5.175481,-0.1756688,12.22143,0.9766291,-2.349389,5.937352,49.21773,1.054381,2.995626,4.939953,13.11512,4.654565,-0.8876876,1.759474,1.279872,-0.02953928,-1.12637,0.2264437,3.99347,5.856459,1.177213,2.969875,3.131578,1.100603,40.98377,1.793298,1.912213,25.83561,1.689439,6.958282,26.35452,2.959889,-0.2090272,25.44041,3.183862,5.19793,4.041417,0.6607404,0.6125249,24.32109,1.154662,6.417835,-1.37368,21.92608,12.94233,3.319049,0.156189,0.8132876,2.317904,0.2828245,1.707534,-0.724794,5.07082,8.048706,-0.3413149,11.67506,1.671804,-1.973642,4.329318,45.81303,7.197984,7.644495,3.952853,5.119555,2.239893,-0.3478177,6.359862,8.44272,1.193588,-0.7774108,33.10403,3.429713,27.96587,6.00033,1.97457,3.161056,34.98512,-3.233291,2.984189,-0.4849596,24.77617,-2.576425,12.21344,0.2602695,48.49251,49.86093,1.258326,0.3347116,7.469653,3.375248,-0.009273754,28.52621,16.87646,0.318458,-0.4783688,4.563861,11.44834,1.998173,1.833337,11.96346,8.966976,4.735318,2.124071,1.089835,3.232566,0.1421026,-0.3918256,6.079672,4.773229,8.12166,2.238419,2.805934,17.45163,1.857215,7.958213,64.952,4.965896,3.908755,4.758699,5.514689,65.82531,76.18423
21.08312,2.662681,7.972844,-3.90127,3.804449,0.2897129,13.16505,1.422949,-0.6986589,6.65957,51.89624,-0.0734066,1.908729,4.152848,16.12929,4.536751,1.60689,0.4681324,2.504855,-2.325702,-0.650017,3.698389,3.925829,5.751091,2.826437,3.189744,-0.9887331,1.05781,41.64214,0.2040769,1.313107,26.29829,0.4907279,5.284672,23.92553,3.069986,-0.4584712,24.61939,3.735648,4.35075,5.474569,1.025675,2.481768,20.92745,-0.2365803,7.322439,-0.07711055,24.59017,11.35456,4.745002,-0.6178255,1.837551,3.426536,0.08952386,3.306791,-0.3179999,5.503592,7.251453,-0.0325484,11.34293,2.786626,-1.748085,3.509638,43.9866,7.530969,8.747859,2.499586,5.715591,0.9715193,-1.512044,7.71308,9.242888,1.404614,-1.335733,41.60554,4.615776,27.9939,6.851128,1.473345,4.350651,32.88919,-0.9341693,4.928298,0.2412707,25.68448,-2.394507,11.20248,1.525211,48.58295,52.91093,3.459095,0.5517088,8.556842,1.698574,-1.249864,30.40254,16.71233,0.9136001,0.7054939,3.409446,7.814338,4.31362,4.475241,12.90872,5.181444,4.260505,1.869445,1.229635,1.652028,0.4763684,-1.142734,6.698332,3.615284,8.93002,1.647811,2.689727,17.79417,-0.5732079,7.821451,65.27462,4.130691,3.589018,4.314316,5.486707,77.84725,78.14844
21.18304,2.884895,5.28107,-4.134696,6.762775,2.009006,12.2654,0.4554913,-2.531637,5.297198,52.95921,-1.144259,1.077642,6.425655,13.22831,3.992195,-0.05341616,4.685344,-0.3635693,-0.8777526,-0.5061792,2.402748,4.159417,5.31108,0.7825705,2.785824,0.9204006,3.154543,43.75238,0.008520668,3.072327,26.05117,2.070491,7.770682,24.12712,5.187862,1.99792,25.04603,2.984771,4.330545,2.338921,1.18644,0.6624569,21.60124,-0.1701277,7.649211,0.6124035,25.40207,11.75699,4.631041,-0.507938,3.238391,4.536911,-3.435009,2.937579,0.7548847,2.720431,8.932187,-1.165417,10.42319,0.9304839,-1.815225,2.978432,44.5695,8.667486,8.799295,3.17286,5.486662,2.460642,-1.682105,7.528034,9.737914,1.293892,0.1208425,39.89109,5.071943,29.25754,7.068583,-0.195388,4.852831,31.62644,-3.56965,3.477577,-1.318499,25.54313,-2.825801,10.45067,-0.2262418,47.95292,48.04672,-0.1000189,1.021226,9.625086,4.326391,-1.607837,28.34958,20.50937,1.354274,1.97329,4.306613,11.75104,4.414567,2.286859,13.06084,7.692315,4.191278,2.03207,1.859457,2.418729,1.530864,-1.373141,5.622367,4.237086,11.67372,0.5590593,0.131992,17.16288,1.852907,6.528602,63.44365,4.975144,2.358847,3.892927,5.459961,100.694,75.18214
21.28296,3.381438,7.247807,-4.986977,4.585381,0.6509635,11.46819,0.7724344,-1.502749,6.212362,54.52468,-1.561197,2.519234,6.666216,14.37679,4.619224,1.895,2.593886,2.131818,-1.219244,-3.810064,-0.7220865,6.611117,5.594928,1.58504,1.522856,1.124592,1.198281,41.29287,1.344702,0.6896109,24.91735,2.571409,8.060843,24.26438,5.932363,2.756718,22.36293,3.135792,3.905944,2.506851,0.5635398,-0.9354342,19.33933,-0.9281252,8.067532,3.343516,22.01511,9.465937,4.453824,-2.354753,4.571061,2.988039,-3.799803,5.251599,-0.8230814,5.281036,8.497938,0.4594605,10.79222,4.544955,-0.6036291,4.259569,41.7514,7.310424,6.288287,2.672853,4.221835,2.367338,0.9174975,8.60678,7.543276,2.588477,-0.1717246,38.25838,5.759482,28.04594,7.798374,0.9778408,3.578424,30.60713,-1.783463,4.38413,-0.2598047,24.10277,-2.50775,11.84229,-0.2824853,51.17459,46.30457,1.504828,-0.3708733,11.04042,5.158693,1.302446,27.51277,19.84516,-0.5992207,0.7975722,5.614104,8.436653,3.660655,4.570077,11.93057,5.740295,4.580986,2.637787,2.220505,2.072222,2.048975,-0.1859836,6.542196,4.722697,11.18653,0.2418345,0.2220144,18.27364,2.544381,5.661325,63.97625,6.397122,4.853174,3.493326,5.434396,113.3023,76.24404
21.38288,1.170514,8.65339,-5.042625,7.7839,0.07970136,12.33196,-0.012644,-4.082345,4.683152,52.62731,-2.307233,3.499759,5.441596,13.07977,4.561552,-0.3553993,2.482711,0.3666057,-2.554892,-0.06229891,-0.1265341,7.077158,4.438217,0.5429156,1.93327,0.6299078,5.087385,39.5075,3.565322,3.695416,26.27536,1.554645,7.738076,21.60655,4.907201,-0.6188917,22.10588,2.216142,3.641738,4.10579,-0.4853212,0.3704555,18.92378,-1.812719,6.371598,8.563433,22.50837,10.02528,3.023931,2.285851,6.468903,1.957055,-0.7938446,4.207407,0.444599,2.251236,9.761924,-1.211902,11.27609,4.034054,-0.6499566,5.356501,40.73607,8.217828,5.870093,1.604763,3.356913,1.243466,1.279693,8.880961,5.198692,1.736431,2.523124,42.04345,5.37485,26.16141,4.654306,0.7149486,2.758254,28.94916,0.8837199,3.197971,0.2615179,24.20536,-1.004138,9.180175,-0.3488368,54.30069,45.27954,2.736464,-0.3832186,12.2762,3.22269,0.1607197,27.63917,19.17076,-0.01628662,0.2328283,4.810445,8.85278,3.465069,3.891953,11.84266,5.695393,4.798129,3.969675,2.176824,-0.3517892,3.079058,0.1574862,4.510216,5.22035,14.4707,0.2612127,0.2246736,16.82466,2.379774,5.697743,64.47465,5.296227,3.053499,3.114371,5.40996,138.9586,74.83717
21.4828,1.909898,8.219784,-4.914413,5.559305,0.9278471,9.878403,1.256874,-0.8478253,3.987878,51.42663,-1.59329,5.85586,5.097977,14.61786,7.011639,0.4499176,2.558723,-0.2876488,-0.3025387,-0.7780002,0.3360478,6.880861,2.759831,0.9936596,2.394888,0.7269474,3.2874,41.60574,0.4220934,2.59604,25.90719,0.2141567,6.336301,24.78548,5.677949,2.012114,21.2607,3.340278,3.513186,2.442745,-1.018183,-1.72169,19.97444,-1.691907,8.059261,14.50567,21.13635,10.49265,2.764558,5.677173,4.67023,1.384735,-1.2336,5.806575,0.2680106,2.32878,8.472853,-0.7619055,11.19574,3.111849,-0.4974366,13.26773,38.98649,8.428246,9.470923,0.860535,5.392544,-0.1942373,0.1937043,5.951586,6.309758,-1.199735,2.940966,40.30812,3.011639,28.51702,5.37979,0.5711685,2.580607,26.51189,-1.607765,4.278542,-1.21349,21.94434,-1.344929,9.525771,-0.01373815,59.63938,45.31281,3.054923,-0.4525592,9.407,5.778517,-0.3210132,27.41773,19.33514,0.469724,2.205164,3.586132,8.02877,2.27671,4.997258,10.41544,8.378903,5.690858,1.770929,1.155575,1.908456,1.680505,-1.164539,2.803437,3.981796,14.02284,0.7429363,1.364879,17.48114,3.597975,5.740612,63.00516,3.963517,1.0045,2.754983,5.386603,146.9448,72.59943
21.58272,0.8962608,9.998389,-3.764789,7.150229,-0.3970976,11.3482,1.993907,-1.068119,6.438753,50.35053,-0.8524898,3.573785,5.136246,14.46707,4.653123,-0.4086505,1.346634,0.7717124,-1.961137,-2.506227,2.512999,6.732569,3.538796,2.687393,2.324164,0.6091394,0.7759738,39.90832,-0.6016867,0.8514367,25.69143,1.735372,4.32524,22.78282,5.302393,3.44844,22.27343,3.746999,3.692289,4.067943,-0.6908565,0.8365639,18.43338,-0.8699721,6.220239,19.68529,20.02049,8.764476,3.048327,8.734878,5.589303,2.701221,-1.438822,3.912001,-0.7870239,2.160786,11.33666,-0.9298538,11.47317,3.261848,0.08749404,21.61849,37.59235,9.621702,7.465804,0.4670736,3.044271,-0.3834283,1.350288,5.433957,5.151895,0.8913507,1.653211,41.22533,2.868127,26.57757,5.836166,-0.03970942,3.15853,24.72819,-0.1618738,4.854318,1.697825,23.1965,-0.7641641,10.43984,1.461215,61.47055,44.97058,1.479581,0.09219271,9.786263,6.166103,-0.6176527,28.83176,19.70722,0.427239,2.234095,4.902663,7.547689,1.96411,3.29965,9.926946,7.168929,5.587844,1.643627,0.5266186,2.650602,2.734844,-2.039221,4.671494,6.51777,14.20894,1.553479,1.075155,15.16696,3.184078,4.20386,62.37478,5.376441,2.783209,2.414136,5.364279,165.1709,70.57031
21.68264,1.51074,8.195594,-4.877885,6.526578,1.30895,10.03982,-1.484748,-1.579556,5.055903,47.95859,-0.2138945,5.196605,4.836224,15.9569,5.335043,-0.3292798,2.231909,-0.8083375,-2.405795,-1.331586,1.025789,4.791682,2.80361,0.7025833,2.614524,0.4639981,-0.07603183,39.68296,1.348005,2.243949,24.91269,2.502073,6.133463,23.08617,4.962524,0.7291076,22.91557,2.945207,3.528941,1.829001,1.733461,-1.821711,18.50325,-1.123668,6.156892,24.00553,17.41404,10.05002,4.428728,13.47079,6.668733,2.507338,0.002661251,4.364383,0.3344535,3.320889,9.655874,-0.1376946,9.312028,1.987806,0.5696918,28.68958,37.14031,10.9241,8.999322,1.790556,0.6591454,2.228413,-0.4539824,6.748021,3.656709,0.3961324,2.763539,39.52901,3.188936,25.62879,6.297932,-0.002819978,1.431376,26.25699,2.200595,4.98382,0.1175215,21.19527,-1.240193,8.517068,-0.1370369,66.97459,42.72797,2.414694,-2.479912,9.065571,5.523562,0.2801893,28.31938,19.0538,-1.620522,3.170124,5.19877,7.328449,0.9617334,5.147722,11.1721,6.550794,5.461828,0.4300574,2.936898,-0.7996692,0.3881445,-0.8307233,4.085834,2.683877,14.39481,0.2382426,-1.357228,17.35345,3.797758,2.458083,63.47697,4.647866,3.080232,2.090861,5.342939,178.703,71.92465
