 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C024, C025, C026, C027, C028, C029, C030, C031, C032, C033, C034, C035, C036, C037, C038, C039, C040, C041, C042, C043, C044, C045, C046, C047, C048, C049, C050, C051, C052, C053, C054, C055, C056, C057, C058, C059, C060, C061, C062, C063, C064, C065, C066, C067, C068, C069, C070, C071, C072, C073, C074, C075, C076, C077, C078, C079, C080, C081, C082, C083, C084, C085, C086, C087, C088, C089, C090, C091, C092, C093, C094, C095, C096, C097, C098, C099, C100, C101, C102, C103, C104, C105, C106, C107, C108, C109, C110, C111, C112, C113, C114, C115, C116, C117, C118, C119, C120, C121, C122
16.08712,17.83359,3.225899,-4.552474,3.266692,14.34329,0.7211208,1.681433,34.6254,18.12159,8.388503,3.157591,2.22887,17.07378,3.350796,4.451614,0.3665951,1.127871,6.163982,1.095163,31.72464,-0.9742815,3.798748,0.09803604,2.654633,4.958735,27.6078,4.625011,20.20951,-0.2321246,1.517549,10.68193,0.7079021,-0.8912693,23.11185,0.6920506,15.18168,39.96116,1.21735,5.482665,11.65361,8.432781,0.8486004,-0.3712103,5.853854,17.02069,0.02190279,1.718706,2.21985,1.203497,-1.584973,4.934935,-0.9717329,12.52546,7.718431,5.606329,0.5351085,3.625686,-1.404647,1.818608,0.7457584,1.50738,7.987172,4.662836,19.93402,6.443635,5.248251,0.08550338,24.0177,3.050236,2.073448,3.924028,0.8359544,40.56297,6.312022,5.223445,6.612377,27.38982,8.271107,33.35036,12.44367,3.535255,4.207813,0.7338064,5.111665,4.871549,8.354688,1.737496,13.50865,8.582877,3.693013,25.35849,1.432033,2.748893,-1.992331,44.84251,2.814078,4.516547,2.364622,5.648262,6.174769,1.633308,8.750746,1.316411,14.32823,-0.04734577,10.52489,25.61959,16.0246,3.859597,4.09163,5.140443,10.32774,19.09602,3.051097,-1.615175,3.381655,13.77178,-1.312385,-1.981126,0.6891897,7.300859,4.450219,29.32401
16.18704,17.67428,3.272415,-4.103815,3.342598,14.11559,-0.7755259,3.805906,33.55122,18.04984,6.334636,1.766296,0.699071,15.6086,4.467348,3.256253,-0.6410559,1.042632,5.99324,3.937139,31.99058,0.14273,4.096381,1.087286,2.12752,8.50789,28.08096,3.010972,20.80431,2.15864,1.754258,9.126142,-0.6854721,-1.844982,24.14556,4.044553,15.23062,38.11507,3.752253,4.365419,13.05352,8.465299,1.287792,-0.3831821,4.64804,17.18874,0.223765,1.034961,1.698815,3.209028,-1.225853,4.29604,0.3053637,10.42625,8.397597,6.104352,-0.8270829,4.093126,1.224762,4.984348,0.2928352,2.778564,9.475259,3.174102,20.00518,6.85464,5.81985,-0.4480046,24.87662,2.144793,3.362701,4.345669,0.955267,42.23472,6.581849,5.167706,6.122962,30.74061,8.809818,31.92318,11.27918,4.722691,4.274157,1.332676,5.322971,7.151589,8.649202,4.541705,12.46275,7.772963,2.362992,25.57443,2.641707,3.014272,-1.056164,45.75338,1.537617,4.291137,3.247298,5.146796,5.395009,1.508895,7.503073,-0.636183,18.7254,1.838643,10.61294,24.01527,15.81548,4.344747,3.90281,3.545423,11.52065,20.02108,3.116737,-1.568651,4.506855,14.53508,1.217871,-1.398018,-0.6744766,6.84858,4.113794,28.24488
16.28696,15.5533,2.11445,-3.646329,2.585987,12.01305,0.2483221,3.755635,33.88876,18.41841,8.809704,2.241835,2.166273,14.58875,5.570873,3.199019,-0.5607985,-1.271247,5.671911,2.693021,32.32216,1.547444,4.833426,1.891022,0.8960567,8.569645,26.3731,3.445464,21.9754,2.808025,0.01431709,7.224607,-1.15488,-0.06810307,25.31833,3.37661,15.36193,39.27634,3.81896,4.603198,12.53166,7.145176,2.056178,2.451918,3.367658,16.3757,0.07105301,0.7787673,1.439323,-0.4267522,0.02997066,2.752301,-1.768511,10.12619,7.632164,5.605993,-0.4003539,6.070378,0.1603402,1.849584,1.676103,1.843224,8.674829,1.644835,19.5596,7.743938,7.226012,-0.2243623,22.61111,1.716048,3.660125,2.218758,1.984391,43.37563,6.929697,5.368219,6.224106,31.38172,6.800059,33.48301,13.57965,2.551419,4.650818,-0.3840615,5.970247,6.616862,10.64198,3.826092,14.43774,6.581494,3.966394,24.15505,0.7220876,2.943655,-2.07781,44.77464,2.101321,7.362085,3.278208,4.867421,5.207405,-0.3339874,6.373224,1.148088,14.28188,-0.106299,9.309452,23.47081,16.13544,2.625945,4.993391,3.976552,11.14923,17.866,3.995702,-1.582148,6.13998,13.97061,1.515633,0.9866069,0.9502372,6.417179,3.792377,28.19635
16.38688,16.64394,5.128328,-5.194967,4.444773,11.23713,-0.4725587,2.767676,34.08357,16.03058,6.47033,2.05868,2.104946,16.36738,3.622174,4.745722,0.6030881,-0.3519904,4.580861,1.809941,30.01021,3.920604,3.859399,1.244988,0.7210473,7.386504,24.25332,4.829186,21.45763,1.54252,1.716371,10.03892,1.882541,-1.145839,26.32438,4.220465,19.6919,39.38374,6.256808,4.52799,12.9412,6.604513,2.589927,0.5792524,4.087769,15.9061,0.5035117,0.5645278,-0.6575462,-0.5644998,-1.690385,2.601841,-0.6794928,10.26894,7.07663,7.164541,0.1706934,7.563691,0.893516,2.093356,2.732636,1.96933,9.090636,3.352898,17.80398,5.979793,4.554856,1.246741,21.00351,3.813155,2.859084,3.260243,0.8409437,45.4705,6.626027,3.278086,5.708913,28.00148,7.023059,31.63207,12.6183,2.857785,4.345899,1.156636,5.536348,5.056342,9.124434,2.962379,12.54758,5.695034,3.161564,25.71701,1.672942,3.434324,-3.658146,41.59412,-0.844142,7.557305,5.591081,4.505557,6.470277,2.560913,5.618088,-1.909253,15.47893,0.6992548,9.823881,22.82724,16.12103,2.092797,5.133471,2.911817,10.5066,16.11152,4.110842,-1.346869,4.190476,12.27398,1.774221,-0.1406375,0.2017647,6.005691,3.485295,29.49776
16.4868,14.82631,3.870497,-4.527086,2.15125,9.479673,0.02159159,2.980911,31.2965,15.66677,4.22227,3.173983,2.646734,16.24752,4.04774,6.079772,0.3873514,1.814908,4.373787,1.545797,29.88014,2.416085,3.009462,1.488896,1.25177,6.233363,22.24892,3.288827,21.00606,2.8145,0.6550542,8.589505,-0.7202931,-2.119476,25.0907,3.008237,33.66386,41.79683,5.120695,4.797051,12.15082,9.74611,0.7487858,1.152716,3.92492,14.81406,-0.6437157,0.6029198,0.811198,1.00586,-2.004101,3.844079,0.2587544,13.52063,6.453945,4.562582,-1.020585,3.738228,2.177377,2.149314,0.03707499,4.375084,7.918494,0.7657073,18.89619,5.303797,4.208435,1.008045,22.79694,3.148594,3.510892,0.1597252,0.9173279,49.21665,7.941989,2.257318,5.4291,28.73443,8.496954,29.74712,12.27053,2.982272,5.843493,-0.3576409,6.014762,5.647305,9.686562,2.233267,12.81453,5.15048,3.146963,24.77293,1.87495,3.595946,-3.131972,41.07054,-0.8886679,7.903183,7.288355,4.381286,5.838409,-0.09841534,7.617311,-2.014998,17.77139,1.585775,10.82533,22.21857,16.2596,1.223215,2.319465,5.09515,8.791163,14.87203,4.745492,0.09683606,5.162453,12.33492,0.3938345,-0.71781,-0.08458667,5.613197,3.191907,33.64868
16.58672,14.15906,4.341845,-4.007576,3.689568,10.84495,-0.1755052,4.147293,32.9102,17.54264,3.968431,3.237518,1.817734,14.69553,4.916619,3.588932,0.6594887,1.15179,5.03387,1.003222,28.38579,2.925791,3.562277,3.663755,-0.3759943,8.258052,22.68193,1.12795,21.56917,3.557444,2.527827,7.845502,-0.8611254,-1.233825,25.86816,2.964359,47.46316,38.83294,7.597502,3.85206,8.797085,15.75512,0.7388546,0.04666174,2.431805,14.00967,-0.6273067,-1.32752,0.5010769,0.3240821,-1.52728,2.09363,0.6830798,17.61333,5.750004,3.735827,-1.703723,1.990239,1.286312,4.445629,0.8350035,2.497407,7.291124,1.918439,19.40562,5.130251,3.684482,-0.6053047,22.03098,1.311736,2.065189,-0.1566923,0.3363516,52.44595,7.957705,6.122163,5.810779,28.4075,6.847271,31.23359,11.06143,5.006494,5.238462,0.4610291,5.136576,5.490542,8.906933,1.889553,14.94866,5.307631,3.09573,24.01527,1.169086,5.543805,-4.081899,39.6352,1.895095,8.810987,4.014933,5.325152,3.572377,-0.4640393,7.074841,-1.791343,18.81517,-0.2961859,11.05093,21.0602,14.53338,2.558177,3.892971,3.503189,10.66192,16.42796,2.608202,-0.9965258,6.044407,13.39144,0.727494,0.4006527,0.5263833,5.238821,3.082998,32.27657
16.68664,14.12233,4.140736,-3.040372,4.964159,9.686544,0.5695906,3.552557,31.2961,14.3917,4.779013,2.123042,0.3801942,15.70048,3.033504,4.451363,0.9340204,1.572932,3.048,1.094824,26.62003,2.257629,4.091675,1.167408,1.402825,5.512338,21.62742,1.225857,19.51647,1.563499,-1.079663,8.200463,-0.3808114,0.3436647,24.32375,3.566098,59.72472,37.13453,8.843114,3.683518,7.317468,20.04409,2.461275,0.99698,-0.2398053,9.375601,-1.498911,-2.008093,1.24575,0.01839913,-2.982421,0.9991585,-1.259281,20.05898,6.218244,3.454031,-0.1276947,4.549069,0.8305293,3.563418,0.8866515,2.29737,7.572534,2.572345,18.04761,5.329067,6.138284,0.214429,20.30801,1.596224,0.4715998,0.5676442,0.2856882,53.59681,9.296458,4.199401,6.4759,30.44733,5.870549,30.78398,11.02064,3.403969,4.044001,0.369963,4.779053,6.387615,10.24505,1.102188,14.65558,6.819173,2.461048,24.09616,0.5449826,3.098706,-3.068216,37.08136,-0.3344661,12.05977,6.937961,4.533188,4.712394,0.04558574,6.198963,-1.924389,18.04214,-0.3675083,12.07854,22.10729,14.72389,3.299763,4.985497,3.803125,11.64303,15.59689,2.811265,-1.56912,5.945646,13.46398,0.7615293,0.6709935,-0.8740599,4.881726,2.807752,30.96908
16.78656,13.54197,4.785527,-5.043553,4.464161,10.43512,-0.1635885,4.580965,31.37833,13.74246,5.086543,3.534212,1.391222,14.27666,4.422211,2.491221,0.4711291,0.6470539,5.444103,0.8190245,26.57587,0.7961362,4.190523,0.7143278,1.132507,5.192568,20.43167,2.714806,20.0538,1.641915,-0.01551001,5.221905,2.252215,-1.682635,22.87202,5.102302,71.90092,41.74223,9.213182,2.930763,7.849184,17.97927,1.1977,-0.2218829,0.3482095,9.270961,-1.25547,-0.4524549,-1.679893,0.868073,-1.839727,1.90915,-0.03041487,21.32949,6.279368,2.581105,1.160699,3.882309,1.594689,2.120496,-0.2250879,2.87183,6.327251,1.202556,17.93627,4.036394,5.022858,0.7601104,19.15883,3.883529,1.995217,1.211453,-0.3491293,54.91273,8.731106,5.210141,4.464872,29.20956,5.547477,28.69864,11.43707,3.558823,4.37768,-0.02131474,5.298851,5.685985,10.65995,3.795161,14.25209,4.710528,4.128572,24.88121,-0.1323414,5.472141,-3.792574,36.0968,0.07430442,11.24666,4.786954,3.775388,4.139002,1.724394,7.101636,0.5951573,21.96802,1.423517,12.2422,21.33746,14.93359,1.680302,2.602169,5.359802,9.705306,16.9958,2.97765,-0.2071511,3.967051,11.16863,3.703174,0.4219719,0.6406974,4.541115,2.544765,29.72315
16.88648,13.52566,3.321197,-4.005841,3.711138,8.64238,1.964076,3.972067,30.08858,13.69447,3.976348,4.085058,1.425513,15.09099,2.978045,4.329152,-0.8911136,1.871022,5.924952,0.3858889,26.81834,1.731711,2.905061,1.970101,1.940277,5.220425,20.23164,3.565389,20.55551,1.037589,0.4754474,7.016416,-0.2726707,-0.9347295,25.0315,2.398373,80.2586,45.76464,9.191165,0.8795537,12.25911,18.58978,0.3362004,-0.9044263,0.2203938,8.313827,-0.9225197,0.737057,0.05456402,0.4807889,-2.042735,1.861751,-0.283474,22.61566,2.655755,1.169563,-0.05972041,2.899894,2.747016,2.748378,0.4338627,0.1764043,6.202957,3.398361,16.96287,5.217862,4.726912,-0.05446175,15.8522,2.770022,4.597456,-0.4558449,0.6061617,58.24796,9.146031,4.206993,4.969664,29.25705,5.794986,28.79545,9.261506,3.175105,6.349885,-0.4244999,6.589061,5.659246,7.856539,0.4088367,16.63291,5.649329,3.790685,22.21963,-3.000842,6.076873,-4.054513,36.31305,-0.141416,10.4034,6.14174,3.832144,5.58006,0.09783989,8.385291,-1.286339,20.66215,1.035937,11.57042,19.663,15.20424,4.647909,3.075427,3.745607,9.818186,17.74759,2.292971,-1.372046,3.619477,13.09298,5.946134,0.763297,1.401385,4.216227,2.293489,28.53587
16.9864,15.18583,4.753879,-7.07097,5.195505,10.82036,-1.058381,1.892951,29.21897,13.72871,3.415803,4.458204,3.0442,13.81601,5.274243,5.237368,1.580523,-1.806272,5.279097,2.424781,23.21427,0.9484974,3.813188,0.4994273,0.219631,4.324978,18.67726,3.455837,21.767,1.161774,0.1628033,4.152676,0.758234,1.102725,24.45336,3.833577,91.98834,53.74963,12.41891,1.479553,12.04209,15.73573,1.543658,-0.198528,-1.542081,7.251131,-2.38758,-0.4261975,0.3299358,-1.152513,-3.125357,4.360652,-2.212608,23.30869,2.389835,2.340883,1.213915,1.04066,3.482258,2.824342,0.9469652,3.451996,6.420861,1.07777,17.65922,2.508091,4.598677,-1.27937,17.22899,1.911735,2.947772,0.07477681,-0.3829543,56.04116,7.967322,4.428548,3.563078,26.81037,4.829875,27.84802,11.34675,2.025789,7.163427,-1.914504,5.25578,7.159617,7.965739,0.7607895,17.11428,4.243841,2.270074,23.9784,1.186075,6.399715,-1.025901,35.00967,-0.6742489,12.31828,7.309255,4.12119,3.607697,1.118047,6.741974,-2.507701,19.19823,0.03633177,12.58364,19.04279,15.50033,3.497292,1.954969,4.282423,9.675978,16.04691,2.692913,-1.790467,6.413094,11.97557,1.473634,-0.8523473,1.899228,3.906335,2.0534,27.95243
17.08632,14.56175,3.393033,-6.558889,3.875193,9.704514,0.268001,4.785787,28.96227,13.28813,4.147501,4.911228,-0.06806606,20.15567,2.16868,4.631674,0.6242235,2.551822,3.488254,0.725089,23.34364,1.909193,3.706358,1.456931,1.32335,4.426512,17.86812,-0.07429549,20.33429,3.701099,-1.713835,5.741593,-0.5491061,-0.5665286,26.87074,1.901298,102.7948,54.24292,12.23015,0.7715928,11.94025,15.89815,-0.09423555,-0.3920662,-1.884308,7.979316,-3.127398,1.656418,-0.3957531,0.08158199,-3.927287,2.678438,1.589225,23.7732,0.7427626,0.47548,-0.4634629,2.399057,3.210795,2.427123,-0.7232234,2.793939,5.891447,0.8785446,19.90809,4.410405,4.961523,0.2909907,16.92468,2.543438,2.934787,-1.139733,1.054034,59.32206,5.471107,4.660053,4.586714,26.7014,5.864442,28.86911,10.33313,3.150643,5.370372,0.3398219,2.115045,7.980706,9.264207,1.501243,15.67497,5.5748,7.158799,24.96492,-0.4097472,5.847147,-1.643098,35.09643,1.634927,10.39259,5.36404,3.909326,4.123288,1.483077,7.622674,-0.4006952,19.63668,1.782403,15.42525,19.82132,14.79679,3.915468,1.92779,3.318102,9.764066,18.36441,2.836293,-1.990801,6.267579,11.70032,4.194925,1.21778,1.186321,3.610748,2.727433,29.13589
17.18624,13.97326,2.592616,-4.052094,3.694315,10.56244,1.265779,5.441754,27.90368,12.69621,3.000274,3.707979,0.1966935,21.84608,2.242859,3.250365,0.04295012,0.5406163,3.616408,1.050095,22.26864,1.113482,2.706935,0.9389986,-0.09826528,4.096958,18.92517,0.3921067,20.52514,1.231918,-0.6078904,3.91606,-2.227616,-0.6987921,25.59694,0.7222527,110.0289,58.498,13.18057,0.692534,13.17584,14.68148,-0.5074483,0.6502091,-1.620332,5.816237,-1.313076,1.297841,-2.019449,0.3212885,-0.6522741,2.874147,-0.5836402,26.82666,2.547519,-0.5329719,1.245268,3.400561,2.582825,3.21768,-0.9451059,3.683876,6.207397,1.260152,18.38895,2.588371,5.432375,0.5339236,15.76321,3.601838,2.992035,1.744862,1.637715,59.65006,5.367796,5.001937,6.665646,26.10281,7.882654,27.04396,10.46492,1.236652,5.228071,-0.1570661,4.303494,6.081626,10.19928,1.837724,17.50347,4.339803,4.540223,23.79263,0.7315918,6.196858,-2.341853,33.64452,3.141159,11.87827,6.427522,3.360391,4.069902,0.3963882,7.966638,-0.05398566,18.5343,-0.4632364,18.09734,20.13772,14.14824,5.68318,1.765421,3.045724,7.25648,18.62412,1.685117,-2.534179,6.855171,13.09702,2.423622,-0.2715444,2.044811,3.328805,2.469065,28.18163
17.28616,12.88302,1.096058,-5.825078,4.446538,9.063246,0.103524,6.939177,26.79585,13.13295,2.129384,2.977092,-0.5559499,27.57848,2.92943,1.074391,-0.8224342,0.9976997,3.152013,-0.9093067,20.26659,2.139645,2.323029,2.390476,-0.7089205,6.032139,18.74498,0.6387616,20.9169,0.1356614,1.33926,5.638026,-1.909984,-0.2301366,25.03899,2.934565,107.763,55.67978,14.06383,1.44649,11.70524,16.09233,-1.116564,-1.34507,-2.044391,6.739716,-3.455223,3.453975,1.022729,-0.03866285,-0.8271531,2.400221,2.026236,25.08282,3.13955,1.020109,-0.1385225,4.392001,3.803281,3.50683,-0.2451681,2.086398,5.760181,1.377687,20.73242,2.826904,4.315829,0.4222535,15.60131,1.403196,5.002501,-1.484954,1.347321,59.21189,4.036861,5.34143,3.102456,24.46243,7.237618,26.91035,8.17758,3.690969,3.376665,0.6133057,3.195812,6.0601,8.638786,3.193419,16.74765,4.902432,4.939289,23.48841,-0.757214,5.431175,-3.419703,32.83203,3.670175,10.11753,5.247568,7.152618,4.190438,-0.00263682,7.503655,-1.79937,20.61153,0.77863,16.99356,18.15293,13.0917,3.111704,5.343553,4.150095,8.753639,17.83521,1.888048,-0.2800604,7.987773,10.84175,4.858529,0.6813011,3.198406,7.217279,2.22215,28.3698
17.38608,12.80242,4.146442,-6.312112,3.507264,11.04314,2.040363,9.473218,26.52636,12.31584,5.814428,3.959868,0.1528377,28.67279,1.716737,2.682941,-1.291674,2.659296,3.837322,-0.6665795,18.87493,0.7474895,2.786146,2.400363,1.111976,4.675066,15.76526,0.7202142,19.32667,0.7633749,1.305855,2.062145,0.4477089,-2.400638,25.45413,3.338959,105.3396,55.01405,13.76585,1.171591,11.37203,12.27954,-0.6000032,-1.894651,-0.4242632,6.024446,-1.40213,1.443457,-0.9313466,-0.7291628,-1.751672,3.756685,-0.9260678,25.94161,4.796149,0.2236904,-0.6630427,3.637621,2.324351,3.60631,0.09829764,3.619114,6.959932,2.776876,19.19293,4.812321,2.990171,-0.4719273,15.8377,3.533006,4.959821,0.8356659,-0.3913073,59.55523,4.264902,5.810673,6.214395,27.12377,7.813457,26.88728,8.727542,2.350999,3.81994,-1.146476,3.778072,7.918097,11.47249,2.759655,15.64123,3.579237,2.977496,23.17514,-0.3990234,6.089707,-2.363737,32.89371,2.968774,8.596125,3.311675,5.617241,4.206781,0.7697306,8.750274,-0.2742019,18.98863,-0.1359125,15.12896,18.07175,13.02128,5.743927,2.013594,2.586036,6.742528,18.2142,2.18764,-2.07179,6.332111,9.610549,4.565081,-0.3302578,0.442508,6.76888,1.986178,28.42653
17.486,12.19201,2.080328,-7.298604,2.006752,9.334734,-1.073626,13.22805,23.85217,11.56805,3.211139,3.230578,1.241173,32.28201,2.402404,2.393967,-0.8765827,2.444623,3.855248,-0.2098404,18.47021,0.4471073,2.451122,2.277976,2.098263,3.18209,15.64127,1.582338,20.77984,2.943863,-0.1415453,3.939837,0.06333917,-0.8706651,25.14201,2.74578,101.0099,52.85949,12.33076,0.03346843,9.043328,12.06394,-0.9116742,1.011798,0.1578147,7.621451,-1.006173,0.2746476,0.1205073,-0.3579892,-1.048579,2.014915,2.673607,23.79285,3.152277,1.15328,1.57781,3.435591,2.32193,4.469746,0.7424392,3.366443,6.934863,0.6673614,22.50446,3.514936,3.590945,0.787013,15.14422,4.1312,3.290135,3.50034,0.3596376,58.73499,4.943989,2.955762,7.481768,25.69416,7.252661,24.03754,7.775742,2.951636,4.763084,0.3599123,3.151568,6.072509,10.76741,1.19225,14.66411,4.384091,4.692846,22.44705,0.6938267,4.991819,-1.502705,34.91435,2.014132,8.819444,4.508606,8.891,2.377296,1.210905,8.645896,0.5872001,18.9908,-0.5808795,16.40826,15.80227,12.18599,3.470638,3.139675,3.160229,8.538131,17.72713,2.037467,-1.087057,8.606882,9.663516,5.513836,1.104568,2.761532,9.791059,1.810283,27.50123
17.58592,10.76958,0.7427568,-5.819189,2.65651,11.44743,-0.5135639,13.40611,24.25162,12.00588,5.64904,2.71682,2.293606,35.24118,1.699766,3.152623,-0.501323,2.364913,3.000322,-0.6495215,17.60735,0.0621287,1.212187,2.559858,-0.1119505,2.287732,14.12476,1.509267,19.13588,3.874336,0.2601816,2.888356,0.4585117,-0.7510583,25.39008,2.109138,98.97492,51.72347,11.32825,0.5698115,11.58572,11.09731,0.338679,0.8465687,0.2293393,6.703785,-0.2229502,-0.6091095,-1.974958,-0.136195,-1.889585,1.94211,0.8055228,22.15674,2.150882,0.737273,2.406853,4.443658,2.038262,2.941478,0.122389,3.696913,6.903661,2.082505,23.72548,5.509225,4.26394,0.3813007,15.02484,3.969659,6.684341,2.948914,0.2647727,57.55122,4.947003,4.488132,6.559551,27.86245,6.750393,24.15695,8.743492,4.244521,4.324203,-1.109032,2.816101,6.713516,10.34092,0.691152,14.67794,5.697105,4.442375,22.30664,0.3198517,4.504876,-2.180211,32.781,1.398994,7.06922,2.753059,16.36353,2.010667,1.525096,12.18648,2.22359,17.13879,0.2839499,13.75234,17.96484,12.47608,3.862434,-0.3003019,5.055257,8.163648,20.42148,1.970291,-1.825528,7.373375,9.287633,6.003218,-0.1766322,1.185924,9.223935,1.592608,28.9494
17.68584,12.28584,3.150281,-5.992325,0.7831225,12.1165,-0.5546622,11.80373,24.34978,11.58989,6.075902,3.143655,0.06308819,35.76617,1.903927,2.504925,-0.3884783,1.223318,3.21653,-0.2739689,16.24515,0.2187768,1.015701,3.472638,0.910822,2.920931,14.34872,1.919258,19.14746,4.668568,-0.5253709,1.735365,0.7684067,-1.961661,26.46111,2.435559,94.26921,49.70758,10.65787,0.06367614,10.83857,11.94491,-1.228008,1.770016,0.5529142,6.013779,-3.066601,1.459787,-0.3917767,-0.6548641,-0.3330505,1.84026,0.6768166,21.59105,2.946383,-0.6586513,-0.07393701,5.647404,1.218091,4.437419,-0.1924984,2.857774,6.282845,0.8621668,23.0612,5.605933,5.176822,0.8317903,14.14438,5.32954,2.197373,3.63603,1.134329,57.61628,5.398228,4.029919,7.882802,28.73605,4.555883,25.25669,8.427266,3.080673,3.428365,-2.036768,3.712507,7.22531,10.25757,0.6188575,17.25477,5.138174,3.519572,22.02725,-0.116696,3.631659,-0.9688077,35.79758,1.849375,9.576843,3.160361,17.83942,1.463217,2.14532,13.77878,0.5002896,17.16103,0.8169017,14.874,16.14158,10.66769,4.371496,0.9637564,3.330691,8.248128,17.4341,0.3546797,-0.513265,9.453275,8.23571,7.60341,0.9481449,0.9178902,8.682987,1.384575,30.42636
17.78576,9.720631,3.578667,-5.142541,1.508351,13.48842,1.855722,10.61979,22.87148,12.34924,5.88609,1.021462,-0.8630865,39.43846,3.326765,2.353022,-0.09154022,1.805998,2.518095,-1.019323,15.32386,1.793782,2.768431,3.323138,1.759376,3.795293,13.26294,0.7575169,20.57578,4.186514,0.2110873,4.246664,1.751447,-1.848052,25.16696,1.638092,93.5002,47.99345,9.030962,0.503731,14.16721,10.30843,0.2461525,1.035764,1.616858,6.66704,-5.195534,-1.462965,-1.330238,-1.098166,1.752333,-0.002499569,1.813665,18.07068,2.122414,-0.2785463,-0.9338599,3.342611,1.753301,3.089875,-0.2071689,2.439449,7.636077,0.2676557,24.9969,7.892255,7.629716,1.235908,15.42493,14.38698,1.289271,3.681403,2.382451,56.41412,5.531169,2.581373,5.928823,32.66902,4.42824,23.94533,10.60295,3.546193,5.584927,-2.279015,1.39074,5.446872,8.539948,-0.2102564,17.46686,3.509061,2.410178,21.59405,-0.1501932,3.722187,2.344465,35.13433,-0.005938796,7.492386,5.477884,16.66582,-1.106931,3.855592,16.66321,0.9300475,19.60176,2.700597,19.01528,15.40009,12.09697,2.601315,3.442752,3.361259,7.6626,18.86858,2.392612,-1.676869,10.26989,9.284848,7.380868,-0.2160253,-0.2109043,8.167003,1.185755,38.54757
17.88568,11.69142,5.059111,-7.693352,1.153947,12.28001,1.854445,6.609087,24.04563,12.88049,2.90269,3.015561,-1.861181,40.29101,1.050957,3.719176,-2.041493,1.612366,3.437074,0.6076415,14.83849,1.222554,1.266418,1.963678,0.4204111,2.424943,14.26936,1.961321,20.1228,2.895993,0.03042355,4.348649,0.9137362,-1.133629,24.74291,2.205697,91.2327,44.68481,10.51911,0.3380204,13.58916,9.367198,-1.679167,0.2488137,0.7709289,6.031259,-4.372686,0.629531,-0.7933033,-1.360101,3.443824,0.5027245,2.564342,18.50834,0.6085107,-1.613498,0.1782582,2.62335,1.392873,2.454081,-1.543522,3.409262,5.91639,3.189234,28.77755,5.863904,9.690567,1.72255,13.15606,20.93248,1.38341,4.808959,2.259833,56.51164,3.491649,3.678496,8.209231,32.25922,4.053671,21.63145,11.66917,3.474994,6.399398,-2.534188,0.5224639,5.61446,9.435975,0.5298137,15.17579,5.346702,4.170382,22.90361,-1.501685,4.504861,-0.0497924,34.97778,-2.083415,8.072802,3.636758,15.6945,-0.1610363,4.464521,16.13061,1.130911,19.23094,0.6191846,15.72581,14.02501,11.65299,3.637346,3.978629,3.374597,5.897679,20.501,2.745286,-1.572169,9.353369,9.031261,7.319207,-0.02908782,0.2328489,7.674832,0.9957386,40.94608
17.9856,10.83617,5.87655,-4.918059,-1.126845,13.43619,3.814785,5.804196,26.40339,16.11398,3.925513,1.952222,-0.1367218,44.65393,1.366215,2.553817,0.1150009,1.351985,2.739229,-0.4696704,15.10421,1.223656,-1.326674,1.38791,0.8744388,3.567178,12.40717,-0.2110365,18.72954,2.494698,0.4215862,4.19768,-1.613923,-2.787547,25.62531,1.820623,89.82848,46.03428,10.93087,1.619079,16.1381,8.668463,-0.6624703,-0.9998073,-0.05181972,8.411873,-4.425115,-0.514972,-2.105496,-2.530819,4.764595,0.4852136,1.44083,14.89515,1.257341,-0.2590335,-0.502497,3.801338,0.7272019,1.965349,-0.2363997,1.805361,5.849115,1.603223,32.7933,5.115106,9.585117,0.7093453,14.53996,27.30626,3.171526,4.590704,2.119453,54.89985,3.662615,3.170908,6.562138,33.12703,3.795352,22.76932,10.1547,3.34938,3.197775,-2.027445,3.679239,4.993917,9.806953,-1.002183,14.63883,4.752497,1.697354,22.53745,-2.838488,3.379596,0.9193484,36.21801,-0.4696831,9.639962,4.370026,16.42306,-2.354088,2.374036,17.78486,2.266839,18.48491,1.901216,18.38475,15.73742,10.66247,2.628025,3.265791,2.457083,6.59033,17.85765,1.13007,-0.8380727,9.00362,8.441468,6.192955,-0.5784346,-0.7351552,7.205377,0.814135,39.45791
