 , C000, C001, C002, C003, C004, C005, C006, C007, C008, C009, C010, C011, C012, C013, C014, C015, C016, C017, C018, C019, C020, C021, C022, C023, C024, C025, C026, C027, C028, C029, C030, C031, C032, C033, C034, C035, C036, C037, C038, C039, C040, C041, C042, C043, C044, C045, C046, C047, C048, C049, C050, C051, C052, C053, C054, C055, C056, C057, C058, C059, C060, C061, C062, C063, C064, C065, C066, C067, C068, C069, C070, C071, C072, C073, C074, C075, C076, C077, C078, C079, C080, C081, C082, C083, C084, C085, C086, C087, C088, C089, C090, C091, C092, C093, C094, C095, C096, C097, C098, C099, C100, C101, C102, C103, C104, C105, C106, C107, C108, C109, C110, C111, C112, C113, C114, C115, C116, C117, C118, C119, C120, C121, C122
14.08872,25.58233,4.202395,-2.822373,1.609359,6.032877,0.7574554,7.273254,19.41242,25.11651,7.230995,3.760909,2.176915,23.1767,4.521684,9.917323,-0.3721329,0.7336169,8.490643,1.537866,13.51646,5.040647,-3.155396,-0.7970761,-1.207547,1.02324,35.42577,7.349325,16.28344,1.7752,3.420103,-0.3911354,0.1703212,-0.07805954,27.68718,3.103541,9.254699,53.86799,1.940364,2.889846,8.639276,5.815928,2.987837,4.526793,1.378495,16.39718,0.5805557,1.503097,4.268886,-2.676628,-0.3203738,-1.964971,-1.675951,14.47865,4.830531,1.892008,-3.243922,1.275552,0.3889695,3.913435,1.626627,2.268363,5.995686,3.534731,30.08662,8.60218,7.196341,4.437449,19.42595,3.677205,3.412904,1.854631,2.531466,30.73004,9.499697,-3.14788,8.534627,30.70168,-0.430579,54.34463,15.95319,3.562554,6.157355,0.1562771,12.10716,4.738351,4.278255,-1.494833,11.66768,20.02737,3.242423,32.20888,0.1455929,1.77641,0.9414626,36.62712,1.734277,6.567221,6.984423,8.751364,8.423822,0.7159883,7.891922,0.170231,14.94872,1.140426,15.28468,46.64242,17.8382,4.768958,2.895931,5.749922,9.882601,18.65601,5.507711,0.9852455,8.576213,22.09311,0.1864004,-0.3303136,0.1393545,5.60576,-0.9715492,35.10702
14.18864,22.22724,2.754112,-3.289337,1.818153,4.673197,0.5870957,7.93014,20.63291,24.57095,5.922429,6.209908,2.550118,22.77415,4.749856,10.25362,-0.2998833,0.821606,8.89978,1.270116,15.4958,4.379978,-2.292161,0.2397056,-0.5638403,2.941511,35.74738,5.499754,17.46797,-0.7950656,2.338894,-0.654334,-0.1190505,2.426657,25.62195,1.329674,11.74418,53.67894,2.725524,4.043864,9.976537,4.496754,1.448462,1.369687,4.200816,16.2985,2.405328,2.154303,3.594547,-0.3322626,-0.8151671,0.1004413,-1.108639,13.36897,3.661342,4.874972,-0.3843701,3.263245,1.080027,3.720763,1.810191,1.840951,6.864122,0.00772188,29.2307,8.233034,6.042661,2.62544,19.25832,3.428627,5.662084,0.8863696,0.8642724,32.31352,11.09926,-2.322649,7.975517,30.54201,0.9045337,52.22104,16.25504,3.297835,6.868642,-1.432425,14.1002,2.80584,6.187562,-0.0297592,14.64413,18.15709,2.697212,31.8857,-1.256897,2.349342,-0.4064132,34.21146,2.044106,6.618649,4.875153,9.906263,4.113761,-0.7522337,6.381,0.1810257,14.71534,3.145486,16.94871,45.19952,17.48283,4.465212,3.326451,4.815267,9.521263,19.85348,5.649903,-1.64526,7.834263,22.65962,1.883639,2.190727,0.2544603,5.231552,-1.068874,36.26019
14.28856,24.58427,2.490408,-3.781524,1.690962,4.541026,-0.428616,7.157626,19.56251,23.16032,5.462318,4.292132,0.9009546,21.63842,6.476421,10.70289,0.4998147,-0.00376898,6.818877,2.077443,15.47048,4.032273,-2.558615,-0.1863827,-0.2747792,4.15199,34.59502,8.062281,18.20978,1.675793,1.914375,-1.453719,-0.2107091,-1.081461,28.60232,1.435087,11.04269,53.04197,2.146251,2.400148,11.0993,3.896543,1.088145,2.01843,3.365338,13.88551,-0.1712803,2.338015,2.314504,-2.995011,0.7413903,2.152043,-1.722115,13.02909,4.634443,4.956525,1.113626,2.085771,1.023277,4.624445,0.2696382,3.545561,8.175941,0.5888467,28.86654,9.389297,7.87825,3.040206,18.47709,3.483701,4.792928,-0.3013481,1.512725,33.94235,11.24325,-4.357168,7.250848,29.69322,0.7326466,54.28577,17.2088,1.99718,8.002484,-0.4697978,12.12368,5.154174,5.226401,0.1145749,13.6883,18.97258,4.79522,31.8491,0.8671392,3.926556,-0.633727,35.00552,1.969017,6.459297,6.455559,9.880059,4.397624,0.5333233,8.075907,-0.1790341,14.95706,2.475821,17.79035,44.32854,16.89738,4.650967,0.05802345,5.418693,10.28187,15.79738,4.509803,-0.1668347,8.633474,21.6726,0.308255,0.3362007,0.4222973,4.874626,-1.161762,34.76974
14.38848,25.44346,1.065132,-2.110941,2.331198,6.178047,-0.9432948,7.611327,19.85423,22.943,7.12738,4.870899,0.4915064,20.27238,6.624624,10.72972,0.299327,-0.1577879,9.80432,1.628464,15.30405,4.08008,-1.236577,-2.198631,1.312205,4.095906,34.10724,6.366348,18.17807,2.188474,1.884545,-2.263562,-1.01911,-0.6777776,28.92318,2.489921,11.25442,52.01225,3.42578,2.668259,11.96035,2.722622,4.384122,1.410311,3.434068,13.30354,1.860398,2.029689,1.692916,-0.354688,-1.900617,-1.388219,0.4767928,14.63053,4.173332,3.456322,-0.6047187,1.562846,2.249268,4.852633,1.524589,3.647117,6.507875,1.39583,27.88143,9.375411,9.076284,0.5471376,15.42167,3.187289,4.351085,1.92631,2.677263,38.25333,11.96163,-2.72117,9.29979,30.78079,-0.2840873,49.04527,13.45966,3.715974,9.142504,-0.5581826,12.1277,3.318123,4.242278,2.206159,15.21861,17.18353,4.959796,30.20711,0.2226963,3.578213,-1.091855,36.71738,0.7012641,5.215975,4.727701,13.35974,4.831044,1.082576,6.650167,-1.050726,13.35328,1.175291,17.1589,42.21289,17.31628,4.174211,1.627796,4.17167,11.77626,18.4624,6.037338,-0.685483,7.569565,22.2418,0.532756,1.391529,0.6205441,4.534184,-1.250416,35.56476
14.4884,24.70592,1.183603,-4.200891,1.84774,4.788943,-1.893516,7.458682,18.15716,20.84269,6.153722,4.970479,1.385905,21.13952,5.360593,9.605496,0.5512165,2.33345,8.084955,1.816062,14.15337,2.312654,-0.9094235,-0.8499459,3.874285,6.408877,31.79145,7.671556,18.05976,0.1203036,0.748112,-2.507326,-0.4399077,1.131424,25.63287,2.202781,10.27234,53.0869,4.873613,4.466665,10.67275,3.404363,3.706478,0.1240189,4.501441,16.40324,1.290706,1.307003,2.954652,-0.6384547,-1.569118,1.616443,-0.2780821,12.83681,6.748464,4.123293,0.6581307,1.045981,1.138718,4.505484,1.764224,2.40655,5.893787,0.8304964,29.35987,8.189384,7.833927,2.261823,17.52449,4.590453,4.740988,1.331264,3.433422,38.28917,8.832227,-3.482955,8.966912,28.95729,0.1930799,50.96532,14.10601,2.325436,8.534443,-0.3020763,11.61663,5.425765,7.320294,2.721658,14.14796,15.74661,5.164326,31.36614,1.620735,5.323359,-1.056302,37.7316,0.1548664,7.094123,4.11719,14.70653,4.057362,0.8471019,8.298303,-1.354844,14.41754,0.7983253,16.51851,40.17055,14.8572,5.027312,1.839307,4.626906,14.43922,17.56905,4.389818,-1.88381,8.2696,20.83671,0.6760418,1.392441,-0.4499289,4.209464,-0.9288122,37.15575
14.58832,24.12481,1.722157,-5.613676,1.851896,6.503531,-1.738679,5.829088,17.79528,20.47078,6.138705,6.467922,1.666668,19.99601,5.885974,9.648087,0.1153722,2.183544,7.303243,2.460449,14.63915,1.215307,-3.498282,-0.8277975,2.277859,4.344999,31.78006,5.284316,18.83859,-0.02026445,0.7067507,-0.677071,-0.5668857,-0.1374045,26.50025,1.271767,10.46146,50.91312,6.433297,5.430072,9.137451,3.139466,1.908662,1.666834,5.862401,17.21251,-0.4538646,1.656832,3.033571,-1.672208,0.4632725,3.399643,-0.6628107,12.95113,6.713456,4.656832,-0.04853892,1.07362,-0.4076106,4.158974,0.2827669,1.185388,7.641086,0.3374874,28.47372,7.56449,7.678432,2.381145,20.61659,3.548965,3.876294,1.563178,2.053988,40.76032,9.278488,-1.750318,9.115561,27.01735,1.686529,47.78655,12.03383,1.146257,7.976128,-2.360272,9.256908,4.420058,8.492002,1.665485,14.38957,14.9914,3.89303,30.66881,0.9317618,5.797503,-0.5622501,38.19308,-0.2849667,4.260068,4.416186,13.51871,5.727204,1.72885,8.823572,-1.969453,14.3423,-0.2507558,14.27656,40.02513,14.29251,4.601463,-0.1030175,4.742841,12.28656,18.31039,4.123038,-2.249924,7.698678,20.46382,0.7336395,1.799902,1.099455,6.665809,-1.030137,35.7005
14.68824,22.3207,2.442578,-3.66877,0.4558575,8.711932,0.3495574,5.486071,18.52972,21.14459,6.768729,4.121312,2.647345,20.70188,6.186059,8.756742,0.3838406,0.3945933,6.379063,1.955736,15.27017,3.598031,-4.155643,-1.341472,1.470921,3.983415,32.29728,5.113638,19.50662,0.004721086,1.025796,-1.423532,0.4617181,-1.950324,27.11679,1.144614,10.8745,49.49767,3.270804,2.394614,9.397085,3.119566,1.832053,0.423567,3.396341,15.23377,1.041594,2.610382,4.923903,-2.75677,-1.485685,0.8613867,-0.1518466,12.47588,4.094193,2.659249,1.024044,1.014821,2.755553,3.526787,0.0751143,2.005962,6.934714,1.733611,32.07895,8.596447,6.950174,0.9270432,23.7761,3.809462,2.458119,0.4928857,1.068719,42.93896,8.642953,-2.60945,9.820397,27.3659,-1.345569,45.32727,12.46311,2.4402,6.874373,-0.3103848,10.15096,3.91345,7.342552,2.120932,13.98522,14.85611,5.822267,28.74299,2.019341,2.960497,-3.071215,39.40709,1.511783,5.462498,4.010348,10.5195,5.867393,0.7480475,8.352178,-1.236325,13.59898,1.205341,13.58598,39.75916,16.86134,-0.1759986,-0.01402268,4.840549,14.72397,18.2715,5.11024,-1.182402,7.873504,19.26627,1.550148,1.33758,0.2087505,11.07403,-1.126743,35.94889
14.78816,20.90578,2.452169,-3.843936,0.6042932,9.646326,0.9965289,6.195892,20.62834,21.15642,5.545371,4.389129,1.70606,22.72467,6.43689,8.335767,0.0239145,1.039104,6.300174,1.159755,15.59917,3.233235,-3.695919,0.3111245,1.388974,6.398972,31.19724,3.284275,19.50997,0.9328545,1.168717,0.8183803,-1.29473,-1.670401,27.05618,1.672401,9.860303,48.23454,4.827172,4.161208,9.037044,3.688788,1.254841,-0.4511112,6.714446,15.35924,0.8659665,1.771379,1.715981,-1.087221,-0.0530639,1.820526,1.882552,13.88791,6.872352,3.570366,-2.371089,1.017868,1.189483,6.030775,-0.1888664,1.328873,8.772264,0.8111438,30.0843,7.793464,7.693233,1.591199,29.35805,2.210658,4.096964,1.995087,2.472325,43.91562,8.186579,-2.667232,8.685802,30.59032,-0.4079625,47.40307,12.70906,4.238186,6.117235,-0.553476,10.15161,3.614094,9.542194,3.912659,14.38731,14.70368,2.741004,28.94806,2.041176,4.426442,-3.25753,41.94916,4.322206,3.59275,2.920736,8.376871,5.780921,-0.4598951,6.294602,-0.9433118,14.33522,1.859961,14.26901,38.89433,15.55604,1.235218,-0.03109375,2.600129,14.89859,19.88039,4.301688,-1.074555,6.89019,17.44544,0.6262847,0.04884684,2.146963,10.4476,-1.218851,34.47903
14.88808,19.19092,-0.3646369,-2.87385,1.126966,8.585769,-0.9438872,6.549729,17.96293,21.10346,7.20488,5.024171,3.377689,22.05975,5.093772,8.09635,-0.1973757,2.384283,5.434472,1.537554,11.8303,2.477275,-2.564541,0.8209594,2.176297,3.964872,26.91061,3.077879,18.42342,-1.578942,-0.6851776,6.064927,-1.541275,-2.799481,26.26427,0.4400088,9.109424,47.74432,4.504988,4.39456,9.235091,2.015544,1.717989,-0.4026671,2.679033,18.86413,0.2820006,1.023318,2.83402,-1.759655,1.621513,5.042263,0.3982623,12.47686,5.381931,3.735198,-1.166471,3.589955,0.4443596,5.184882,1.09332,2.508714,9.071185,1.165966,29.01149,8.582158,7.407764,3.022997,29.02234,5.050387,4.469633,1.625769,2.076436,46.72143,7.64429,-3.444708,9.869808,28.95424,-1.45915,46.78083,14.05779,1.694594,7.427983,0.4997754,8.166255,3.828817,8.038725,4.836012,14.30022,12.89503,1.802014,27.43138,1.052975,1.705667,-3.813072,40.38654,2.96121,2.837691,1.709704,7.437401,6.424599,-0.6559703,4.337033,-1.041587,14.554,1.928103,12.24999,39.53967,16.38498,1.647374,2.216722,2.172555,13.94184,19.55849,4.143468,-1.725457,5.881115,18.50257,2.474068,-0.1917154,-0.9072822,9.85009,-1.306672,33.53174
14.988,19.36017,0.3106828,-3.233366,1.031434,10.79463,0.09737815,3.832362,15.66575,19.89378,6.5362,3.803079,1.589176,22.30168,5.17839,7.511389,0.246834,1.376116,6.127826,0.04272643,14.52565,3.278544,-4.132887,0.7242286,-0.115444,4.281872,30.32947,5.72209,19.71124,0.2828179,-0.8239626,9.410371,-0.50327,1.036587,26.30771,-0.2774675,9.632798,47.97165,4.23943,5.793803,7.848705,4.626978,0.8425398,0.8423031,3.934783,21.07063,-0.4399798,1.714677,3.357366,-1.392432,0.197014,3.398623,2.110822,12.18477,5.862432,4.096074,-1.573602,3.670424,0.7569608,4.821942,0.5051594,2.183526,8.367266,1.184264,27.9821,5.924079,5.655262,2.124582,28.87788,2.878619,5.481325,2.038068,1.248519,49.65008,8.188023,-3.145249,8.507134,27.50683,0.1510257,41.1931,14.51214,2.004128,5.493408,-1.026637,8.569244,4.698794,9.030245,7.556923,13.6898,15.07463,2.370125,27.95672,1.331275,5.233009,-2.376783,41.52832,1.787195,5.21623,2.407262,8.517514,6.266336,-0.801088,7.294059,-2.317668,13.35975,0.872389,10.57736,34.96223,16.8821,-0.07929103,1.171806,2.360048,13.3114,20.43727,4.787465,-1.859346,6.843861,17.59911,1.62329,0.09856185,-2.058563,9.280155,-1.390406,34.62661
15.08792,21.62329,0.009807831,-5.14222,1.481701,10.69312,-1.797683,3.83713,17.91245,19.21492,5.883008,4.71016,1.589913,22.06736,4.155334,8.697814,0.9811696,0.3016758,4.208882,-0.8661121,16.45762,2.861434,-2.547226,0.343885,-0.3885832,4.094982,27.94494,6.526983,20.76344,-1.099422,-0.1111103,12.93592,-1.807238,-0.1340465,25.34901,0.5652222,8.054752,47.32611,3.626269,4.214316,6.815038,4.466298,1.489654,-0.2197294,3.645712,18.02674,-0.1039528,0.8420973,3.359268,-0.9980201,0.4153444,6.084839,0.1248413,11.43812,7.342951,2.578304,-1.443339,2.195482,-0.00321952,2.413684,0.4218769,2.544704,7.293119,1.535222,26.48062,7.596444,8.029803,2.895757,26.19638,4.229509,2.713317,0.9999729,1.789008,50.32781,9.443523,-3.603718,7.884633,28.44573,0.5870296,42.51485,12.6333,1.316732,7.612537,-0.9491885,8.143892,3.584662,8.993587,7.932716,14.17428,13.97742,2.733853,26.12054,1.176165,3.195024,-1.156984,39.27628,1.116287,4.397468,1.959305,6.887699,5.059839,0.1512068,8.279164,-1.330597,14.41236,1.677559,10.37039,34.51702,15.95526,1.152071,-0.1133518,1.429629,11.40599,19.67772,4.495472,-2.050769,6.520445,16.36904,1.518199,1.718905,-0.3123621,8.736527,-1.470246,33.21881
15.18784,22.25161,3.700503,-5.832206,2.385844,16.08084,-1.284199,2.199118,19.84505,18.49063,5.809574,5.859122,2.269401,20.76504,5.895772,7.215056,1.242191,-1.096289,6.20013,1.285306,13.49391,0.7742282,-3.055209,-0.05333236,0.8406605,4.290613,26.32295,5.607831,20.41751,0.1173279,0.5330607,13.84833,0.1356071,0.1718432,23.76878,0.256892,10.56153,45.89687,3.618963,2.434809,7.653175,6.806284,-1.810642,0.8790635,3.885178,18.57017,-1.30768,0.1758498,2.100468,-3.000333,-0.3198363,5.502356,-0.3200309,12.23978,6.238406,3.540058,-0.3900371,0.006778771,1.299352,2.67196,-0.1702612,3.038495,7.683565,1.835266,26.15576,7.401196,6.579411,0.6440361,26.80663,2.61489,2.704092,0.6082082,1.738798,49.85793,7.805624,-2.927444,7.756181,25.92901,0.8401588,40.11603,12.75315,-0.6248842,6.602492,0.3416882,7.951776,5.658139,8.679361,4.452247,14.17174,14.36648,0.982504,26.05373,2.582392,4.983152,-0.948599,42.34011,1.098161,4.657363,2.205419,5.889768,6.811555,1.247235,7.898417,-1.014175,11.8358,1.576169,10.69933,30.54003,16.04852,2.986472,0.3181702,2.242099,12.8236,18.35293,4.431627,-1.814692,6.250922,17.4111,3.705647,0.1066341,-2.930517,8.217994,-1.423238,32.75897
15.28776,22.25048,3.310384,-4.692696,2.138073,13.92845,-1.679503,5.322109,18.24488,18.01268,5.319081,3.445481,1.192953,20.49085,7.733604,7.652762,-0.009128364,1.764845,4.3596,1.28645,14.00869,0.7154197,-0.6801154,0.2000526,1.175967,3.639029,23.92875,5.000595,19.79073,-2.005249,-1.651524,13.24967,-0.5097166,-0.1175344,25.18932,-0.32421,8.276395,44.59864,1.446476,2.915033,9.392572,6.013674,0.05469464,0.2259967,3.677006,18.91937,-3.307176,1.575442,2.142299,-2.967987,-0.9650617,5.974901,-0.1837155,11.89414,5.160305,3.770869,-1.501606,0.6692154,0.5704111,2.93751,0.0401015,3.059132,7.967282,2.716738,24.26035,7.043102,6.061011,1.488151,26.60661,3.229845,4.671224,0.7082939,0.2826658,49.91141,9.198651,-1.54911,7.623741,27.70474,2.703438,41.20694,13.22725,1.503788,8.128887,-1.529849,8.035605,4.871056,9.165265,5.918342,14.45186,12.46767,2.847771,27.94509,2.821097,4.809581,-1.614875,43.33311,1.510701,4.609461,3.679549,6.098324,6.644736,2.901124,9.35461,-2.555136,14.93736,0.9324096,8.855522,32.03914,16.06526,1.054628,0.08425709,2.984643,10.04649,19.50139,3.488778,-2.209899,6.38548,16.6738,2.707439,-0.707323,-2.176684,7.723396,-1.502059,31.43551
15.38768,19.57404,2.571588,-5.352692,1.1672,14.9384,-2.369858,3.314829,21.33163,20.06986,5.937305,4.531368,0.390975,22.61909,4.760413,5.995131,0.2012988,0.9572268,5.330864,3.188545,14.37277,0.2488911,-3.827018,0.3644944,-1.66688,3.270532,27.21919,1.272797,19.02737,-0.5023682,-2.30445,13.68203,-0.5705364,-1.948596,24.2962,-0.4226639,8.306889,41.76705,2.354657,3.436285,7.060277,5.935746,1.094389,0.03679794,3.338614,19.10166,-1.307081,0.3248591,2.347315,-1.309378,0.4921177,2.847613,2.177577,11.94495,7.248876,5.380566,-1.845314,2.45186,1.628365,3.405831,0.00464055,1.889731,8.870255,0.6764924,27.40145,5.711559,6.846619,-0.3511581,28.03555,4.146515,3.425778,4.47514,2.109437,47.36877,6.247306,2.050364,7.047485,26.40495,4.729317,38.44678,12.16418,4.148799,6.919757,0.4867709,7.876035,4.618009,7.53752,4.016334,13.77006,10.20337,2.34928,26.17457,4.055264,5.298842,-3.085637,45.88998,4.107951,2.364075,2.902112,9.431592,7.648968,2.516807,8.092368,-1.168934,12.38003,0.8795397,10.48197,30.18622,16.28375,1.399515,0.8739787,2.222044,10.09557,18.52483,4.120215,-0.60497,7.276506,15.59511,3.018611,0.566435,0.4218903,10.72396,-1.577191,32.34112
15.4876,19.62046,0.6280029,-4.918737,3.119011,11.74482,-2.693865,5.003862,18.92388,19.5734,3.996665,4.504189,-0.3805692,21.96261,3.061936,6.336792,0.3199938,1.392412,4.083767,0.02347905,19.99027,2.957177,-1.498238,-0.1575651,-0.1620854,4.459399,26.01612,3.863687,18.6146,-0.7962589,0.1037696,12.80729,-0.2741214,-1.226706,26.27586,-0.01958174,8.230213,41.11173,2.847206,3.114951,8.363139,4.456691,-0.3543148,-0.8643165,2.631017,18.84098,-0.02360976,-0.4510975,3.39343,-1.617779,1.419238,5.954225,-0.2467833,12.10336,6.093215,4.810711,-2.53758,0.787849,1.100048,3.904404,0.2636086,1.571259,10.24161,3.323585,27.35052,6.800882,7.55423,1.091196,25.41825,2.598409,4.77722,2.692842,2.721368,44.78727,4.734759,1.546105,6.127189,29.69355,6.225596,38.62883,11.7424,1.885743,6.771794,1.751732,7.722854,3.089604,7.231174,4.766541,13.73346,12.07999,2.239968,25.52977,2.085635,4.034358,-2.987353,45.21855,3.392822,2.603806,3.343822,6.874287,7.855482,0.2259981,7.813666,-0.9555721,14.96905,2.636106,9.528949,28.50206,14.79239,2.279882,2.346893,2.141456,11.91302,16.49425,3.702528,0.493248,7.89229,14.39576,3.359317,0.3997877,-1.596279,10.11363,-1.648807,31.03954
15.58752,21.56445,4.700948,-5.446924,3.262977,12.05648,-2.191336,2.412909,24.2644,20.52651,3.740522,3.487178,2.447294,21.0794,3.663709,5.443712,0.443839,0.4225195,4.282794,-0.9958727,24.10484,2.039372,1.35186,0.3039037,-1.468835,4.595649,25.06581,4.91164,23.06188,1.039508,-0.7299793,11.57265,-0.6976309,-1.914964,25.24795,-0.0480304,9.189668,40.46781,1.209192,2.884369,8.056641,6.75696,1.886461,0.7168604,0.3965099,18.14812,0.07175389,0.7151587,2.025324,-2.38669,-0.0699615,3.622744,1.901968,12.43007,5.582024,6.315136,-2.569189,2.854491,2.079792,2.375964,1.491546,1.559669,9.926017,3.748324,25.24414,7.967083,7.416001,1.703697,24.76509,0.3793544,4.306609,4.689471,2.744776,43.79118,5.681106,2.308831,5.474195,29.48045,4.700791,38.59682,11.98146,2.902975,5.852628,1.017605,6.91563,2.988781,8.618633,4.137364,12.9726,12.48591,1.016052,24.85275,0.2251777,2.808239,-2.379993,45.67332,2.486531,2.387069,3.21236,7.089056,6.167406,0.5053601,7.072927,-2.239281,12.20353,0.9256901,10.4563,28.85493,15.56003,1.151704,2.312586,1.764961,13.76623,20.20782,3.118667,-1.362256,5.223427,14.01955,1.816457,-1.473007,0.4971188,9.531467,0.4915319,30.46022
15.68744,20.16429,1.798381,-6.938532,3.873572,15.17561,-2.729496,1.140167,26.09338,19.59683,4.203063,3.487182,2.827399,19.7646,2.098282,5.596547,-1.346467,-0.4408354,5.725869,0.1462016,26.98997,0.5226836,4.088988,-1.148939,0.1143035,3.768126,27.60159,5.155479,21.25588,-0.4861905,0.5756457,9.097281,-0.2923304,-3.123613,25.52423,2.063802,8.60739,40.34449,3.441732,1.250848,6.312878,6.636746,1.454301,-0.4789371,1.972908,18.23582,1.520115,0.7581636,4.416726,-1.500089,-0.6044402,4.641245,1.465517,13.30305,5.105675,4.657018,-2.163648,3.136165,0.809414,2.890035,0.9470875,1.277449,8.592838,2.420411,25.43735,6.399699,8.343535,0.6501366,23.73161,2.473649,4.665552,2.39637,3.496956,41.97689,5.271502,3.249394,7.075018,30.78647,8.291041,38.55959,12.54477,3.753381,4.659064,2.499167,6.45215,6.154971,7.952845,5.260945,12.42863,9.886277,2.301476,26.76766,-0.01278246,5.348203,-0.7426695,45.14767,1.821241,6.917941,3.440346,8.38303,7.630942,1.592173,5.617649,-0.7746102,12.90924,2.086732,10.05515,28.6712,15.6623,2.936287,3.902862,2.060969,13.08256,18.78817,3.80656,0.4839054,4.449013,13.09169,0.6777862,-0.3663697,-1.51108,8.976182,3.93708,29.24436
15.78736,19.25611,1.712229,-5.873749,3.852854,12.90203,0.1916593,1.152245,28.09649,18.62531,5.215917,3.735784,3.010492,20.26533,1.254197,4.922259,0.1232341,1.91284,5.010275,2.812135,26.60362,1.164394,4.884401,-0.3519608,-1.33672,1.602923,27.18003,5.01115,19.03047,-1.301186,0.4521951,10.7174,-0.3057463,-1.269347,23.838,0.4833278,11.02084,37.60972,3.125997,3.260157,10.63928,4.840674,3.174059,-0.4037018,1.20184,19.96987,0.3393968,-0.6953339,-0.02058771,0.7383196,-0.5018165,4.139012,-0.4433017,9.777192,5.256509,5.253549,-2.161184,4.775109,0.1601343,3.950161,0.895318,0.9968145,8.382299,-0.3761537,23.83121,4.699852,8.020565,-0.1381072,23.91947,2.464513,5.897687,2.290443,1.70765,42.09931,7.380008,3.402654,7.279603,30.58267,9.255075,36.54604,11.05421,3.84848,5.898468,0.61615,6.408537,4.704019,8.009765,2.008278,12.11987,10.53271,-0.2111934,25.09005,0.7540391,4.621221,-2.507144,41.93589,2.957592,4.184959,1.818039,6.524998,6.402472,-0.02928702,6.859868,-1.066402,13.67479,0.2917788,10.46214,26.869,15.23278,2.720942,3.652616,2.257373,16.10271,19.56338,4.529249,-0.5594797,5.006386,14.29022,2.597307,-1.13449,-0.8832547,8.793308,4.639078,29.27121
15.88728,19.40889,4.391732,-5.924135,3.64146,13.05049,-2.380587,0.083835,30.24982,18.54153,2.303701,2.478591,1.137168,19.03937,2.95074,4.111916,-0.6614084,-0.1227855,2.969784,-0.6015587,29.87993,-0.2958535,5.911561,-2.17316,0.6754313,2.580822,30.00273,4.506871,19.77912,0.1471938,0.7740656,10.1187,-0.305734,-1.426603,22.64663,1.800475,8.551774,42.07996,2.924045,2.086303,6.492019,6.706723,2.933,-0.7315068,1.913246,17.52922,-0.9996379,1.268423,3.668126,-0.419946,-1.885394,5.219683,-0.7391267,10.5407,3.654229,4.556301,1.170533,2.668791,-1.294199,2.327734,-0.2263168,1.504368,10.4444,2.505891,23.47761,5.20337,7.166799,1.228486,24.52041,2.94715,3.855572,3.652639,2.816973,41.51606,5.883169,3.492826,6.864975,30.60397,8.00699,35.08033,13.6586,2.480829,4.569804,0.3523584,5.518487,3.91966,10.22729,4.399651,14.2563,9.619211,2.588724,25.87765,-1.574693,5.552725,-2.741641,43.17713,4.763134,4.598656,3.45424,7.123586,4.833774,-0.1700282,5.964659,-1.018971,13.40691,-0.0320614,12.19538,26.33162,15.03643,3.150936,5.026894,1.800197,13.04162,19.98774,3.336356,0.009848645,5.826594,13.25942,0.3692135,-1.781842,-0.09765234,8.272139,5.170934,28.11511
15.9872,18.85881,3.981672,-4.585571,3.91664,12.38961,-0.2637788,1.838171,32.35151,18.00592,7.860444,5.401614,2.131857,18.66869,3.193696,2.530468,-0.3670129,0.2567652,4.453091,1.915121,29.69634,1.306226,2.752157,-2.0033,-1.572568,4.385664,29.16893,4.66247,22.08847,0.3055923,1.705462,8.912514,0.4366161,0.6009853,24.41526,1.220915,11.52669,43.63217,4.284379,4.262903,7.471117,6.97235,1.005046,0.5672662,2.025888,16.56171,0.5305464,0.646672,1.397889,0.4093487,-1.12369,3.527395,-0.5020882,10.9839,5.483423,4.616142,-0.0371608,2.478387,0.5064452,1.760381,0.461498,3.188773,8.983122,4.537722,21.55186,7.962789,6.199584,-1.129021,23.95898,2.795396,1.969617,1.586133,0.4529742,40.8093,8.091774,5.244612,6.993597,28.4423,7.375002,33.9456,11.95452,4.909901,5.795712,1.320641,5.766966,5.142863,9.549864,2.332295,11.22323,8.099236,2.613946,23.35939,0.2418164,5.445747,-0.7051943,44.29546,3.585053,5.145159,1.793596,8.350373,5.528477,0.5863844,5.935613,-1.08376,12.44154,-1.129485,11.21938,25.83909,16.06492,3.661301,0.6336498,3.69588,12.77421,21.52138,3.129627,-2.308867,5.578572,13.36919,0.3670773,-0.7578765,-1.747746,7.775025,4.802353,30.47428
