 , C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12, C13, C14, C15, C16, C17, C18, C19, C20, C21, C22, C23, C24, C25, C26, C27, C28, C29, C30, C31, C32, C33, C34, C35, C36, C37, C38, C39, C40, C41, C42, C43, C44, C45, C46, C47, C48, C49, C50, C51, C52, C53, C54, C55, C56, C57, C58, C59, C60, C61, C62, C63, C64, C65, C66, C67, C68, C69, C70, C71, C72
11.9904,5.212403,66.57772,12.60481,9.276079,6.466773,5.916838,1.967114,3.656404,-1.14064,20.62349,-2.243034,0.7180997,3.405209,16.61383,4.929387,-2.057707,0.6504845,-1.909695,7.600007,9.689686,8.971816,25.81183,-4.642293,8.393861,5.223199,2.309135,1.82061,4.89572,3.351768,12.06546,2.230172,17.99992,1.577982,6.808075,51.54601,2.770437,-0.2251027,-0.658401,4.831595,3.434473,3.916352,12.05631,-2.224291,0.2803677,54.15921,3.413649,3.628904,28.50073,0.8436777,15.01778,6.797105,7.863258,3.250356,39.35717,-1.542331,4.186483,15.22604,23.18923,-3.293906,20.38187,8.002332,3.407018,5.935805,6.944304,1.032899,0.6725414,2.12525,-1.792654,33.87233,2.294487,1.222144,14.53489,-2.859453
12.09032,2.865822,72.49493,10.46725,8.952145,6.748646,5.963811,3.026317,1.842159,1.047535,22.73744,-1.72378,-2.383171,1.773387,16.46111,6.345441,-1.337958,0.2578135,-2.967978,6.930815,7.62393,10.22548,25.11927,-3.601996,8.484613,5.705357,5.692488,4.247595,6.45348,1.34438,12.84788,2.1973,16.60189,5.034016,7.008979,51.48578,-0.3232706,1.506768,-1.35197,2.493823,1.431257,2.857829,10.36935,-1.222196,1.534797,52.68811,5.091394,3.997573,24.56786,0.7132123,15.08279,4.236893,9.935806,4.469683,39.00579,-2.788898,3.167265,14.30664,26.76694,0.4722856,21.44314,8.543837,1.462843,7.040014,5.281337,-0.02092675,1.580224,0.02976377,-3.716898,32.98692,2.240323,0.974426,17.76241,-3.066904
12.19024,2.503468,75.2389,10.74289,10.70612,5.884888,9.120876,3.203807,2.801751,2.323656,22.05715,-1.362685,0.01246047,3.650319,16.60216,6.146181,-3.548546,1.132092,-2.6377,7.511661,8.314732,8.628615,24.41102,-1.069766,7.807868,5.441107,6.764978,2.525634,5.327559,0.3643465,10.48534,3.55801,16.68083,4.559409,8.372535,49.34415,2.589996,0.04358139,-0.6775637,4.710997,3.301835,2.372403,10.49858,0.6180595,0.2857603,50.73417,5.067021,2.94062,24.08509,0.9187221,15.55456,1.697412,9.055432,4.300396,38.67392,-1.891469,1.71016,10.81957,32.49302,0.5229684,17.67017,11.63074,2.911538,4.193756,5.250953,1.04503,0.4744705,0.6873724,-2.037128,33.64843,4.981225,-0.4149813,17.76412,-3.263742
12.29016,2.834558,72.61709,11.11441,16.86499,7.77162,13.19101,3.679035,2.745421,0.2291254,19.7764,-3.172126,-1.41467,2.52825,18.17698,6.133189,-2.530443,2.248052,-3.429989,8.130181,6.240802,9.436102,26.97983,-2.718451,6.562885,3.453764,8.718398,3.805993,3.083394,0.1072649,8.994917,1.574273,16.1267,3.069551,8.798545,53.50007,2.778531,1.663281,0.3921691,4.61051,2.736359,1.836435,11.65053,-1.357965,0.1847754,51.60303,3.868389,2.556886,25.97636,-0.5442086,14.89996,2.251617,7.804286,3.493399,37.61622,-2.261576,2.647375,10.82471,31.84504,1.450434,18.17847,12.78828,1.837899,5.865438,6.256362,-1.190323,0.6826856,1.540773,-2.756695,32.80326,2.373748,-0.5739779,20.21694,-3.450508
12.39008,2.789355,71.82507,13.89543,19.93264,7.951495,16.03299,2.409801,2.717564,0.6999447,19.96168,-2.509437,-1.898393,5.007136,17.30837,6.587869,-4.139245,2.943704,-0.3778274,5.900843,6.28329,8.609859,26.16797,0.1214139,6.890671,2.630689,8.926213,3.637539,3.728692,1.241318,8.957394,4.093227,13.65768,3.900672,8.676168,53.62228,-1.125671,1.47107,-0.3980755,3.741952,0.790077,4.549732,11.58974,-0.5855571,1.045451,48.40279,5.345715,3.829076,23.23092,0.5476707,16.09905,4.670718,8.402008,4.474705,35.34853,1.121225,2.577513,7.741771,34.37081,2.895727,17.29099,13.33196,0.1655739,3.211571,4.034115,-2.175371,0.5255686,-0.9037045,-2.352685,31.62248,3.968005,0.5318056,22.50187,-1.131652
12.49,3.750903,71.98193,11.14263,26.41512,7.76279,17.21907,1.918881,3.768797,-0.05212711,18.43648,-3.952238,-0.9697103,5.02467,16.49072,9.241964,-4.144279,1.382883,0.9819654,6.107432,3.371526,7.752526,26.24171,0.4597493,5.428447,2.364058,6.936408,3.078007,4.850971,-0.004571029,8.747593,4.082297,13.70936,2.178221,6.187282,51.93765,2.461293,-0.01005136,-0.005635152,3.696453,1.271952,4.38055,10.36809,-0.200825,1.663452,48.25377,5.716378,4.905071,25.89776,0.5572216,13.19765,3.330095,8.354428,2.803542,33.67013,1.226444,0.8840418,9.841931,36.97107,3.453584,16.06522,10.44908,0.6171353,3.20531,3.203065,-3.230597,-0.2462245,-1.916169,1.081467,31.45409,2.944406,-0.1044535,26.73816,-1.423369
12.58992,2.331959,69.54743,10.48198,32.51921,6.981671,15.5508,4.38698,3.392172,-1.889469,15.73323,-0.8470182,-1.469552,5.639622,15.79958,7.72145,-5.581332,1.15076,2.624228,6.023454,5.822417,9.718891,25.80872,0.04738538,3.041279,0.9410337,8.466477,3.283046,1.412262,1.18271,7.91161,1.677402,12.42899,-0.1182437,8.86511,50.44939,0.2261019,0.6965121,-0.9103558,5.366827,1.500248,2.659725,8.472818,-0.8865471,2.215104,45.94562,6.010115,4.400393,21.40602,-0.2058614,13.12921,4.020563,8.951893,2.458244,34.21651,-0.5017871,3.386473,9.596211,33.83078,0.7395765,14.69465,11.33964,-0.724692,5.539578,5.61948,-2.634349,0.663425,0.2502867,-0.8661068,31.55429,3.871534,2.835327,28.61752,-1.700356
12.68984,1.366992,69.62231,12.98988,33.36523,6.567141,16.10598,3.381069,2.589721,-2.121361,15.86173,-4.481482,-1.596447,6.278205,16.68571,7.16466,-4.627947,2.568103,1.051644,7.047149,3.045263,8.822948,27.08425,-0.3800513,3.116754,1.466506,8.983696,2.088409,3.337295,-1.514356,10.19425,3.337343,12.97602,2.932019,8.967661,50.03419,1.410726,0.42873,-0.3245369,2.599205,-0.2683908,2.60283,10.11742,-2.167608,0.3760432,44.54831,5.275525,3.112771,23.3247,0.4254258,12.10035,2.569356,8.8809,1.927597,33.2742,1.580306,1.324323,8.397659,34.34392,1.906093,13.81915,8.405506,1.144527,1.543662,4.250265,-4.059234,-0.7017363,-1.389138,-2.356551,28.2514,4.856843,-0.3316387,27.09706,-1.963355
12.78976,0.8932958,66.40803,13.9047,34.85363,6.005144,13.87575,3.373168,1.635566,-1.918884,15.59128,-3.221767,-0.1381531,4.92853,16.80917,7.92412,-4.766921,-0.02755304,0.50782,5.53408,2.270886,7.973123,24.63301,0.7450696,2.869079,-0.1392543,8.704577,2.798186,2.677748,-1.202862,9.017292,0.6851452,12.6874,2.620455,10.61963,49.90353,-0.6365919,1.135304,0.3850239,1.769115,0.5627037,3.040143,11.16704,-0.8544599,1.450054,42.66125,5.274786,2.38686,20.93199,-0.1000225,14.72651,4.569581,9.470815,2.404218,33.90125,1.062359,-0.3943965,5.878103,33.71252,2.141144,11.45074,9.681281,0.7212045,3.236278,4.744754,-3.855331,2.836572,-0.1215687,0.3737923,29.79967,2.991199,1.173286,26.27946,-2.213074
12.88968,1.773957,66.79076,14.35111,31.89474,7.779819,15.11454,1.096393,1.06931,0.07708821,14.34962,-5.460149,0.01390935,6.947962,17.24183,9.007721,-5.736783,1.961234,-1.579564,6.241413,0.7520134,8.595181,28.39441,0.4377941,2.453475,1.689471,7.138981,1.693673,2.272398,-1.744486,8.611641,0.006569749,11.44457,5.128775,8.173405,46.87903,0.4120222,1.862563,0.3309188,3.281784,0.4580739,4.604013,10.77491,-1.924354,2.236201,43.18382,4.767806,3.687568,22.32327,-0.6126558,15.31089,3.94145,7.953103,2.059827,33.00686,4.503517,-0.3237747,5.757696,33.86532,1.060439,11.80952,11.94085,0.8303531,3.066223,2.608905,-3.938881,1.916039,-0.6603455,-2.69715,28.90717,4.649694,0.7030095,27.4739,-2.450185
12.9896,3.955632,63.89987,15.30926,29.92737,7.655098,13.62449,1.205658,2.110007,0.4006937,14.32156,-3.8297,-0.3388804,9.711657,16.65994,7.06561,-3.29587,1.59467,-2.218751,4.617249,3.376149,7.146036,29.78572,0.9812549,-0.02701974,0.6057308,9.783759,1.606852,0.8644114,0.1474476,9.610234,-0.6411697,10.87829,1.502828,10.75751,43.63803,1.457413,2.502371,0.3789381,2.773512,0.7168677,2.000745,8.617762,-2.962467,0.5684822,42.31134,3.456986,3.628385,20.13638,-0.8342101,13.92139,3.797078,7.905296,0.8713821,30.93549,5.859787,-0.2574755,5.124466,34.66335,0.3751682,11.17589,11.46282,-0.4971166,2.819905,4.058752,-3.595872,2.729568,-0.7888231,0.7461862,27.23505,2.26351,1.084948,29.69909,-2.675324
13.08952,1.394556,63.72401,16.08557,30.01196,8.043648,13.88772,1.050988,1.098884,-0.8039275,13.77999,-4.437709,-0.9630105,7.739579,16.41021,5.864381,-5.176957,1.307928,1.316512,2.821691,2.884459,9.255849,31.29323,-0.1680713,2.538497,2.42182,10.4545,2.894819,2.058885,1.456649,7.683779,2.502512,12.62232,2.101228,10.97498,45.01931,1.218384,-0.2660345,0.6691366,3.730858,1.226284,3.521905,9.218879,-1.941275,1.85919,39.34826,4.801539,4.030484,18.93779,1.216156,14.33577,4.049758,9.102833,1.814129,30.0102,4.092028,1.122526,3.197837,32.7212,1.082101,11.60468,9.749242,-1.748262,3.30269,2.843552,-3.355242,1.856002,0.3490294,0.3365166,27.95211,3.159401,1.130663,28.63182,-2.889097
13.18944,4.131427,61.27116,16.45477,29.99662,6.091362,12.7059,0.4111818,1.584662,0.3982286,13.30531,-4.005371,-0.08165878,7.408732,16.86935,6.997394,-3.628841,-0.8100222,-0.4112811,3.481566,2.305293,6.965281,29.41408,-0.4076563,1.80777,1.072679,8.318211,1.493412,2.333132,1.5884,8.211514,1.144568,11.0849,2.34546,11.8273,42.19056,0.04134254,0.6887118,-0.2907535,2.574742,1.0076,3.740086,9.537998,-0.4339634,-1.318351,40.40421,4.423455,0.6856591,21.50415,2.43056,14.86215,2.850855,6.428527,0.3851017,28.9388,4.896232,-1.649195,3.552807,30.9066,-0.00697697,11.02812,9.703943,-0.6708341,1.950455,3.441676,-5.102108,1.514575,-0.1314297,1.066913,26.77432,4.750556,0.5694806,29.49606,-3.092077
13.28936,-0.02434237,63.6149,15.96986,28.80561,5.913088,12.59803,1.8844,0.9566602,0.00507438,12.28232,-5.95696,0.6653402,4.138702,17.03908,8.282622,-4.027707,-0.9922518,-2.961422,3.630759,1.123297,6.95148,28.80844,-0.09034993,1.477397,-0.6073797,8.50907,3.524567,3.832082,1.890968,6.139987,2.621247,12.12106,4.508043,12.00654,40.36367,2.941414,0.8255349,-1.109631,2.48191,3.391659,2.371623,9.857391,0.4328959,1.415017,37.30301,4.000296,3.244968,21.2792,-0.2370624,14.74689,2.191071,7.900566,1.856559,29.98109,2.558788,0.4078206,2.907058,29.17798,0.3554544,9.738702,10.02652,-1.91664,2.57508,4.770761,-2.327085,1.489908,-0.1112256,-1.136082,26.74024,4.411863,-1.718839,27.26088,-3.284811
13.38928,1.207582,61.03849,16.19646,27.97352,5.168522,12.82628,-0.3249763,1.181025,1.540557,14.70761,-4.341452,0.2156792,4.175941,20.58091,9.199441,-2.631218,0.4911537,-0.7173514,2.757738,2.595382,7.478564,25.64632,0.1208334,2.201728,-0.5002465,8.698994,3.845018,4.304101,1.746296,5.792471,0.4913104,9.96497,4.421708,11.74056,41.50423,1.143491,1.895393,-0.437177,1.344917,2.409433,3.029013,8.595238,-1.090765,2.615963,37.4217,2.513446,3.67993,18.384,2.618068,15.73817,4.4245,8.663074,1.750634,30.59549,1.962537,0.8514769,3.327672,29.2311,1.701904,6.86786,8.566459,-1.292106,4.42344,3.66892,-2.328976,1.679197,-0.2069657,0.7002491,26.37846,3.974931,-0.1474266,25.40147,-3.467816
13.4892,1.725113,61.95778,16.18869,26.50307,7.419541,13.55802,1.243724,1.35772,4.470281,12.4915,-4.871303,-0.5399207,4.846428,15.8815,7.84269,-1.502724,0.2008201,-0.6268406,4.995691,1.466639,8.215692,23.82577,-0.931164,3.337515,4.961187,6.313807,3.376333,4.102824,1.96205,6.543412,2.231907,10.53531,5.206968,13.19612,39.79657,1.663798,1.086059,-0.5677781,1.816075,1.908939,5.566819,8.825591,-1.426773,3.710533,35.05051,2.890431,4.832996,20.44555,-2.395076,12.40562,5.44457,9.084484,1.026305,28.87565,-0.3731518,4.128942,5.023352,28.18675,1.993277,7.898241,7.352688,-2.110444,2.323268,3.221352,-2.361923,0.1352542,0.353536,-1.164397,25.41453,3.564321,0.2263769,24.21104,-3.641584
13.58912,1.212286,59.98969,17.85912,25.12933,8.835541,13.0427,1.941951,1.696952,3.769701,11.34667,-6.885862,-2.081599,6.555315,16.72686,8.24003,-1.629701,1.723145,-0.7778524,3.997873,0.1993009,8.451185,26.94534,-2.453577,4.244774,0.1429165,6.277759,2.780714,3.616693,0.2589688,7.915901,3.382813,9.203283,5.357773,12.74741,36.34189,1.752174,2.174879,1.185065,-0.04599697,2.220083,3.27461,7.434851,-1.207977,2.225083,32.43467,2.752587,4.86773,20.53447,-1.136537,13.50553,6.212508,7.512779,0.4090721,30.19405,-0.7874763,4.564863,4.469777,27.23977,1.680283,7.782022,8.261768,-1.127014,1.668764,0.2119697,-0.04132694,0.7344882,0.7980986,-0.8438107,26.4734,5.304377,0.6062955,23.66067,-3.806581
13.68904,1.590082,57.41855,15.42504,23.61047,7.758108,14.85013,0.6678523,1.741416,2.427829,12.84358,-7.144044,-2.712278,4.630255,16.96356,7.207916,-2.415149,-0.3062213,-1.172984,3.921092,0.7444987,7.934585,30.25786,-1.793669,3.468319,0.2309347,5.668753,2.87215,4.506955,0.4341998,6.626174,2.401017,9.400573,6.092994,12.6582,38.66563,0.5663052,2.088236,2.176922,-1.246218,3.585372,5.337263,8.937992,-2.24281,1.948777,33.46625,3.542152,2.910436,19.21402,-0.4648552,13.28203,4.226635,10.51465,1.22987,28.97736,-1.113628,6.250645,4.751499,25.67951,2.005591,7.684058,7.47995,-0.555798,1.902136,1.130083,-2.273025,1.990347,-1.295448,1.474539,25.71996,5.383453,-1.288406,23.88866,-3.96325
13.78896,2.789344,58.97545,15.05105,24.08276,8.915195,13.16664,0.03085332,2.669695,3.726785,13.52103,-7.663623,-2.257944,4.518013,15.25314,7.663596,1.114585,2.083681,-2.698962,3.867673,0.6545508,7.174379,28.78009,-0.1059255,2.750876,0.8105595,5.972217,2.554603,5.378983,0.9688531,8.989383,4.047144,8.441012,5.718283,11.80224,34.07059,-0.3645405,1.846268,0.2420205,-0.1149181,2.155198,3.775574,9.770624,-1.279662,1.225281,33.11296,4.666117,5.326484,21.78813,-0.253656,12.86522,3.106044,11.05686,0.5779708,28.01072,-0.5911166,7.389441,4.1652,25.12769,1.755411,6.156463,7.348227,-1.945958,4.701416,1.203937,0.3034386,1.101078,-1.352113,1.215696,25.511,5.400123,0.2840534,24.00158,-4.112014
13.88888,2.014001,56.40161,20.62674,21.94234,8.72597,13.67857,0.2756257,-0.124812,5.81262,11.80297,-6.893069,-1.565529,2.436815,14.59977,6.875771,0.1655879,-1.107368,-0.8645669,5.149814,1.98806,7.394564,32.72174,1.984228,0.5858663,1.525138,6.727748,-0.1446592,4.181116,-0.2541351,5.829845,1.964295,10.51619,4.708202,11.67517,35.81723,-1.572582,2.587427,0.7572917,1.230105,3.132689,5.081576,8.834018,0.3892602,1.36184,32.64602,2.716727,4.589198,23.30885,-0.6495737,12.83878,4.593121,9.119269,3.046621,24.93846,0.3619962,6.093054,2.818852,26.56819,0.7825688,7.037176,6.643299,-1.033407,3.267697,2.229145,-1.981045,0.4406174,-2.038235,4.075197,24.49992,5.944355,-0.2861227,25.33042,-3.12914
13.9888,1.582831,51.66201,18.56944,19.3745,7.728337,11.58137,0.7198926,1.854222,4.37218,9.584944,-8.041566,-3.678587,3.246812,11.47338,5.768336,0.4829439,0.6494659,-1.604608,5.324273,0.2764823,4.389766,36.1334,-0.2485316,0.06795064,-0.04371261,5.127172,0.2505084,0.6393532,0.7214692,8.720297,1.875551,9.070024,2.675244,10.55864,32.11091,1.475522,2.259522,1.026036,-0.03131898,1.074175,3.847523,10.41866,0.157392,1.007255,30.48703,6.383931,2.717092,24.17976,0.1834106,11.54266,4.353283,13.21724,0.05140961,26.95034,1.553016,6.788968,3.524425,26.49833,-0.2485691,5.707724,5.924552,0.9117105,2.58499,2.332803,-1.773926,1.441415,-3.836747,3.81886,24.56476,5.382936,-0.7277192,24.61513,-3.320786
14.08872,-0.4362338,51.73674,20.10444,20.12094,8.020094,11.21298,1.029985,1.244449,8.804137,11.13936,-7.617817,-3.206336,4.274775,13.752,6.7719,0.7557011,1.19324,-1.419778,5.628356,1.175121,3.09139,36.24576,-0.4674992,0.9235198,1.117755,5.680824,-1.366076,1.893563,1.045348,7.041478,1.590312,10.13647,5.067372,10.54988,32.29175,1.773738,0.2544809,0.5922679,1.575679,1.670991,2.41568,9.074306,-1.443524,2.183161,29.75573,5.013697,3.592387,24.0173,0.9145728,10.72427,4.00528,13.30629,1.647786,22.59904,1.912634,8.182899,3.603162,24.91843,-0.2232618,5.97292,6.37263,-1.234899,2.663823,1.519846,-1.227363,-0.7603393,-1.445596,3.200751,25.26515,4.347833,-0.2805814,21.36332,-3.50272
14.18864,1.419998,50.27682,21.06065,20.12914,7.482884,9.746974,-0.6862869,2.902788,7.556951,9.808305,-7.893371,-1.023078,5.082617,12.69491,5.719195,1.507811,1.1047,-1.099544,4.922799,1.774884,3.352437,35.05259,0.2804109,-2.167788,0.3828257,7.822352,-1.779668,3.563895,-0.2745487,5.389544,1.599944,9.268907,4.35063,10.44191,29.58255,-0.09211884,1.650013,-1.739636,1.722995,1.494787,3.178561,9.601927,-2.051441,1.313957,29.96374,4.293013,2.970964,23.64668,-0.01792813,11.66271,4.836975,12.01727,1.030868,22.96979,1.197371,6.357745,2.191761,26.34112,-0.08637626,6.24732,4.708636,-2.472522,3.702002,0.9122833,-1.550852,-0.4084931,-2.518454,2.682759,23.13711,4.328202,1.228308,23.10688,-3.675436
14.28856,2.351815,47.02882,21.57095,18.05199,6.940234,10.66704,0.02138139,2.457203,7.577487,6.487844,-6.661496,-1.030148,3.237419,10.03553,5.32514,2.705814,2.334096,0.2317632,3.717644,2.013916,3.888716,35.11131,-0.4014947,-1.854457,0.7272224,5.360011,-2.303021,3.122986,1.212443,5.815774,0.484704,11.92111,2.125662,10.67369,28.34496,1.146395,1.404713,-0.33092,2.292832,0.599054,3.379812,9.387316,-2.35292,2.912101,30.355,3.995682,4.094923,25.14926,-1.945199,7.898349,2.863793,14.19218,1.051717,23.4167,-0.7661471,6.272631,0.5752244,21.90726,0.1321718,6.307609,5.784389,-1.110258,2.566563,1.860852,-1.000283,0.4179232,-1.399185,2.798172,22.53174,4.56045,-0.7048849,25.56924,-3.8394
14.38848,1.410653,45.98617,21.77015,13.98285,6.772314,10.6713,0.7115783,1.347062,8.877658,7.754041,-7.02245,0.04692469,4.637881,8.431711,5.443888,2.41425,2.563578,1.043915,3.852086,2.855608,3.08138,33.36012,-3.111318,-1.983885,2.086792,4.951116,-1.576487,3.715894,2.197619,4.975895,2.009755,11.11664,2.254309,10.85741,27.33175,4.895797,1.935024,-0.8553213,3.615596,0.3310704,4.115957,7.67581,-0.0614909,2.340338,29.03148,4.294364,3.564916,24.61366,1.172544,9.417442,4.502964,14.33018,0.7603713,22.039,-1.200604,5.22301,1.880888,19.82132,0.4112456,6.558928,4.634842,-1.803421,3.497953,2.059524,-1.543802,2.407719,-1.631275,3.604417,20.96481,5.63352,-0.1649735,24.57101,-3.478244
14.4884,0.5035236,50.2174,19.69246,16.40409,7.839215,12.02454,0.4738519,1.638886,7.967229,11.24503,-4.372079,-0.03894969,5.717006,9.798546,3.390614,3.57331,3.777473,0.2334117,3.933839,2.34423,5.584266,31.2086,-1.733276,-0.383524,2.347227,4.704556,-0.4279567,3.764801,0.2329853,7.434921,2.783145,10.58896,4.167138,9.443731,28.12881,2.130707,1.809217,2.750232,0.3219071,2.436738,2.636176,8.751198,-1.542345,0.7274097,25.73025,4.892988,3.670759,22.862,-0.7720237,10.54013,3.597516,13.34525,-0.08131932,25.70703,-1.334678,4.151275,0.373753,21.40134,-0.3367276,6.004791,5.162756,-1.800765,2.812584,2.804055,-0.7438201,-0.8136454,-1.034804,1.570442,22.38435,3.063716,-1.181247,21.13157,-2.538241
14.58832,0.5006672,49.22681,21.50036,19.10405,8.509581,11.47343,-0.6168408,3.027726,5.544652,11.29115,-4.959469,1.757662,4.727958,9.916248,5.879361,1.207902,2.016889,0.05784032,2.448968,1.316266,5.525721,30.03876,-1.78156,-0.6896799,2.100941,4.740232,0.7802995,3.149031,0.2197603,8.12682,4.255821,8.876247,4.571151,9.687195,29.38282,3.835977,0.9053559,2.218459,0.9179672,1.497677,1.844139,7.856478,-0.9715973,1.687443,24.80035,4.960701,1.288134,22.67305,-0.5501621,11.61527,4.502182,12.43948,0.9202263,24.37459,0.9452834,3.829803,-1.235203,19.05657,1.079387,4.1855,4.87248,-1.144623,4.000889,1.756573,-2.339443,1.551802,-2.106234,0.3703574,22.65632,4.369788,-3.023974,20.66587,-2.754619
14.68824,1.459724,46.83414,21.57837,17.3306,6.909315,12.07097,0.01129889,1.120496,6.595354,10.49452,-5.656689,-0.002230844,3.928872,11.07498,6.301563,1.31906,2.478254,0.5591127,2.531837,1.680997,6.317907,30.74181,-0.3677169,-1.598821,2.774366,3.834269,-1.619868,2.207269,0.3570958,8.061804,3.78071,9.673837,3.361381,8.690739,27.37035,3.724187,-0.7136852,4.468136,0.756605,1.118386,4.490916,8.16925,-2.532111,2.462992,24.15754,5.417187,1.608504,23.17321,-0.8606247,11.28209,2.730514,13.50134,0.8126217,25.96183,0.7939304,4.225825,0.09987915,21.34939,0.04425472,4.255243,1.938385,-2.136194,3.43444,2.239948,-1.409313,2.053246,-1.645556,1.105889,21.09369,4.009991,-1.321698,23.5834,-1.135506
14.78816,2.710551,46.37122,21.8375,17.59902,5.191789,11.1902,-0.2595682,0.4941687,6.677132,10.50217,-4.654941,0.9112653,1.640561,11.88006,4.898263,0.8923182,2.89563,1.33817,1.777579,0.8564264,5.992395,29.33885,-2.683258,-0.9380053,1.158962,3.277878,-1.069382,0.1866279,0.5205737,8.051908,2.083498,9.15578,4.277131,9.311174,27.89275,3.258936,-0.3382166,4.872779,0.1636805,2.429244,2.210839,7.924206,0.6495871,1.653418,26.35947,4.933561,1.896433,21.79028,-0.5040053,10.39814,3.691732,12.03708,1.15E-06,26.63532,-1.139672,5.316471,0.6719038,19.00043,0.1270376,4.662596,5.511047,-0.007332653,6.77705,-0.2472386,-3.300039,2.418734,-3.364834,2.403597,19.3861,4.331962,-0.000581953,21.96397,-1.417657
14.88808,4.360402,46.93976,21.80018,18.73483,5.581924,9.402272,0.5098968,2.873331,5.828433,8.375023,-5.380596,0.4272873,2.815337,11.21184,6.454715,1.632518,2.763138,-0.04584165,1.018931,2.120412,4.208892,28.61497,-2.816122,-1.807725,3.738823,3.732876,-0.0465437,3.597675,1.578954,6.961524,2.872672,9.660133,2.472482,11.62479,25.55986,2.203292,-0.8574102,6.18321,1.087527,0.2776397,1.875306,9.142597,0.2510543,2.242662,26.30902,4.233715,2.255871,25.16719,-2.294281,11.15147,5.496414,14.25061,1.248076,26.87901,0.2638326,4.055481,3.72243,18.00966,-0.1802125,5.070527,1.394958,0.6469168,4.670464,3.88519,-1.481894,1.322537,-3.675058,1.345239,20.0695,4.932021,-2.574757,20.69117,1.389648
14.988,1.492051,48.22113,21.08267,15.33086,4.778399,9.714575,-1.325773,3.262378,8.082567,8.286968,-3.471739,1.076517,3.632017,10.87166,6.396534,1.226463,2.099124,-0.5206598,3.535505,3.695335,6.072431,29.11701,0.412467,1.790405,4.556398,3.834696,-2.408599,-0.2381722,1.612424,7.089462,4.264393,7.476789,6.542173,10.11328,25.67941,1.313288,-1.318918,4.862038,1.723362,1.49395,1.817979,9.823696,-0.9925795,0.7789924,25.27506,2.868611,3.164804,24.00322,-1.450558,11.11969,5.021616,12.68678,0.6599708,32.61181,-0.7798469,4.011294,2.457947,20.5719,-0.215269,3.342546,3.48276,-0.2537149,8.612615,3.465941,-0.09409448,1.483785,-2.825449,-0.9208614,19.79343,3.420408,-1.794848,19.93302,1.759235
15.08792,1.921964,47.92862,19.90473,13.93499,3.345563,12.67639,-0.4018609,2.715358,5.93946,10.67681,-3.855839,1.296209,1.520965,14.19772,8.398019,1.086299,0.1012895,1.626238,2.969777,2.079963,11.2774,30.37447,2.289554,1.360408,3.203583,1.463375,-0.2741005,2.811866,1.17473,6.520559,3.782303,6.812435,3.017293,10.44015,24.10772,2.571456,-1.295285,3.705885,4.190152,2.058879,2.585312,12.25986,-0.241501,2.37573,25.63606,4.797376,3.071094,19.99668,-2.870049,10.38951,4.095098,13.23392,1.998663,35.35055,-2.336367,3.072693,5.733782,16.45441,0.8289544,1.563718,2.529003,2.209469,7.22908,4.358967,-0.6818212,1.600357,-2.419333,2.125546,19.16051,4.421743,-0.09238452,18.06875,1.339862
15.18784,0.2255285,45.12657,19.83424,13.58541,4.538787,13.98468,-1.093417,4.165897,4.720366,9.213768,-4.421473,-0.1535947,1.216321,13.66026,7.203232,0.1304027,1.910156,-2.364009,1.698438,2.146514,10.29729,30.36501,2.429,0.6829158,1.910002,1.086639,0.8725592,0.418735,1.629083,7.779583,4.580517,8.560533,4.691623,12.21761,21.8949,-0.2885932,-0.7598233,3.696903,-0.5235885,0.3506693,1.838028,11.0457,1.656224,2.331324,25.14813,4.048715,1.406333,21.64901,-0.8835198,10.16619,3.418311,13.59934,2.387754,37.8787,-0.4381707,2.930736,6.592882,18.71415,1.697219,1.920439,2.551678,2.002937,5.524529,1.763439,-0.7878657,3.386504,-2.11333,1.282349,19.09849,4.173545,-0.5408348,18.67366,0.9408026
15.28776,0.1778663,43.57526,19.93602,13.18835,3.431544,15.54841,-1.53839,2.548625,5.132392,9.400683,-4.882054,1.766865,1.705829,12.30968,7.568703,-0.8330418,0.1969346,-0.9821642,0.9790267,2.965344,11.29392,28.77952,2.059144,0.2587313,1.878046,0.926948,1.744393,-0.4491702,1.279221,7.757319,3.4529,5.385121,3.258623,10.50838,22.37714,2.209917,-0.2848911,3.349079,-0.573148,0.4295864,3.495321,10.243,0.08176613,0.7323461,24.45026,4.811145,2.824387,21.58733,-3.33128,11.4565,3.666882,11.60197,1.172634,43.07555,1.077937,2.724472,7.42521,19.74059,-0.8402676,2.478079,4.73739,2.205232,5.873843,5.111946,-1.456031,1.50968,-2.689077,2.643122,20.36854,4.29454,-0.8423712,18.56907,1.428117
15.38768,0.59469,42.28902,20.12233,13.28413,3.723531,18.94375,-0.7623234,4.523833,4.306688,7.643268,-5.135854,-0.4087141,2.255765,12.72455,7.300012,1.428095,2.208685,-1.858642,1.504521,3.978483,14.68383,28.45532,-0.5457637,0.9593409,2.597461,4.244627,1.323142,1.307671,0.2005358,8.134023,4.98378,6.443532,4.191978,12.33349,22.85686,2.13891,-0.9152426,2.138246,0.6324052,1.555066,3.535948,11.36504,-1.164132,1.557984,22.78833,4.35389,3.67047,22.33954,-1.399963,9.499723,7.175185,11.15145,2.707521,41.83643,2.966075,3.510673,6.15263,24.10966,-0.9886963,2.566623,4.661456,-1.029766,5.566847,6.251276,-3.272817,2.33283,-0.3680251,1.270965,18.88109,3.361013,-1.763884,16.084,2.35911
