 , C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12, C13, C14, C15, C16, C17, C18, C19, C20, C21, C22, C23, C24, C25, C26, C27, C28, C29, C30, C31, C32, C33, C34, C35, C36, C37, C38, C39, C40, C41, C42, C43, C44, C45, C46, C47, C48, C49, C50, C51, C52, C53, C54, C55, C56, C57, C58, C59, C60, C61, C62, C63, C64, C65, C66, C67, C68, C69, C70, C71, C72
44.964,4.461093,0.7883314,38.89862,1.1257,0.4241459,1.487025,0.9569326,0.4487148,20.07042,6.494238,10.86565,4.889345,0.7803512,2.943928,1.148363,3.787392,2.507147,-1.052103,5.252743,4.863784,-0.01717339,30.16963,36.05617,2.533972,31.77163,-0.06800265,3.366593,-3.269303,2.60273,8.705335,1.401271,8.09992,20.02234,34.49629,6.442557,2.127698,-0.2351658,0.07928837,8.958992,15.31843,18.27031,18.18942,0.3754439,14.03045,7.264369,7.636339,19.61334,8.657284,-0.2936136,-3.349902,1.583339,29.37189,-0.08999362,0.5977778,12.53765,-3.923775,-4.743493,3.036305,34.07299,28.45645,11.78375,-1.454034,1.579954,-1.539781,2.405331,-2.246269,1.93413,-0.3615101,0.7789818,12.85504,2.131612,0.1922385,22.55423
45.06392,3.796008,-1.230705,36.73118,0.6298457,0.7727129,3.173336,1.663126,1.912955,20.39124,4.548459,13.0998,2.93166,2.093421,3.404274,-1.459088,4.186522,1.921101,1.266067,5.617263,5.279584,0.7966428,29.11051,40.03731,1.530121,33.09855,0.8864297,1.953587,-1.420312,1.583538,9.609251,1.780794,8.924305,19.70033,35.7616,6.163462,0.9083868,-1.862814,-0.635533,10.194,14.02208,20.53409,17.929,1.829363,13.73601,6.483322,6.478434,20.70247,9.983717,-2.157346,-2.89304,2.044018,27.2281,-0.0548411,1.538196,14.17618,-3.482321,-3.968717,3.158665,32.91401,29.58945,10.77795,-3.651134,2.123219,-0.6476034,3.840501,-3.04001,3.288063,0.4251763,-0.6529745,12.90439,2.836809,1.13626,21.15052
45.16384,4.354023,-2.501375,34.47074,0.1082419,3.301532,0.9038097,2.472905,-1.210607,18.18826,3.0844,11.46915,3.871577,0.4899548,2.15859,1.644979,3.862032,1.807679,-0.6202204,6.36875,5.163458,-0.4324246,28.83956,38.57695,1.928651,33.15924,-1.058992,1.940797,-2.736482,3.433048,8.199433,2.110114,8.944156,20.73406,36.98633,5.916713,3.892557,2.046256,0.1348726,9.496425,13.18583,18.36315,18.06585,1.848921,14.87686,6.323364,7.050438,19.09061,12.61533,-3.244818,-3.783514,3.525333,27.3982,-0.2291757,1.985002,12.23009,-4.115222,-4.315215,3.251299,36.34837,29.87773,12.26228,-3.262209,2.713445,-0.8311329,2.596023,-2.034241,3.006291,1.10398,-0.905825,14.24381,1.038685,0.4683411,26.35627
45.26376,2.847178,-3.747257,34.47555,0.7067872,5.262927,0.7634727,0.9164241,2.805476,17.58094,1.97899,10.86329,4.431556,-1.150324,1.490465,0.06031568,5.076949,2.409454,-1.990304,9.117403,6.706955,0.6726823,28.11311,36.56313,1.918426,32.54846,-0.37668,1.582103,-2.862409,4.386606,9.964563,1.563622,6.629882,21.98025,37.22184,6.089922,3.681981,-0.1839202,-1.031738,9.265574,12.81321,19.38874,22.10631,0.5892763,14.0674,6.291068,6.614898,21.58993,15.31162,-1.247333,-4.465941,3.043153,28.24264,0.6638107,3.074862,13.68775,-3.929552,-5.146633,2.499663,34.05044,28.93238,10.32837,-1.054488,1.795012,-1.472803,1.705217,-2.466069,4.088471,-0.3930025,1.897151,13.22035,2.609343,0.7523101,25.63948
45.36368,3.699417,-3.474511,32.14607,1.879594,5.181324,2.630854,2.174109,1.252504,17.08301,1.648543,12.23986,2.792482,-0.9532803,3.474049,-0.4634577,5.020692,0.7981544,-0.5068957,11.49275,3.580252,2.349163,24.61929,36.17522,3.343782,30.02233,0.6208677,0.9379192,-2.492322,0.6465567,7.970488,-0.4569461,6.883925,21.70773,40.90108,6.311625,3.716387,2.449951,-1.389914,9.340385,12.26288,19.12804,20.88733,1.030017,14.86736,6.016396,6.348937,21.5967,13.52798,-2.359225,-2.914156,1.29738,26.63634,1.153265,2.544516,12.71579,-2.568611,-3.159716,4.905731,30.95193,25.9954,8.159148,-2.329636,0.8730651,-0.5509125,1.424866,-1.829631,5.509162,-0.3020998,1.252902,13.14154,1.608936,1.288639,27.58165
45.4636,3.420609,-3.599985,36.84007,-2.259831,3.515936,2.774974,0.841962,3.275313,19.75717,1.061056,9.182265,2.974499,-0.1947143,-1.159215,0.6875772,4.89895,1.322584,4.099054,17.84804,5.637424,-0.5474922,24.52049,33.34533,3.530246,31.43943,2.988785,0.866295,-3.464847,6.032323,3.375991,-2.049799,13.99588,22.90545,41.07915,5.655363,3.488656,1.159974,-0.05814738,12.30784,9.217214,19.22799,21.83724,1.873001,13.81623,6.074646,5.652015,22.70934,15.66704,1.304959,-2.997799,1.173843,26.32151,0.7644071,-1.519151,12.53934,-2.248855,-0.6973925,7.200535,28.07431,29.64675,9.473282,-2.597268,2.676044,-0.8464012,1.482585,-1.519856,4.703283,0.854818,-1.866008,14.2647,1.905929,2.692245,29.64502
45.56352,3.480526,-4.48194,36.3547,-0.8295761,2.816502,-0.5332736,0.7122363,1.790573,17.18808,-1.054259,9.761535,2.960091,-0.9062701,-1.892464,2.041504,3.707389,2.003047,0.261863,23.07549,4.271693,1.833297,22.70704,30.82982,5.07814,30.64899,2.160685,0.4481884,-0.8140288,4.164647,5.615577,0.1511713,13.49393,23.02445,43.78978,6.620475,3.812062,0.4647605,0.3475908,10.47398,10.52451,16.84418,22.76534,-0.4169628,12.2512,9.051237,5.744326,21.68962,14.33628,-0.5409185,-3.914737,3.253958,24.03579,0.160282,0.9579016,11.15313,-2.991355,0.7841783,6.006578,28.11699,26.79558,8.625407,-1.38805,0.02385174,0.829273,-0.6254094,-2.176449,5.17272,0.331762,0.1548672,13.66828,3.163949,1.553931,28.57566
45.66344,2.850814,-6.109459,36.12461,-1.970732,3.528987,0.2440494,0.5892027,1.713951,17.53284,-0.8041769,12.79984,2.639847,1.138852,-1.756506,2.858914,2.620797,1.32201,2.075361,23.8172,5.161836,0.2733588,18.24768,28.47821,5.133945,29.2239,3.17573,0.6117368,-1.840428,5.562442,5.500034,-0.6496664,10.52761,23.97947,43.50847,7.918954,2.976532,0.7017266,0.07984567,10.76722,9.250875,18.95736,18.28839,-1.998522,13.01437,8.750024,4.616012,21.19334,15.51525,2.829644,-2.213411,2.310408,25.52826,-0.7608619,-0.08201876,11.2349,-3.358001,1.890842,7.063689,26.27838,25.84425,9.406477,-0.4690171,0.1853528,0.5665439,1.579344,-0.954373,5.495442,0.6454118,2.185827,13.07658,2.992094,3.877031,26.86123
45.76336,3.918311,-4.071607,35.62443,-0.2631651,3.114388,2.480377,1.046439,1.250415,15.34023,0.2391063,9.651327,1.709205,0.6877603,2.029609,-0.1609832,3.342914,1.165747,0.8615033,23.61286,3.350204,1.797482,21.17595,28.25025,3.438007,26.03199,2.542986,0.2802274,-4.510003,2.432552,5.294696,1.095213,7.481081,23.02656,43.6072,6.65758,1.695933,1.110057,-0.2496833,7.290689,8.42273,16.31846,17.23945,-0.6442169,11.24927,12.32751,5.410524,19.99642,15.34845,1.326746,-2.064566,2.021178,26.4361,-0.4325004,1.269528,9.98261,-3.352874,0.4241784,7.177852,23.34548,24.00702,9.32246,3.367251,0.7787572,-1.101881,-1.265717,-2.384963,5.621697,1.489778,3.374422,14.62941,2.015199,3.209333,25.22977
45.86328,3.877747,-3.843671,37.74576,-1.529997,3.322451,0.3744103,0.4979099,2.108779,13.51645,0.105448,12.3524,1.630538,0.4652576,0.5619025,-0.9365321,4.599245,1.576888,2.540767,22.046,3.318597,1.857087,21.56931,26.98126,4.301425,23.79234,-0.2689746,0.397286,-1.864162,1.401382,4.889355,1.784913,8.706715,22.19788,45.34644,9.079804,0.2312275,-1.86055,-0.4716751,8.60134,7.132046,15.05683,17.18123,0.8706636,11.81503,12.72076,5.913209,20.77284,14.7236,-0.7093495,-4.052257,3.499394,25.64467,0.1192074,2.45014,9.905896,-3.968172,1.711026,7.781617,21.54157,24.48706,6.36639,2.650872,-1.296908,-1.124328,-0.2774916,-0.6662269,4.986701,0.6168839,6.201726,13.34585,0.9907277,2.658,26.16456
45.9632,3.255444,-5.130279,39.54498,-0.3014101,3.476078,1.887741,-0.7014611,2.808883,15.9927,-1.586738,12.91245,2.135288,1.471721,0.4682221,-0.7342845,3.334023,0.7249641,2.503084,22.0644,2.999274,1.893781,20.57741,24.33208,4.024649,22.95228,2.07291,-0.8616774,-2.466145,0.8333442,5.600195,-0.5939132,6.481057,23.32834,44.97285,8.961602,-0.07706223,0.04601235,0.4994327,6.221765,8.340589,11.53873,16.52475,1.13735,11.31888,14.26251,7.292158,20.07644,13.88661,-0.6957092,-1.087115,0.5723922,24.45402,0.1239247,3.569558,7.96574,-1.389029,0.4017505,5.728886,22.78592,25.4658,7.358591,1.932565,1.126778,-2.769987,2.633759,-1.836683,5.262752,2.012775,3.519466,13.20311,2.182158,3.04646,26.25634
46.06312,3.597995,-3.507898,46.42605,-1.167062,3.335269,0.6852992,-0.05739496,1.124345,12.996,0.1664605,13.70775,0.8458273,0.8328882,2.521509,-2.538216,3.663333,0.4044034,1.529924,21.08589,4.661742,-1.119239,17.77346,22.14714,2.507096,22.67378,3.019053,-0.6570508,-2.06678,1.328502,3.949388,-0.3224279,7.358905,22.09525,43.55648,8.931036,1.11678,0.1617644,2.106543,7.314993,6.16501,14.10559,15.46852,0.2704161,10.10216,12.23634,5.494822,19.73264,13.54177,-1.429476,-1.272389,0.9608787,24.43876,1.103323,2.487219,8.527423,-2.893481,1.088474,7.625559,17.21136,23.98565,4.642721,2.88037,0.5112626,-1.189111,1.69329,-0.588567,4.657742,2.126787,4.199847,14.28427,3.592126,2.644998,26.97697
46.16304,0.6985892,-4.5281,54.1467,-1.381148,3.984422,2.162816,0.3284565,0.8743945,14.46999,-0.08570823,9.011084,2.630334,1.841357,-0.8645259,-2.360497,5.740558,2.020374,1.558109,21.33456,2.099707,1.196626,14.07177,19.43005,4.961813,25.98129,3.130914,-0.9831136,0.03044465,4.53385,4.784772,1.590035,9.324563,21.50125,45.53856,6.699666,-0.177932,0.8604351,0.01436247,9.470588,8.144602,11.18214,16.58676,0.3567004,9.483428,12.67727,4.687547,20.94935,14.93613,-1.109666,-1.925027,0.1233197,22.69637,0.4963421,3.801953,7.14364,0.07335502,4.72724,6.036688,17.16921,22.47097,7.968772,1.947901,2.735634,-2.922067,3.204878,-0.1741008,5.471817,1.671883,3.553829,12.92366,4.278756,3.358148,25.3227
46.26296,5.484192,-3.286455,57.48597,0.3291626,5.407719,1.555365,0.2579355,1.594525,16.91188,-1.296944,12.10361,2.148674,2.823595,2.300702,-2.955748,5.764489,0.07728471,-0.01211099,24.35346,0.5722045,3.103668,14.47468,22.50314,5.563607,24.30546,2.631338,2.123281,0.1796926,0.6775829,4.650209,0.4445142,6.497301,21.57251,44.44409,7.784619,-0.4688262,0.8869228,-0.630496,5.823131,7.41361,12.76649,14.84345,1.650106,13.60604,10.03436,3.719882,20.56974,13.35109,-2.102259,-1.935807,1.89524,24.29235,0.1830435,3.287439,7.880869,-3.494156,3.085918,6.610385,17.40198,20.60032,7.896702,2.166889,-0.02923088,-1.638832,0.7709494,-1.604569,3.353909,-0.1680143,6.147584,11.31056,1.290458,1.587922,25.0729
46.36288,3.524234,-3.024729,61.42422,0.1015095,2.244745,2.210515,-0.2796366,-0.8770633,18.98121,0.7592638,12.57056,3.220849,-2.284926,2.488319,-2.947705,5.458755,1.727201,1.843532,20.82344,2.842418,0.9861802,14.67767,20.80105,3.291825,24.33035,0.9052918,3.928362,-1.183041,0.5613958,6.408634,0.0195091,5.540069,19.05977,42.3158,7.810111,1.883925,-0.6375864,1.198096,5.639859,8.93564,12.04851,14.64728,2.765929,10.28007,10.18234,4.894525,21.38064,13.99723,-1.748282,-1.094097,-0.1398025,21.52423,-0.8932652,3.429311,8.695251,-2.703274,1.088602,6.64164,16.36209,22.26106,9.34252,1.789713,-0.2167463,-3.113815,3.55652,-1.787854,4.742393,0.9240944,5.079305,15.29618,2.354162,4.211559,23.50876
46.4628,8.014719,-2.383563,62.50819,-0.5255139,1.730314,3.72471,1.895906,0.07953887,18.20498,3.387754,14.34295,2.37425,-0.2936247,2.796296,-4.553869,3.888031,2.421429,0.9079263,20.29875,1.588024,2.166362,12.3296,23.20048,2.997929,20.43345,1.273251,0.3228315,-2.303843,0.08682296,4.341277,-2.255297,5.490316,18.32977,40.63142,7.850328,-0.1968537,-0.7357846,-0.4419175,7.11146,7.997319,11.30323,13.34449,2.153253,9.79475,10.26468,2.795759,21.33646,13.22345,-1.295594,-2.334584,1.138226,21.40671,-0.3408278,4.663498,6.811196,-3.273087,3.128282,7.548989,16.88936,20.17127,11.29034,0.9330838,0.2555467,-2.394279,3.765149,-0.8666032,2.415589,0.1309106,4.025886,12.97669,1.780163,2.782312,24.59193
46.56272,7.521352,-1.614549,65.34182,-1.951146,4.666624,2.63403,-0.5712844,-0.4943691,20.88248,4.115442,13.9602,3.280176,1.74323,1.242128,-2.269665,6.360965,1.909062,0.9825398,18.30558,2.20172,1.683658,12.75893,24.018,2.829019,19.88537,1.610557,2.346061,0.01667374,-0.9609225,4.832979,-0.1205799,8.691694,16.93793,39.83952,7.612938,2.144179,-0.9767684,1.129976,7.112658,7.830691,8.456318,14.01267,1.731266,9.54861,8.130686,1.231105,20.83387,13.01638,-0.5486579,-3.921875,1.832888,22.20781,0.05296847,2.722676,8.533598,-2.139626,0.0178124,6.763783,13.92144,20.16798,11.25809,-0.7058073,2.248819,-0.3377681,2.152445,-1.236492,4.195431,0.3964718,4.883384,9.914559,1.129315,1.103046,24.19721
46.66264,8.618922,-1.773547,64.28857,-4.447222,3.169668,0.3107132,0.7516814,-1.36968,22.91195,4.276631,13.91451,4.053863,0.169494,1.401164,-1.595552,4.564693,5.27656,1.907069,17.76693,1.266085,2.298368,11.58493,26.58561,2.192914,18.74669,2.547945,2.421594,-1.162764,-0.145121,5.309259,-0.3041944,8.511292,15.76849,38.49087,6.995473,2.055174,-0.6019996,0.7280906,6.100844,7.684926,9.222587,12.05024,0.07881277,9.771921,9.44527,4.512891,21.00629,12.48985,-0.7040461,-1.366101,0.7190231,20.91585,0.4694913,3.567663,8.205042,-0.8264939,2.834143,5.134529,14.44403,18.82814,11.09526,-0.2990051,2.37838,-2.748157,2.872755,-0.8036872,3.631276,1.5622,4.921374,12.01947,2.6205,2.64968,27.37804
46.76256,11.55331,-0.3653048,66.64376,-0.1851848,2.987938,3.714238,1.868211,-1.033566,25.20509,4.099509,13.4813,3.109974,-0.302847,1.724793,-1.351184,5.457598,5.056264,1.843961,15.13747,0.7669991,-0.1364067,12.64257,30.30935,0.7498339,17.33574,1.802997,0.4504505,0.2996984,-0.3431473,4.948699,-0.9915892,8.430049,13.03525,38.42392,7.073416,2.819907,-3.123312,1.631758,6.468886,6.219645,9.941972,14.46614,0.4638881,10.07123,7.870665,4.344613,20.36369,13.58269,1.299213,-2.822047,2.409094,20.42489,0.8729962,3.24893,4.977114,-2.394984,2.057671,5.483934,13.79248,19.4458,11.07467,-1.396477,2.132334,-1.892429,3.750216,-1.647462,5.96489,1.473948,4.211698,9.566843,2.901412,1.118339,29.09595
46.86248,8.212865,-2.834951,66.74265,-1.691745,2.224629,3.465719,0.9919713,0.0910853,22.92807,2.192252,9.880999,4.094698,0.2492476,1.83418,-2.626647,5.902991,5.061877,0.3836375,14.18827,0.9538277,1.329496,13.19246,34.94593,0.8177866,20.45023,0.8053257,3.185829,1.333586,0.1977368,7.500732,3.419885,5.778111,12.92026,38.26293,9.601601,3.738704,0.978758,3.124136,6.287569,5.074746,9.900477,16.05369,-1.516787,9.725142,9.906061,4.733716,21.62105,12.73795,-0.6336562,-1.879832,1.829798,17.96712,-0.6294106,4.791148,5.871348,-2.11148,-0.1277103,5.04756,15.99749,17.89459,9.417164,-2.661328,1.033034,-1.395167,3.98302,-0.539746,4.26113,1.256656,4.92355,10.44735,1.153574,3.029316,27.70588
46.9624,10.26294,-0.9248997,67.27327,2.07366,1.978098,3.930783,2.066994,-0.7878773,24.1655,5.363051,11.2964,2.158654,-1.268078,4.429316,-1.764347,6.857671,3.860645,0.04792091,12.84011,2.192754,1.244809,13.69865,36.31895,2.318729,23.18855,0.85967,2.046921,2.003341,-0.5175338,6.182634,3.231731,4.937978,16.26299,37.68779,8.612733,1.971229,-2.925912,2.702245,3.865543,5.598724,9.841093,19.29846,2.152705,9.743286,18.51738,9.40554,19.97354,11.78853,0.09993695,-2.224399,1.057384,20.27087,0.679014,4.379954,7.030525,-3.209465,0.2245426,4.236766,27.51622,18.40475,7.729793,-0.2436734,0.5657611,-1.338347,3.080107,-1.340477,3.324952,0.518852,8.295978,10.23638,0.9241599,2.081802,26.01055
47.06232,9.48275,-2.205917,63.75598,1.915452,3.482426,2.953444,3.119157,0.436804,23.4372,1.824837,9.095077,3.272021,-0.2422725,2.127313,-1.107787,7.798627,3.954878,-0.2714356,13.19952,0.4431888,2.005076,21.79969,35.17966,0.4220943,29.65753,0.7043089,4.237199,1.011666,-0.6386887,7.10577,2.665344,4.329489,13.93838,36.54185,8.082426,3.360177,-1.566304,0.8331311,4.650979,5.727408,8.647403,21.91848,0.8149952,9.476552,28.63035,13.10788,21.39063,10.07714,-1.999031,-0.9766212,0.130538,19.87705,1.511801,4.193244,7.216866,-1.643255,-3.434561,2.457626,32.67526,18.40233,8.252445,-1.870303,1.151842,0.7498909,6.732431,-4.932077,3.029021,-0.2256339,16.38689,11.98087,0.6552232,-2.374462,26.04882
47.16224,9.940833,-0.09441902,64.34173,-1.533195,3.599008,2.513696,4.014877,-1.581356,25.29837,3.455766,9.86321,0.492915,0.2483143,1.77153,1.375544,5.732738,3.001705,1.604329,14.04993,2.993109,-0.6418241,26.35966,30.91028,1.550361,30.5322,-0.9371158,0.7892989,-0.6856621,1.166629,5.588797,3.685199,6.037801,13.81027,34.59648,6.736772,2.056487,-1.04835,1.778396,4.444394,3.942436,9.030253,24.28547,0.7487862,11.92471,41.10051,16.86788,21.56889,11.46977,-4.550413,-1.767756,-0.4930461,22.46773,0.9229951,5.202905,9.476974,-2.36617,-0.7068508,6.113002,36.77724,21.87661,8.345984,-1.285228,1.53823,-1.758635,4.954316,-5.185343,2.121885,-0.940956,19.53106,13.19481,2.68099,-0.7465502,24.4336
47.26216,6.71332,0.3587798,63.30276,1.373334,4.830451,2.838646,4.187092,-1.301535,25.20742,4.49708,9.021426,0.03944902,2.692545,3.472054,1.250548,6.155571,2.106742,-0.6780228,13.99957,1.022648,1.1224,34.69576,29.13113,1.391944,28.60952,0.6718671,1.424612,0.6724193,1.466645,7.770956,2.756094,5.381859,10.96734,34.65658,6.669732,2.674995,-1.931816,1.499613,5.484733,4.235271,7.559504,24.04823,0.6754237,10.88869,51.56146,21.62316,20.8747,10.84801,-3.096385,-1.912784,1.012903,20.76683,-0.7512462,5.075005,12.82278,-1.792502,-0.5809914,6.505992,35.25599,21.1906,9.209219,-3.479572,-1.527628,-2.666982,3.709806,-4.191805,1.35302,-0.7300324,23.75451,12.29052,2.241261,-0.9373068,25.78031
47.36208,10.39904,-0.03026119,63.16271,1.256432,3.056091,1.358742,2.571161,-2.273004,26.96022,3.949471,7.943572,1.914693,2.044891,4.166099,1.737475,5.001641,2.568975,0.01347122,12.52699,1.560105,0.907872,37.3735,26.48665,-0.7883975,26.94005,2.019651,3.211216,0.7471641,0.06506129,8.5865,2.277833,5.524827,9.589912,34.90757,7.009465,0.3660466,-2.698616,1.377499,4.161296,3.698907,8.698454,19.86203,1.645524,10.7294,58.19535,21.87288,19.34021,7.937672,-2.72839,-1.983924,0.660614,22.63134,0.06772828,2.39969,14.31136,-3.846091,-0.9961476,5.416326,32.78119,20.78739,11.40169,-0.9936168,-0.8897718,-2.220556,3.974739,-2.412056,2.215969,0.9208496,28.74726,11.20649,2.023713,-1.061758,25.46276
47.462,9.141697,1.423369,60.18852,0.1592565,3.12279,4.918915,2.296992,-0.7009621,26.23495,5.684566,7.229075,1.46067,2.955609,2.567411,-0.224538,6.425355,2.831462,0.9424043,12.38419,2.427919,-0.1346926,36.43806,27.41542,0.819374,27.76579,1.060165,2.686469,-0.355137,0.002401575,9.388586,2.570513,4.539328,10.45049,36.77068,7.967503,1.274474,-1.013503,4.354617,3.729382,5.670629,7.230935,21.66738,1.121346,10.51953,60.94957,20.92332,21.07411,8.38169,-0.1514951,-4.434734,0.7871,21.25357,0.2469905,5.453638,12.8841,-3.878464,-2.089152,2.83851,34.13791,17.64524,11.16643,-3.253949,1.096714,0.07613613,6.13267,-4.492115,-0.2586321,-0.1613118,30.52797,13.07175,1.971684,-1.460876,25.85809
47.56192,8.601452,1.003608,63.19001,2.019216,2.384876,4.779083,3.563948,-0.8109992,26.16893,3.989667,6.739127,1.068439,4.172607,2.565744,0.09081735,6.060961,2.414807,1.86153,8.431464,0.9588171,0.5342766,36.65491,22.64851,-0.7724055,31.61642,-0.4381948,2.806646,2.981805,1.624207,11.76597,2.678126,3.825174,8.817023,35.51654,4.487637,5.427317,-1.395935,-0.3482731,3.046126,3.654388,8.108007,20.08439,1.105695,10.5367,58.4547,21.1376,17.88173,8.271547,-1.872634,-3.197017,1.497978,24.4951,0.7348685,5.331266,10.22297,-3.736225,-0.5787026,5.368543,32.20967,17.84936,10.48646,-2.783178,1.728031,-1.104965,9.853238,-4.198779,1.099788,0.2270461,29.87089,11.50158,1.929384,-3.059491,25.26406
