 , C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12, C13, C14, C15, C16, C17, C18, C19, C20, C21, C22, C23, C24, C25, C26, C27, C28, C29, C30, C31, C32, C33, C34, C35, C36, C37, C38, C39, C40, C41, C42, C43, C44, C45, C46, C47, C48, C49, C50, C51, C52, C53, C54, C55, C56, C57, C58, C59, C60, C61, C62, C63, C64, C65, C66, C67, C68, C69, C70, C71, C72, C73, C74, C75, C76, C77, C78, C79, C80, C81, C82, C83, C84, C85
9.29256,2.511467,-4.941498,-2.200858,-4.265499,4.702025,2.614321,7.290544,6.954985,23.26818,15.52608,16.305,6.178656,2.009123,-0.5038318,7.905909,-6.431183,1.650511,0.8944367,4.339317,4.141613,8.415009,3.430151,13.79745,-4.901411,0.3232264,2.507437,-0.3764977,-2.150819,9.135385,1.305456,7.362808,-3.299048,28.96225,7.321126,5.052909,-0.3450989,-6.709753,9.310994,4.987888,5.531499,0.9175717,4.47323,-2.055528,8.697999,1.439528,3.542382,2.110271,5.903743,21.26347,5.02041,-0.5042952,3.366863,0.3559653,1.457322,1.08733,1.692385,4.016728,-0.3670561,2.973153,4.702629,-0.8621432,9.733038,9.255083,5.080575,7.513024,4.998768,0.9754496,-0.203649,-1.106797,2.38283,-0.8213318,0.9248022,7.050776,7.082146,12.11019,7.05775,6.019247,-0.17726,2.808827,28.95464,-0.4283274,3.097445,-4.411071,1.244077,0.6998547,3.637298
9.39248,2.889729,-3.905844,-1.919833,-5.058612,3.444302,3.473276,5.336703,4.888844,25.71912,15.7985,15.31191,6.651903,0.0150869,-1.187813,5.591782,-8.459373,3.648544,0.3413811,5.102419,3.684571,7.008887,0.9941192,11.81793,-3.141738,0.06310417,1.945506,-0.3904708,-1.129101,9.118798,1.248617,5.904422,-3.9538,28.33138,8.544906,4.592011,-1.19862,-3.533092,10.38254,4.460499,5.039178,1.958659,3.735488,-0.9501202,8.4122,1.72206,5.215454,2.605701,4.875196,21.11143,4.39642,-1.300181,1.580809,1.373365,-0.6596366,1.839367,2.572405,3.246033,-0.6771985,2.961842,6.797934,0.9019942,10.39372,9.792531,4.569932,7.518278,4.894408,3.829959,-1.195296,-1.527542,1.96247,0.5852337,0.5183757,6.69564,8.144392,13.19833,6.869736,8.029865,-1.884499,2.54654,27.50907,-0.1458439,3.247796,-5.217987,-0.8847174,3.935017,3.637298
9.4924,3.052641,-5.996721,-1.377634,-3.182586,4.111348,2.932788,6.863211,4.268909,33.05125,17.16054,16.14786,5.213436,2.686654,-1.842755,5.372909,-6.786907,3.077025,-0.01466806,4.130923,2.802296,6.907125,0.6587535,13.21532,-2.966434,1.575903,0.7654182,-1.134947,-0.8852787,10.63494,0.3243674,7.102233,-4.434913,28.10965,8.677478,2.873357,-0.7647319,-4.83987,10.16938,4.315557,3.460482,2.446671,4.289348,0.5675303,8.828045,2.104394,3.696555,5.562249,6.088027,21.18044,2.678502,-0.6845156,3.172578,2.262157,-0.495577,3.456908,2.679576,3.824899,-0.3709356,2.669321,5.370763,0.1112963,9.863664,8.178171,3.742545,7.51834,4.681175,1.243697,-1.315709,-1.221949,1.242749,0.5990594,0.7839614,7.969555,8.733033,15.77145,7.72893,5.992402,-0.8582461,2.360418,28.05814,-0.7583079,3.21338,-4.19259,-0.4124493,1.840598,3.637298
9.59232,3.888588,-5.536038,-1.68935,-5.32097,4.626898,3.780281,4.701853,3.998493,33.56243,16.4275,14.63034,6.096032,2.367369,-1.710464,5.307423,-5.078025,5.09208,-1.893777,4.528408,2.985161,6.088025,1.606092,11.53908,-4.404257,0.06498997,1.981538,-1.39859,-0.631574,7.966208,2.301246,7.877679,-1.946587,27.59331,9.342373,3.437388,-1.566343,-5.712057,10.70547,4.562512,4.285326,0.8640478,3.470273,-0.1541969,8.420434,1.957684,3.35809,4.544667,6.900151,19.78368,4.583452,-1.711408,2.872242,1.50134,0.681003,2.61673,0.842672,2.604766,-1.08911,3.153228,5.499421,-0.2282739,9.748582,6.448448,2.341204,7.625336,3.401675,1.860387,0.4204549,-1.042362,0.8166263,-0.5752522,0.6026105,8.226039,8.452784,16.2268,6.245565,4.497145,-1.664744,2.138106,26.13713,-0.338826,2.114802,-3.759001,-0.1355008,4.159545,3.637298
9.69224,4.803777,-4.664972,-0.9419068,-3.299118,3.104739,3.49472,6.594271,5.322735,32.44162,14.61962,16.9972,6.628591,0.7095,-2.660005,7.362378,-5.312606,3.355087,1.290303,5.17303,4.619914,8.179677,2.033917,11.82813,-3.7879,-1.58719,3.852946,-1.747758,-1.470594,8.120287,2.610693,6.740693,-2.378577,26.52809,9.010453,3.532033,-0.340764,-4.10704,9.767147,5.611745,3.451795,1.246622,4.697927,-1.192059,7.018158,1.166832,4.566137,4.235177,6.373564,20.39629,3.815926,-1.554793,3.053016,1.022708,1.031187,-0.06078529,3.122453,3.405119,0.797648,3.560993,3.983903,0.2235161,10.99107,7.171439,3.34096,8.934995,3.202857,1.890634,-0.1494056,-1.537485,1.604458,0.4497523,2.120161,7.800428,8.030049,17.75559,3.597769,4.291757,-1.063403,0.5714951,26.01336,-0.4947554,2.921268,-2.157152,-1.435102,4.499368,3.637298
9.79216,3.921965,-4.691668,-1.310739,-5.889529,3.859679,2.49614,3.435854,4.987324,31.50319,15.89413,15.31863,7.94264,-0.5129299,-0.4509343,6.18692,-5.546442,2.373434,1.806464,4.065009,5.049944,7.318697,0.573928,14.02937,-2.692522,0.4001248,3.039045,-1.654013,0.2318381,6.759302,4.268917,6.274361,-2.662107,28.04142,9.056743,3.521814,-2.030561,-3.285394,8.973499,4.288146,3.260025,2.257997,3.809955,-1.153041,7.869179,0.6203541,3.100284,3.701943,8.850207,19.92177,4.639016,-1.616548,4.389341,1.232895,1.050268,1.928487,-0.1357352,4.586188,0.7133791,2.232609,3.088179,0.3482929,11.35268,7.410738,2.687203,6.797246,4.090473,1.451406,0.3261772,-1.564166,1.748128,-0.8817632,0.5285801,6.671166,8.774725,18.13262,6.388356,5.409151,-3.199402,1.861625,25.07272,-2.877911,3.546818,-1.923068,-2.865311,5.78815,3.637298
9.89208,5.067818,-4.438276,-0.06976141,-3.23192,5.285054,2.245349,4.992601,4.023073,29.70402,17.46462,17.06658,8.112041,0.1433727,-0.2991403,7.825472,-4.643195,4.069722,1.445757,6.469422,5.694215,7.724646,-0.3669709,17.1502,-0.7915513,-1.209059,2.444956,-2.316783,0.5781065,9.600418,1.570787,7.435182,-2.022675,29.82689,9.104989,2.082317,-1.311117,-1.775471,8.736089,5.12745,4.19215,1.537944,1.245622,-1.361334,7.446205,1.88183,4.596138,4.132348,10.03947,21.01024,5.827184,-0.9317292,3.234917,1.913228,3.921445,2.1845,2.933604,5.413939,0.1820002,3.085616,4.849257,0.1085576,11.22295,6.32406,3.084413,7.413354,3.425659,1.670376,-1.206868,-1.353842,1.903316,1.013832,1.500947,7.367827,8.043917,19.68911,4.070622,4.928064,1.342302,0.8515778,24.49219,-2.081894,3.794849,-3.458865,-1.837396,7.031891,3.637298
9.992,4.241221,-3.100353,-0.6208008,-2.92408,4.652511,2.447523,5.837643,2.364927,29.33461,16.08897,19.3619,7.952031,-0.1170196,-0.8441354,7.139657,-4.794154,1.44896,2.052888,5.857241,3.293197,8.081697,-0.06511433,18.31621,0.6231656,1.041127,2.500292,-0.6423652,1.171208,8.423326,1.908217,7.140034,-1.552983,29.16835,7.925896,1.276898,-1.551967,2.534333,7.395465,4.244913,1.547651,3.27835,-0.8037829,-3.234374,6.48269,1.630467,3.832083,5.017264,25.50492,21.19548,4.993478,-1.566964,4.375981,1.670624,3.101808,0.9023631,2.050637,4.879436,-0.1530907,5.038059,4.232071,2.929028,10.06087,6.857725,3.279816,6.650506,2.341804,2.403574,0.4229304,0.2070532,1.544156,1.961398,1.364948,7.506783,8.479231,20.39484,4.92656,6.531655,1.745219,0.9257818,23.34487,-1.985971,2.735862,-1.180497,-0.7325651,12.17131,3.637298
10.09192,1.780889,-5.1739,0.4577746,-1.789683,4.399696,1.857469,7.199476,4.181554,26.45248,16.05747,21.02669,7.409193,-0.1340017,-0.5705921,7.95749,-5.984914,0.5990357,1.297412,4.470866,2.692851,7.456449,1.026932,13.85299,0.8682339,0.1914902,5.386997,-1.637492,-0.01447558,6.998996,4.393255,7.398855,-1.773837,30.08229,7.86865,1.723905,-1.189496,3.921297,7.468894,4.102092,2.065613,3.060233,1.085332,-2.756089,7.067657,1.558967,5.079445,3.641839,32.82973,20.79829,4.49681,-0.3137524,3.098268,1.986181,4.331091,0.2264011,2.391642,2.218425,2.613184,4.891973,3.957945,3.461471,8.597669,6.470086,2.55181,7.671562,3.294893,1.262891,0.8517449,-0.5773814,1.447704,2.409288,2.184237,6.784786,7.324403,20.81215,1.410935,8.673565,1.865855,0.6842729,22.39768,-2.58526,2.31325,-3.577051,-0.7012959,17.50538,3.637298
10.19184,1.918279,-5.209142,1.017897,-3.872408,4.286552,2.471264,5.619403,3.706385,25.49627,16.38966,19.3714,8.256993,-0.06169031,-0.003959013,5.813027,-6.790879,1.807335,1.340156,5.074494,5.684322,7.990616,1.738623,16.25391,-0.4083481,1.088976,3.189814,1.678509,1.260935,5.922721,3.911819,6.305843,-1.283212,28.62872,9.301659,2.396464,1.391237,3.129176,4.454086,4.014357,1.558245,2.370084,-0.1590446,-1.598404,7.269277,1.548266,4.378631,5.12432,33.40363,19.90889,4.711012,0.2832552,5.224226,1.917896,3.833624,-0.2749947,4.272504,2.541752,2.952095,4.637158,5.483126,4.032485,9.109893,6.993636,3.95331,7.070496,7.227806,3.181502,0.1355242,-0.5716409,-0.01793672,2.515104,2.054828,8.665989,8.889775,18.81116,3.387415,8.22227,2.832669,0.03345351,21.44854,-2.334497,4.722033,-2.719794,-0.7248273,16.68907,3.637298
10.29176,2.247899,-4.955979,0.03610357,-3.586401,5.032632,2.883424,6.582567,2.482681,24.23099,14.10734,22.12642,8.221169,0.3701911,0.1454864,8.261189,-4.716812,2.182921,1.282906,3.428346,3.263212,7.135116,1.561058,20.90277,1.160081,-0.9400616,3.599647,-1.152434,1.019204,7.747188,5.510106,7.972795,-2.229188,30.48657,6.244147,0.7571887,-1.78178,2.213228,3.157713,3.235921,1.085836,2.859831,-1.767659,-2.435328,7.567598,2.155666,3.262023,3.76882,29.78017,21.16149,5.038513,-0.2691063,3.935871,2.838901,2.83636,-1.108791,3.146072,2.216764,2.975374,6.565307,4.042372,5.163388,8.675569,5.933836,3.489703,9.716104,8.770874,2.167884,-0.7960706,0.007378878,2.247687,1.401166,1.803983,7.930048,8.080633,20.59778,2.30393,10.15132,0.837201,0.3696209,22.7866,-2.95557,4.735015,-4.458342,-0.5114754,14.36997,3.637298
10.39168,2.272523,-4.218584,-1.346766,-4.058136,3.17575,0.5837415,3.722039,3.78308,21.53745,16.90786,22.38532,7.617495,1.689587,0.5004114,6.950737,-3.393519,0.5358627,1.834062,5.041433,5.229345,10.39859,1.221599,30.40264,-1.189124,-0.9115489,4.398065,-0.1936034,1.595093,7.660747,5.312048,7.965618,-2.278551,31.55646,5.593417,1.546118,0.05754468,1.017779,3.368376,3.436513,1.448275,2.922027,-2.138206,-3.562922,7.459942,1.291353,2.157093,2.85802,28.68305,20.61854,5.379456,-0.01735205,4.695092,1.847683,2.722681,-1.215539,3.301232,3.345856,1.626053,5.394657,4.027329,4.034904,9.422809,6.060241,3.909519,7.600646,6.156068,0.868793,1.240079,0.1453191,0.7513262,-0.4224284,1.176425,7.884188,7.615688,18.62753,4.947016,7.063877,0.8632643,0.9205208,19.98135,-1.280495,4.104276,-5.360123,-0.7664518,15.83006,3.637298
10.4916,1.822643,-4.094739,-0.4825812,-4.69847,3.21026,2.976987,3.874215,4.648531,22.98684,19.62268,22.55727,6.093724,0.2739152,-0.8072946,7.228071,-4.088211,0.4697578,-0.1217276,3.385345,4.105422,9.922955,1.472014,35.82232,-0.1617587,-0.1065242,4.101905,0.1056234,1.195849,8.310081,6.945504,5.932118,-0.4373482,33.08892,5.083942,2.898355,-0.2661903,0.6484537,4.623703,5.773178,3.435894,1.519321,-0.4538339,-2.111591,7.355282,2.010544,3.249287,1.539441,27.90772,20.72522,4.830116,0.2547361,2.91568,1.236254,2.333617,-0.4288936,2.954962,2.550844,2.925024,6.935205,3.378789,2.848821,9.389995,7.345538,5.234353,6.754637,7.47342,2.674142,-0.004043577,-1.160854,0.1410218,-0.1229195,0.925294,7.360814,7.352776,19.35004,5.141126,9.241851,3.536164,1.012067,19.4388,-2.473081,4.918777,-1.401654,-0.05203459,14.07868,3.637298
10.59152,1.615001,-4.860211,-0.2516399,-4.342793,3.590692,2.225334,4.856284,2.654098,20.7143,19.08735,22.62008,6.306215,0.507578,1.766647,7.448404,-3.110654,-0.9271966,-0.57335,5.582355,5.288383,9.548103,1.566823,38.18404,-0.02096309,-1.175522,3.772293,-0.3674512,2.589435,8.363447,9.195322,6.531533,-0.7009172,31.17924,5.310495,2.289371,1.412515,0.4613684,4.32508,2.506236,2.862045,3.25978,-0.9423475,-0.3994843,5.733171,2.282912,3.509385,3.306921,27.5736,19.94894,4.235898,-0.1943393,6.31449,1.612059,1.914315,-0.802848,2.014324,1.77396,2.083078,5.936656,3.167723,4.065267,9.91891,5.938419,5.060464,6.432736,6.164418,2.881543,0.1384664,-0.4620786,0.3758813,0.6395085,1.751811,7.127731,6.725013,19.32951,3.529086,10.77854,2.83454,1.962929,18.38967,0.09530326,3.261459,-3.027003,0.2236264,15.04081,3.637298
10.69144,0.9421654,-5.569859,-0.6208119,-3.262747,4.669727,1.155141,4.532004,2.841747,20.01664,22.50189,23.0591,6.631011,1.857274,1.239579,7.005367,-2.835008,-0.9196942,0.04382949,5.981594,5.802265,9.503448,-0.6849666,40.11295,0.976002,0.2022066,5.49045,1.328984,1.779302,9.919369,8.9505,5.176862,-0.898224,32.37617,4.312451,1.476987,-0.2437927,-1.705725,2.396437,3.876245,2.913602,4.593865,-0.6928675,-0.8937387,7.604761,2.902046,3.548026,3.89951,25.63292,18.74263,6.270085,1.121189,3.937702,0.9107803,2.158067,-0.2311555,3.82175,1.262954,1.118561,6.901262,4.081131,2.577597,11.69106,7.047731,5.275286,6.204096,5.217344,2.29088,-0.4406783,-0.7281442,1.170732,0.2151082,0.1398767,6.318933,5.805155,17.16474,6.216921,14.85679,4.715312,1.271758,18.45607,-0.5688378,2.227968,-2.748278,0.1458309,13.06248,3.637298
10.79136,1.159815,-2.694186,-0.08793524,-3.357963,4.399128,0.6028424,4.005735,2.570623,18.79193,26.84218,22.08619,7.53124,1.227483,3.030197,7.843161,-2.553221,-1.166463,0.7625124,4.245543,5.531128,13.24853,1.070785,37.55386,1.224436,0.6485569,3.483433,0.7179811,1.645717,6.115287,7.113154,5.329542,-0.7833135,31.03123,2.895441,1.595825,2.743287,-1.52001,4.304992,5.489688,0.4525049,2.718961,-0.09971599,-2.207846,8.291672,1.169161,3.549787,6.002756,23.93785,21.57161,5.073438,-0.07442539,5.351213,1.77071,1.229302,-1.5937,2.210913,2.83715,2.142581,5.819907,3.689466,1.638584,10.18291,5.725354,3.650794,8.604132,7.577447,1.588691,0.09209633,-0.2180766,1.147149,-0.6688877,-1.144981,6.389812,7.639211,17.01681,4.661608,15.52468,3.227702,3.19504,17.47923,0.3792715,2.997105,-3.238158,0.9124188,10.70116,3.637298
10.89128,1.330911,-2.191428,0.6292749,-4.370703,4.448903,1.668965,3.566184,1.642345,17.10352,27.26119,22.79221,5.289544,3.450327,5.013192,7.991316,-3.136671,-1.369162,1.522227,3.723647,6.882088,12.60884,-0.6273831,34.69124,1.19313,3.728136,3.168114,1.489225,2.115205,6.270622,7.913084,6.784698,0.6604691,29.13435,3.148273,1.684324,0.8877903,-0.7488573,4.312444,6.529726,1.546243,1.463814,-1.800464,-1.569529,9.228368,0.8232996,2.644843,4.569019,25.97105,20.58159,5.514859,0.06365012,4.718332,1.650307,2.364202,0.4699521,1.561805,3.421839,2.246181,7.137476,3.50706,3.069137,10.10838,5.683223,4.637456,8.867164,5.625515,0.8324238,-0.7173623,0.1357399,-0.6008978,1.318142,0.511362,6.767591,7.785769,15.11948,7.237881,18.38104,4.381651,0.8255059,18.50847,1.447967,-0.2496323,-0.9080665,1.382833,12.46907,3.637298
10.9912,1.673469,-2.987154,-0.05442742,-3.340223,5.648344,1.83865,5.732642,2.775971,16.69251,30.08937,24.39819,6.716545,3.844059,5.850536,7.164542,-2.919303,-3.123866,0.8014448,6.537719,6.46146,12.27075,1.238942,34.48001,1.386502,3.821803,2.92131,1.399232,0.6007355,4.175051,6.486958,5.702029,0.5941842,29.33846,2.459886,1.884351,1.770774,-1.957881,4.668299,5.810981,-0.8553852,1.168022,0.2192365,-3.497466,7.67867,0.4784894,3.401629,4.231042,23.36026,20.9843,5.110942,-0.09179848,3.093029,1.205075,1.782699,-1.156613,3.032681,3.321969,2.44896,6.971513,2.461589,0.7271349,11.44165,7.562816,4.168163,8.702518,6.565725,1.472151,-0.7673405,-1.023071,-0.2982136,0.2969597,-0.09050468,6.090632,7.281786,14.25598,4.801647,20.94275,4.148132,1.628814,17.45842,1.884336,3.142803,-2.281138,1.434495,12.267,3.637298
11.09112,-0.6559998,-1.596354,2.900962,-2.962376,4.655642,1.020481,4.172859,4.251517,12.9262,30.47235,25.70123,4.508817,2.529895,4.762349,7.957808,-2.42692,-2.305332,-1.87543,3.952976,5.813952,13.92296,1.334303,31.14977,-2.736799,3.840355,3.816826,0.8931077,0.09261543,5.71905,6.541275,4.963029,-0.4600621,28.62155,2.988904,1.831289,2.635002,-4.391817,5.481321,7.437327,1.370247,1.465658,-0.5817302,-3.892155,7.76905,0.1732099,3.113592,5.797328,23.29748,21.65243,4.420687,0.2599111,3.430472,1.131782,3.468967,-2.108641,2.783995,3.521591,3.31188,7.217717,3.505149,1.409127,10.87831,6.949091,5.136892,8.677,5.830825,1.239554,1.164041,-0.4732944,1.541662,1.252432,0.007835181,6.028673,7.80464,14.81984,5.924583,19.32296,2.978681,3.520734,16.44861,1.183172,1.629095,-0.8166033,0.9724972,11.06257,3.637298
11.19104,0.03803391,1.013893,-0.7397118,-3.755866,5.16441,0.3627437,4.986521,6.279061,15.74808,28.49488,26.9228,2.198375,0.7417592,2.82012,7.083763,-3.400426,-2.181466,-1.215605,4.022814,5.637312,12.2203,-0.2481822,30.65171,0.9724683,4.891194,2.246054,-0.9231182,0.9467649,3.221983,5.20025,4.427507,-0.1173979,28.55966,-0.9689299,0.7909911,1.075713,-2.113354,6.788876,5.51568,1.972592,-0.2835805,-0.4161764,-2.453878,11.76011,-0.4603053,3.009607,6.311147,21.51984,22.07993,3.75324,0.238189,3.909337,0.9304105,2.001463,0.05664253,3.482767,3.202313,4.200987,5.288946,4.101085,2.618918,10.64735,9.226728,7.54402,9.64816,4.910986,1.475339,-0.4257811,1.081681,0.6172798,0.5692187,0.349713,7.868511,7.275898,14.69593,7.214589,20.61943,1.872941,3.526381,16.76431,-0.002698814,0.6681201,-2.00898,0.7549546,11.07815,3.637298
11.29096,2.589553,0.766984,0.8227097,-5.437732,3.036629,1.936092,5.372453,4.016799,11.81207,28.69584,28.22039,4.352596,1.138569,4.47949,7.289153,-4.336736,-0.910277,0.6327316,4.723025,8.388377,15.48557,1.468828,27.54788,1.08038,3.704135,1.872466,-0.3942755,2.956147,3.185761,4.212265,6.800573,1.200635,28.67837,1.439328,0.4797461,0.6493268,-1.207468,3.507492,5.106171,-0.5787192,1.990765,0.869028,-3.737742,8.677311,0.692317,3.569189,5.197785,20.35874,20.9927,6.003059,-0.7505009,4.469767,0.05579944,1.377924,0.4973967,3.902447,3.449946,3.659598,4.916883,4.577011,1.965958,8.658872,9.290602,5.817936,8.424721,5.108842,-0.5071776,-0.129919,0.3991852,0.2532697,3.55911,-1.342885,6.495502,6.889109,12.85661,6.836745,18.77755,4.238312,0.5104468,16.33642,-1.068288,2.888803,-2.554496,0.6221542,9.854607,3.637298
11.39088,2.273761,0.09015184,1.473092,-4.347819,4.946986,1.612034,4.665197,3.567501,13.48653,29.53895,28.73425,2.198647,3.860728,4.261074,7.597867,-5.438243,-1.346851,-0.5504923,4.790765,7.042128,14.28312,1.050487,27.32757,0.05540708,2.896774,2.837525,0.9107069,1.56027,2.082503,4.132984,4.865829,1.825672,29.56896,2.476744,1.697693,0.8874357,-5.668811,4.568511,6.290157,0.9536442,0.7010577,0.01309442,-2.503935,6.607207,0.3653107,2.314367,4.215411,20.9756,20.98613,6.457755,0.3453619,5.319351,0.6021986,1.198344,-0.7102128,4.195276,4.046638,1.902107,7.709818,4.818518,3.613544,7.864928,9.914066,7.675421,8.705379,4.628923,1.079171,0.1506757,-0.9489822,-0.1548108,2.121695,1.418878,8.345224,7.980947,13.17367,4.569442,18.23156,2.210968,-0.2160625,16.58246,-1.019059,0.7637531,-3.46646,-1.178809,9.910094,3.637298
11.4908,1.890266,1.635165,0.1945657,-2.904156,4.675524,1.083016,4.09181,4.274531,11.2288,29.83734,29.14303,2.579917,5.256568,5.315754,5.621453,-2.322292,1.007394,-0.1229316,5.333846,6.016511,12.57042,0.4945122,30.00597,0.6078405,2.621944,1.235549,0.454807,1.473943,3.339482,4.738054,6.726348,-1.526304,28.40662,0.8252475,2.050934,3.303042,-1.769963,-0.1700925,4.407099,1.181673,0.02873585,0.494319,-3.813766,8.218451,0.518976,3.431658,5.874547,19.26213,19.8991,4.603392,-0.4272079,5.080577,0.6081153,2.287945,0.2019724,2.867548,2.450849,3.251679,6.95013,5.225796,2.084588,7.3509,9.419894,4.10448,7.016333,4.151147,1.122178,-1.359493,0.6034407,0.3846487,3.318986,0.3263929,8.996653,5.7556,12.74804,4.529785,17.43488,3.318183,-0.06982177,14.39054,-1.204612,1.587311,-2.888719,-0.6376602,11.32234,3.637298
11.59072,1.571363,2.181854,0.6258271,-2.202303,3.163649,-0.4794991,4.638915,4.076847,11.16326,27.8268,29.40044,4.419105,6.507699,4.778368,7.112176,-2.976663,1.437116,1.152029,6.709899,7.140162,15.70037,1.16569,35.05433,0.7154926,1.55492,0.8534392,-0.4016365,0.63982,4.537409,6.233679,8.603682,-1.11696,27.52789,2.206309,2.073927,0.7478265,-2.934712,0.6972956,7.429213,0.9618175,0.155856,-0.4752885,-3.874677,8.691865,2.289907,2.65834,4.075276,18.29704,21.53449,5.712663,-0.2195044,3.775447,1.16974,3.781534,-1.705613,1.911326,3.329229,3.07814,7.05223,3.756717,2.395731,9.653769,8.70969,5.657569,7.729554,5.270885,2.42909,-0.4878795,-0.5426136,0.5927631,0.8594231,0.5054629,7.906786,7.417563,14.08232,5.264516,19.59855,2.033285,0.2047725,14.80873,-0.6645007,1.939483,-2.42279,-0.795499,9.669456,3.637298
11.69064,2.13769,2.67049,1.120306,-4.445754,4.558728,1.407008,4.264606,4.273482,9.498201,27.463,29.69812,1.435424,9.88384,4.719112,5.335155,-3.415942,0.5822173,0.6251408,5.492919,6.035946,13.82479,-0.4054133,36.04224,2.802334,2.394114,1.142989,1.902957,0.3860729,3.688358,4.610141,7.312244,-2.612851,27.46991,0.486927,1.524803,2.453598,-4.036078,1.787751,10.50676,-0.7969985,0.7640605,-1.037612,-3.130442,9.506746,1.540579,2.800303,3.955081,18.75951,21.69365,4.14078,-0.3701965,4.507454,0.6331716,2.904653,-1.869215,2.569318,3.863254,3.489308,6.34302,3.231786,2.276448,8.473502,6.688092,5.436056,7.134317,4.72206,1.159372,-0.02347028,0.615786,2.122498,1.528521,0.6926592,7.162352,6.737079,10.89436,7.601137,18.49906,3.565148,0.2916662,16.72341,-0.4133083,0.2118722,-2.234431,-0.9351789,10.5479,3.637298
11.79056,1.203627,1.974377,-0.6574365,-4.031786,3.454597,0.1423884,6.050932,4.717088,10.32874,27.44745,30.71239,1.608871,9.81502,2.382847,7.750051,-1.697019,-0.5453478,0.8402227,4.64815,6.314704,16.42089,1.756945,35.03473,2.189568,2.47125,1.018276,0.7360647,0.1084335,3.725736,3.174052,6.071699,-0.4995353,27.21072,2.075297,3.090974,0.8100083,-3.289603,2.962764,11.63639,1.644431,0.9816836,-0.2616566,-0.8667976,8.124534,-0.1187405,3.393942,6.139017,18.02805,22.106,7.069787,-0.6074175,5.396591,0.7896621,4.079048,0.5009207,-0.4840717,4.933885,3.147058,5.2903,3.858853,1.807952,8.753633,7.893226,4.772136,7.452663,4.749589,1.311062,-0.08988905,-0.7869638,1.577827,0.6822553,-0.8523836,7.293639,6.828271,11.68203,6.746005,17.9113,0.5830421,0.2426448,16.2171,0.2715442,2.636127,-2.947074,0.864903,10.16689,3.637298
11.89048,-0.2260732,1.255199,-0.5763181,-1.66114,3.84641,-0.1893808,4.388362,4.448781,8.669741,26.33055,31.73567,2.098806,10.63741,1.354758,6.870796,-2.050534,-0.3882422,-0.2407673,4.569357,4.818672,14.69977,0.7112109,33.08522,2.261374,3.092481,2.670027,1.213462,1.430707,4.271863,4.863648,5.280238,-1.788179,27.85413,0.1909205,2.186786,2.285867,-3.54821,3.957639,12.34376,-0.1020005,2.300614,1.072774,0.2865566,9.887494,-0.3398792,3.789876,4.178279,16.93469,21.15892,4.51004,-0.6729531,4.631175,1.241503,3.582428,-0.3919806,1.743901,4.53047,3.152245,7.30077,3.563192,0.5947644,9.735115,7.904666,3.585599,6.099651,3.099751,0.7878841,-0.7013975,-1.457813,1.497538,1.289945,0.7962024,6.867274,6.548068,13.0976,7.597247,18.74016,1.74058,0.486278,16.13016,-0.1906955,1.33557,-2.462453,-0.4746485,10.20775,3.637298
