 , C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12, C13, C14, C15, C16, C17, C18, C19, C20, C21, C22, C23, C24, C25, C26, C27, C28, C29, C30, C31, C32, C33, C34, C35, C36, C37, C38, C39, C40, C41, C42, C43, C44, C45, C46, C47, C48, C49, C50, C51, C52, C53, C54, C55, C56, C57, C58, C59, C60, C61, C62, C63, C64, C65, C66, C67, C68, C69, C70, C71, C72, C73, C74, C75, C76, C77, C78, C79, C80, C81, C82, C83, C84, C85
6.39488,0.1407194,5.504197,-0.1966179,5.347773,3.509526,9.04809,2.822641,0.1817984,15.86586,7.024219,8.670632,1.883609,-2.370734,-3.006186,0.4381346,4.422451,1.137146,-0.2500972,-2.4412,5.688489,18.50668,3.017928,15.01276,6.248116,0.6523697,5.195756,0.7573245,-0.9269278,0.9947293,-2.515641,9.254725,1.152431,20.94147,12.75431,3.108086,2.665533,12.14279,2.494585,1.483017,1.425871,1.555465,1.333197,2.252753,3.779986,1.534008,2.596506,3.569304,5.835289,28.14403,2.840643,-0.4736219,4.028732,-0.3743228,2.668935,-0.8650507,3.165767,6.835897,1.383132,4.19665,2.346782,2.239267,6.998793,6.847886,7.557773,12.5283,5.365265,-1.81823,-1.314846,-1.685483,0.1918737,2.641486,0.3090672,5.32769,5.797997,20.50596,4.64397,7.345539,-0.3632849,0.1655778,22.67131,-1.227937,0.2710861,-3.064687,1.265898,3.416374,3.637298
6.4948,1.607316,3.608423,0.1241416,4.139294,2.612006,9.163335,4.715797,2.4872,15.67173,7.226216,6.51031,2.518947,-3.337599,-3.917383,0.4280639,5.220622,-0.04101507,0.2546977,-2.29776,4.749548,17.53612,2.476449,15.73616,5.094422,0.6039451,4.653558,-3.581043,-1.659029,-0.5046901,-3.259914,9.366096,1.593414,18.68793,13.0283,2.826841,-0.07152016,11.26548,4.338195,2.82239,1.235663,0.1859164,1.251733,1.334617,4.604633,-0.2648723,3.462226,2.789125,5.957746,27.25826,3.413692,-0.6317061,4.063189,0.02428452,3.502262,1.179269,2.835639,7.279886,0.5962038,4.94344,3.050072,3.246867,9.022783,9.170354,7.279631,11.17587,5.492755,-0.01624962,0.1684654,-1.199337,0.4761576,1.094992,1.155026,4.610474,5.825617,20.72151,5.921863,7.475257,-1.735869,1.241412,21.88058,0.5147932,2.005199,-3.924184,0.8395714,1.822465,3.637298
6.59472,2.600012,2.551072,-1.265189,4.554069,2.875005,11.4115,2.641599,-0.9933797,15.34907,6.922546,9.949923,1.907529,-2.603412,-3.134299,-0.000574904,4.215449,1.373242,-0.1414722,-1.263765,4.331467,17.21353,3.213125,13.38996,6.238659,1.620919,5.173484,0.7938022,0.1740644,0.6100446,-2.329782,10.13955,1.799519,19.54848,13.31582,4.370229,1.687757,10.86859,3.013841,1.090508,1.284318,-0.552706,2.075805,-1.062396,3.7122,1.427491,2.258107,2.000338,5.560678,26.51298,3.814232,-0.009631191,1.796439,0.08487858,1.877707,2.202434,2.604222,6.505399,0.7426365,3.798877,1.332273,3.208425,8.174803,8.676957,8.237788,11.99517,5.712413,0.4747762,-1.648464,-0.6022142,1.529904,-1.088068,0.1516391,5.196708,5.556312,20.32887,3.350952,7.56263,0.1900091,1.539622,25.25903,0.6019993,2.065238,-1.875818,-2.332819,3.032879,3.637298
6.69464,2.198001,1.256724,1.020615,5.516691,0.9900318,10.81564,3.76365,1.160521,13.62132,5.358104,7.870969,1.614372,-4.175195,-4.347424,-0.02651546,5.455974,3.856774,-1.253442,-1.83348,6.195052,18.22583,2.792591,13.76914,6.253735,-0.003055534,5.464027,-2.367791,-0.06183751,0.3671383,-2.808615,8.873857,1.849598,19.95711,14.80202,4.416446,1.853806,10.43284,2.807248,2.094559,-0.1376791,1.072789,1.590231,1.972185,4.03228,0.5277058,2.343432,2.811201,4.666905,26.73129,2.722963,-0.2849142,2.080401,0.6654685,2.038809,2.823636,4.403657,6.334903,2.080854,4.808185,4.25404,3.297979,7.710691,9.835043,8.689879,10.85524,6.231899,0.3401248,0.2209868,-1.001302,1.191568,0.6982577,-0.9396428,5.0237,6.444771,20.57181,3.056512,8.127038,-0.5194908,0.7415555,29.44695,0.6556615,2.507548,-2.035245,1.021755,3.39614,3.637298
6.79456,1.39127,1.671128,-1.189716,5.9439,2.787584,9.151374,5.088943,1.870727,16.05712,7.215083,7.61169,1.388745,-3.848732,-4.549627,2.813031,2.912274,2.443363,0.0850503,-2.04979,3.999821,15.37892,4.687248,14.69314,5.31502,0.5829443,4.294334,-2.716406,0.6274768,-0.3366617,-3.111627,8.648507,0.1948792,21.20394,12.6359,4.274302,-0.5654739,9.886259,4.521615,1.082926,-0.2858551,0.3989126,1.692802,1.528882,2.515772,-0.1840167,0.9028713,2.635169,4.950223,26.49411,2.62642,-0.2551446,4.001383,0.5435723,2.50487,1.838989,2.480993,6.150641,2.049092,5.153831,5.285618,4.34904,8.210674,9.477739,7.994145,11.35042,5.204478,-1.148251,0.9329988,-0.06125687,1.562036,0.1354979,-1.38217,5.97995,6.412851,21.45743,2.520089,9.747664,-0.8447356,3.021128,32.29397,-1.101669,3.525906,-2.21148,-0.3393003,3.833294,3.637298
6.89448,2.489852,0.197563,-1.487052,2.192482,1.505192,8.389428,5.394914,2.900632,17.48443,5.695827,9.884588,1.198559,-1.275162,-3.392728,1.726092,0.2028051,3.488128,0.5630795,-1.285599,3.001502,15.8194,4.91816,11.4029,5.232284,1.793599,2.289453,0.6601855,1.785696,0.9174209,-3.097188,9.529614,-0.9097834,22.15579,12.47418,5.054727,1.06205,9.111255,3.320376,0.05818172,-0.619971,1.969045,3.661333,0.07353669,4.184165,0.7992869,2.095823,3.357099,6.578341,27.08715,2.017087,-0.07780053,0.9478152,0.4677752,1.20761,2.282985,3.488816,6.561778,3.967234,4.62556,4.252621,3.72606,7.383224,7.486644,7.238116,11.44898,5.219051,-0.2947652,-2.278823,0.1594591,1.865883,1.900277,-1.970141,4.904798,6.204211,18.96323,2.533697,6.775636,-0.523126,1.839133,34.02883,-0.6243376,3.162056,-2.844155,-0.5961933,3.178473,3.637298
6.9944,3.80059,0.1021767,1.029794,5.093371,2.385289,8.843457,5.175837,1.431252,16.59212,3.370843,8.585425,0.2056721,0.1228197,-3.433668,-1.241587,1.573781,5.290033,-1.651231,-1.401685,7.587171,14.87308,2.446031,11.80007,4.406429,0.7346166,4.385954,-1.755596,-0.3388925,0.5082626,-4.342604,8.27196,0.9748603,21.7635,12.38991,3.772208,0.9955592,8.889441,4.156133,0.6377348,-0.25644,-0.1774946,4.485174,1.426961,3.506233,0.6643104,1.916144,3.284675,4.735006,25.86044,2.483799,-0.2334216,1.57921,0.2251784,1.290182,3.576344,3.619437,6.004406,1.687752,5.366204,4.497005,2.166581,7.33132,9.01079,6.676606,12.10947,5.931577,1.099091,-0.7603455,0.6247494,1.402357,0.6844186,0.05678816,5.716778,6.069622,18.27979,3.90185,7.393291,-1.357327,1.258628,38.14934,3.645838,3.406043,-4.105679,0.5280239,2.697659,3.637298
7.09432,4.338911,0.138736,-1.47994,4.594098,2.20891,8.824637,5.052142,1.867346,17.22589,2.790699,9.476187,1.579545,-1.334366,-4.306064,3.841524,0.6912776,2.73937,1.75265,-1.786441,6.477611,15.17319,3.727185,10.94884,4.05384,0.9356897,4.46412,-1.086377,-0.03137413,0.5628039,-2.428942,10.33957,1.387999,22.14446,10.64551,2.757086,0.933239,7.942471,3.016302,1.278946,3.405668,1.377545,0.4833203,-1.031178,3.491841,1.24933,1.186651,2.460637,5.337502,25.81821,3.81074,-0.4043989,3.497977,0.6914429,2.390694,1.805559,3.789475,5.345254,2.903426,3.20097,3.983944,2.182233,9.988593,8.028656,7.656538,11.03066,6.083433,-0.3695874,-0.1782945,0.6909246,0.6411865,0.4546556,0.1243584,4.749738,5.719359,18.26126,3.303559,8.234439,-0.04297318,0.02721976,38.31713,0.4592459,2.385236,-2.001715,-1.580104,3.13196,3.637298
7.19424,3.477421,-0.2147735,-1.347399,5.860978,3.522666,8.207258,2.566146,0.3148369,20.51964,5.802406,9.677504,3.311447,-2.107228,-4.393545,0.8362437,1.190357,2.074231,1.840887,-1.235671,4.465664,12.44919,2.943177,9.76925,4.925507,0.4941835,4.439777,-3.06854,-0.6613202,1.545185,-2.587532,9.164176,0.5593407,23.07235,9.213559,2.498175,-0.7900929,11.23296,1.727328,1.864532,1.457422,1.527933,0.2406774,-4.075294,1.345232,0.6631606,2.850167,2.521424,4.018618,25.51155,2.584497,-0.3670992,3.130394,0.6999615,4.363797,1.340217,2.764787,4.602858,1.310527,4.326488,3.428257,1.336502,9.754707,6.635632,6.445205,9.888597,4.44553,-0.4846466,-1.600258,-0.1874518,0.4475154,0.4907391,-1.725832,5.394199,5.100953,17.74199,0.7367366,6.810493,-0.9628148,0.8366329,39.77141,-0.2754773,1.621258,-2.161266,-3.77063,3.175221,3.637298
7.29416,3.409759,-0.5022846,-0.2343806,5.406214,2.052697,7.583501,7.233289,-1.387161,24.48186,3.743203,8.167852,1.716161,-1.314572,-5.033442,1.565833,1.748456,2.363524,-0.04044991,-1.768238,3.497226,12.51774,6.579413,9.994776,4.479197,-0.7167594,5.834455,-2.268258,-1.285661,1.231754,-3.299518,9.863569,1.847244,21.67771,10.20646,3.152821,0.006972143,7.79263,3.383871,0.5097478,0.9424796,1.791966,2.687292,1.67564,2.330248,1.104934,2.10571,1.950724,4.938762,26.06876,2.914407,0.5162289,3.442167,-0.09451278,4.196933,1.007209,1.699303,6.092268,4.514344,4.403433,1.946835,2.874381,10.51676,6.466353,7.126824,10.41269,4.972182,0.7573968,-1.623318,1.181713,2.067175,0.5880641,-2.10986,4.883942,5.567874,17.09588,1.075069,5.624808,-1.124523,-0.04781708,40.20284,0.146066,3.211156,-3.875799,-1.311749,1.445547,3.637298
7.39408,2.887688,0.2833712,-0.430604,5.894656,2.249157,8.37869,5.564644,-0.8267571,24.17488,3.699016,8.640875,1.595239,-1.5792,-3.022613,2.144689,1.439041,1.723342,-0.05276787,-2.643788,5.505159,16.04205,3.706689,11.52392,4.222642,0.4752544,5.471704,-2.803061,0.8481102,2.877868,-3.777773,8.316223,1.564735,22.43064,12.99381,3.570589,1.205691,8.650417,1.523409,2.363781,-0.06389536,2.042401,2.979382,2.048244,2.378469,0.5984989,1.248558,3.072448,4.730649,26.06707,1.573531,-1.011108,3.168373,0.7867995,4.522596,0.6219313,5.663518,4.738599,4.411259,3.815447,1.642225,1.528785,10.019,8.731935,8.675303,8.134113,4.880827,1.798847,-1.154953,0.648652,1.596778,2.592207,-0.1753844,4.149546,6.750763,19.24302,2.550451,7.720874,-1.425766,0.764924,42.67231,0.439148,2.398994,-4.302962,0.1942684,4.002691,3.637298
7.494,2.311688,-0.4941137,-0.3049382,5.273984,3.310473,7.23513,5.023983,1.116836,25.25556,2.876206,7.922661,-0.06392355,-2.829193,-3.543814,2.437107,0.6329709,0.2098434,1.799574,-1.44001,4.553412,15.33372,3.639262,11.05578,4.694817,-0.1838648,4.925963,-1.429513,1.809747,0.9593645,-3.412622,8.620247,-0.6606657,22.45259,11.90369,2.830816,-1.366775,10.91025,2.188783,1.193596,-0.1031963,1.657422,1.964082,0.5660434,6.070721,0.9910772,1.598569,0.5329719,2.802284,26.13035,2.402074,0.4323498,2.047852,0.782774,2.930458,-0.1186799,5.029929,4.489033,3.153897,4.329394,3.34791,1.595052,9.034046,8.750234,8.218396,10.22579,4.550447,-0.3035894,-0.5760882,0.1179926,1.654594,0.6911222,-1.151732,5.484423,6.424109,20.18027,1.970608,5.789186,-0.01805076,0.4139164,40.78525,1.719263,2.650727,-2.362263,-0.2698874,1.99531,3.637298
7.59392,1.958934,-1.858961,-1.117712,6.071694,2.624521,7.683114,4.136056,-0.1687192,24.51113,4.362218,10.21588,1.81835,-3.098566,-4.014899,2.189946,1.231206,1.896362,-0.2948311,-1.112685,3.173584,12.72574,4.551507,12.52541,3.854802,0.6405543,6.642376,-2.622209,0.6293799,3.502968,-1.731643,9.004655,1.841302,23.23871,10.25065,1.955414,-0.5520773,9.828976,1.949713,0.5957835,-1.144713,0.7800642,1.893165,-0.8851391,3.680248,0.3442129,2.285005,0.8449303,5.379858,25.72431,3.274997,-0.1089539,2.100053,0.7313796,4.020622,2.269337,2.774153,4.961528,4.044681,5.014342,3.214864,2.347739,11.70842,6.862491,5.364455,8.98331,5.047603,0.7568657,-0.5569236,1.202627,0.7831607,-0.2729633,-0.9783624,5.493893,4.644027,19.4415,1.276924,4.484174,0.3454133,-0.1911747,38.75074,0.4454116,1.93023,-3.599778,-2.838691,1.895724,3.637298
7.69384,3.652619,-2.405179,-1.287291,7.205448,2.809629,5.533235,4.531305,0.7741144,23.51805,3.987721,8.33689,4.092139,-2.676014,-4.202841,2.778762,1.893498,2.927644,2.535686,-1.641744,3.183059,13.75452,4.355269,20.6524,4.300171,0.1535273,5.237092,-3.363518,-0.8804711,4.336191,-1.796714,8.543075,1.910446,24.06956,11.25997,3.160697,-0.4707369,9.170154,2.040132,2.970957,-0.4889381,2.15816,0.8500037,-0.4654696,3.771594,1.19567,2.615484,3.71998,5.330903,25.44058,3.261902,-0.2248735,4.248446,-0.1116859,3.377835,1.654494,5.698137,5.693396,1.915706,6.058363,2.606119,1.777265,10.03092,6.150344,6.646235,8.423824,4.774308,1.071454,-0.8324225,-0.2686445,2.656706,0.6480304,-0.5534124,5.476151,5.237454,17.82801,0.9157587,4.434887,-0.2159825,1.906698,36.53844,1.310748,2.474618,-3.767017,-0.4878035,2.830761,3.637298
7.79376,3.211061,-3.784711,-1.558555,7.301085,3.977027,4.564176,4.336354,-1.641233,21.55683,5.370516,9.702219,3.497909,-3.039642,-2.600344,1.633696,3.075628,4.281789,-0.3330522,-1.437546,3.466598,13.93569,7.151017,29.03556,3.433493,-0.3312983,4.493474,-3.313728,1.608791,7.847886,-1.899002,10.68721,0.7337818,23.57512,12.32546,3.467629,-0.806186,8.356113,0.3942027,-0.5626525,-0.05247115,3.971397,0.02336552,-2.537465,4.464037,1.375361,3.244958,3.643589,5.116753,25.69108,3.332317,-0.04938157,3.888286,-0.4129387,2.964882,2.271043,5.761173,3.231004,1.927933,6.935153,2.162255,2.387914,10.75117,6.350137,6.13608,7.256417,4.756036,0.7973626,-0.03436757,-0.2680536,0.9182622,-0.8242968,1.462435,6.250798,5.200344,19.98879,1.135135,6.908694,-0.01579054,0.9907411,36.37887,1.95627,1.761114,-3.645769,-1.356608,2.69786,3.637298
7.89368,3.112094,0.145448,0.5408834,4.192691,2.060215,6.321862,5.108085,-0.9688568,21.17903,9.178006,7.78658,2.685083,-2.194926,-1.366294,1.938252,1.934795,1.793447,0.4500058,-1.808239,5.765,15.91178,4.841118,28.0337,4.335716,-1.242204,5.507943,-2.610073,-0.4829007,4.399226,-2.361581,8.598766,0.898839,22.63652,11.64651,1.373662,-2.239121,8.298105,1.923459,4.851921,-1.351088,2.087782,-1.155101,-0.4089718,3.03342,0.6095667,2.769024,5.335467,4.335726,26.62004,4.712487,-0.2398059,4.020464,-0.04976333,4.181365,0.5548197,5.562747,5.92756,3.342637,4.801189,2.405208,3.007514,10.40304,5.235073,7.626738,6.957327,2.385099,0.4128929,-0.1997738,0.423773,1.364696,0.9550083,0.3231325,5.919311,6.16477,16.81417,1.23,9.621802,-0.8834421,1.970141,37.71494,0.12806,3.104394,-3.055329,0.02458902,3.774945,3.637298
7.9936,2.370276,-1.183427,0.7177416,4.383402,3.474167,6.484109,4.940118,-1.481333,20.57959,15.65835,12.06869,3.321535,-3.064974,-0.9066251,2.728443,3.569412,2.889439,1.74245,-3.919043,4.692225,13.7986,5.804377,24.66339,3.857021,-0.1935738,4.658704,-1.326342,-1.044811,3.662637,-0.9297348,7.638007,1.832113,20.91459,9.0695,1.997512,-0.257926,7.182178,2.443539,5.823417,0.2973322,0.3832162,-0.8168084,-1.179455,3.941365,1.008113,3.224393,4.172863,2.864904,27.9648,4.600853,-0.1747423,3.324759,-1.395559,2.790098,-0.1968027,6.020625,5.949108,2.785943,6.303619,3.857769,1.76286,9.254066,5.935691,7.278067,9.236628,3.514124,1.108558,0.4505093,-0.6530583,0.7410513,2.444464,-0.5707527,5.518897,5.67565,15.02516,3.594974,12.31549,0.7902573,1.039595,37.94604,0.7804375,3.407228,-2.653277,0.3820163,6.159207,3.637298
8.09352,1.352716,1.330554,-0.1671308,1.183429,1.317797,6.069264,6.828689,-0.9563367,18.26482,16.83158,11.53412,6.146973,-1.515439,0.7958101,3.561235,0.448282,1.841512,0.8059273,-2.816761,4.80718,14.49242,4.925403,21.72059,4.989168,-0.1699886,3.408727,-1.467529,-0.5290218,6.239698,-1.11973,6.527621,-0.3187054,22.1264,7.604528,3.136256,0.6596724,8.107455,4.943594,5.156991,-2.21338,1.990352,0.4941252,-1.393926,3.369675,0.3410473,2.041014,5.072196,2.953573,25.39195,5.602189,0.0880063,5.810671,0.4782852,1.614605,-1.137691,4.472867,6.071268,3.173468,4.931637,3.206741,2.82534,9.595922,7.320783,7.794104,10.97999,4.328627,0.9095213,-1.190664,-0.567322,0.3120743,1.35901,-0.9187675,6.574376,6.208042,14.86038,7.037683,11.66092,2.437232,2.402731,36.44912,1.02721,1.765128,-1.354314,-0.3150156,3.910405,3.637298
8.19344,0.8148307,2.646358,-0.01796887,2.043405,2.253022,7.414685,3.897597,0.9585644,20.98123,18.36814,18.94448,15.55119,-1.140388,-0.05419083,0.989163,3.306655,-0.9293973,1.004005,-1.79907,4.277103,12.42109,4.664985,21.94501,4.304185,-0.9013443,4.639432,-2.498146,-1.185951,5.419,-1.46608,7.353083,-0.6119639,18.10494,11.51618,4.353411,0.2644252,7.201986,5.545902,6.424243,-1.710958,0.4821546,0.4887976,1.947136,3.971502,0.5886677,2.380646,4.524462,2.238183,26.27382,2.23824,-1.36428,3.769134,-0.6161625,3.547654,0.5725421,4.363183,6.614723,2.936565,4.503191,4.743352,2.341039,10.5028,7.725266,6.081457,9.106082,4.295648,0.01451865,0.938775,-0.3632941,0.9129034,1.497072,-2.503125,5.439863,4.598096,15.3543,8.012943,9.995966,0.8614144,0.8729367,36.91746,0.3031209,3.165868,-2.358024,0.3522688,4.087466,3.637298
8.29336,1.5759,-1.002349,0.3999745,2.635164,1.318812,6.777513,5.668906,-0.6191933,20.0783,18.73417,18.62605,18.01762,-0.2376497,-3.27491,2.375941,0.64292,2.428013,-0.6328433,-2.949009,5.521776,14.48999,4.56727,18.20443,4.920931,-2.433284,4.808584,-2.467164,1.85837,7.744513,-1.315325,6.0134,1.40179,18.42466,7.158659,4.020196,0.6471801,6.656213,5.655801,4.807164,-1.10001,0.6062447,0.7272844,0.8471253,4.467279,0.7011117,2.821624,3.814373,3.09218,24.63912,2.612213,0.05222357,2.04032,-0.427534,3.24136,0.9491432,5.484632,6.046467,2.797787,5.385155,4.688508,1.308055,8.977509,9.41904,6.436574,7.888407,4.68469,1.092519,1.243113,-0.2570239,0.6280186,-0.1220345,-1.779524,5.050482,5.606546,16.71325,6.193113,7.313737,0.6812207,1.014809,34.57763,1.369237,2.221145,-2.146746,0.1111057,3.270478,3.637298
8.39328,0.2735147,0.8167861,-0.3626152,3.665238,0.7719276,7.540854,7.253548,2.248793,19.67274,14.89333,19.99314,18.85278,-1.590965,-0.4849017,2.554229,0.9373114,0.4389823,0.1378218,-3.818996,6.06933,13.72899,4.828969,18.55171,5.772861,-1.293312,4.171567,-1.270905,1.182508,5.43289,-0.8532869,6.10883,-0.7896398,19.37932,8.807982,5.606415,-1.824727,6.798512,7.552985,5.105197,0.6835963,-0.9812084,-0.3904449,0.4576518,5.465371,0.7541873,3.128359,4.673099,3.00122,25.06992,2.393765,-1.387111,3.906737,-0.8676143,2.381393,0.1273645,4.368489,5.895789,0.8913038,5.587671,4.446228,1.615323,8.605303,10.92195,8.647066,10.89939,3.825669,0.6532587,0.05317499,-0.2585795,-0.0576555,1.831752,-1.758991,5.485918,7.030361,16.1096,5.827805,9.174033,-0.8574725,0.907805,35.1596,0.171855,2.585499,-3.249675,1.138331,2.644722,3.637298
8.4932,3.629704,-0.8561618,-0.6631632,1.701061,1.776047,8.258401,4.818013,-0.6769348,18.25561,17.3805,19.14841,17.79582,0.8301279,-2.485894,0.7047942,-1.348836,1.835854,2.021111,-3.4567,4.661485,12.14074,4.686865,17.84707,6.342547,-0.1959835,1.659325,-0.8794928,0.2091262,9.223063,-0.9420497,7.592028,-2.645596,19.25708,11.47748,2.841594,1.174123,8.141403,5.378284,3.461718,-2.721127,1.394149,-0.9396576,0.001678945,4.146295,-0.3264032,3.956114,4.196407,3.253793,24.13515,2.563163,-0.9476301,2.665511,-0.6652635,3.000523,-0.5925978,5.488253,5.391952,2.52136,5.529227,4.16083,0.874347,9.557714,10.4557,7.547639,9.531595,5.53011,0.5346264,0.8800301,0.3832744,0.9423161,1.97533,-0.9624979,5.140539,6.213191,17.09769,6.880772,7.269797,-1.292686,3.314195,34.76333,-1.536709,3.81601,-2.727481,-0.3811865,3.173979,3.637298
8.59312,0.5903673,0.05425564,-1.608393,1.424231,2.277638,9.17532,7.291525,0.7567373,19.93497,14.46393,17.51425,17.53212,-0.9619839,-2.147824,3.224296,-0.9825876,1.400415,-0.2854114,-0.5052849,5.479284,13.10382,2.935432,16.63234,6.099381,0.1850702,6.326289,-1.924911,-0.8818276,10.2466,-2.845611,4.39063,0.211796,17.86978,11.03576,2.972167,-0.5131078,6.96523,9.373099,4.958625,0.4679154,3.961107,1.942774,0.554239,4.605538,0.6869963,2.03042,4.017941,3.678315,24.91461,3.744594,-0.8728403,3.916099,0.2641285,2.701063,-0.3156711,4.550476,5.844143,0.9653125,4.997877,3.405767,1.286871,10.85645,9.192954,7.655935,8.918343,4.1618,1.015319,0.1201344,0.2009312,1.265785,1.204397,0.5081746,5.838474,5.587302,15.92448,5.10683,8.065249,-0.636723,1.825519,34.51775,-3.183168,5.228787,-4.272872,-0.9555685,3.292709,3.637298
8.69304,0.5719351,1.613684,-0.6050814,3.112432,2.707816,6.607152,7.105333,3.520986,20.65743,15.23289,14.58787,15.72357,-2.242043,-2.790149,5.294405,0.8969414,2.183843,-0.5596814,-2.341474,4.868643,11.84239,2.756452,16.24576,5.215745,1.065582,4.497675,-0.5810561,-0.01073179,12.96017,-2.582704,6.626078,-1.173144,20.47853,10.70213,3.859141,2.022179,5.301334,7.144894,1.892891,-0.3339697,1.949892,2.312775,2.336774,3.434132,2.73478,0.8199274,3.134484,1.487576,23.23784,2.355384,-1.524645,1.526669,-0.5066062,0.752442,0.1767166,5.488157,6.992108,0.9061837,3.66144,3.054778,0.5853915,8.943361,10.345,6.574985,10.44591,4.115762,1.505708,0.1528579,-1.354126,2.292981,0.42254,-1.492956,5.835088,5.1013,17.65944,4.227735,6.314273,-0.3906387,1.634143,30.89365,-2.070445,3.391024,-3.439751,-0.8975018,2.835911,3.637298
8.79296,1.808771,1.440278,0.9078366,0.7776578,2.50074,8.233253,8.945942,1.744027,20.06241,12.49476,15.29407,12.62156,-0.06941589,-2.144122,1.425578,0.05377057,3.484786,-0.7678168,-3.553144,8.656571,11.74709,3.166903,13.79277,4.229519,2.370633,5.721674,-2.646095,-0.339396,16.9895,-4.802351,5.703779,0.005123321,20.11794,9.693785,4.594679,0.4893946,5.630637,6.949612,1.668097,-1.500186,1.311603,2.050995,0.848529,6.332746,1.270956,2.278428,4.105893,1.868108,24.19095,2.311666,-1.236777,1.631075,-1.004048,1.518049,1.458686,4.278696,5.620394,1.011069,4.248796,4.86787,0.1011134,8.54192,10.21786,5.812473,9.590592,4.310203,1.121733,-0.7713839,-0.2986121,2.858385,1.430335,-0.1433333,6.767355,4.235387,17.4726,6.173464,7.07183,-0.5205396,0.097327,33.79239,-0.9155713,1.836492,-2.938035,-0.9536939,3.348049,3.637298
8.89288,0.4374315,0.8424501,1.853458,-2.194409,3.239648,5.657806,8.905399,2.071712,21.84063,11.6404,14.29083,8.943023,-2.522572,-4.995444,3.576237,-1.717863,2.024819,-1.918742,-0.122728,8.559975,12.35546,2.405302,13.62213,1.029355,-0.08175194,4.449604,0.4367013,-0.9064025,14.83636,-5.409171,6.527627,-2.205938,21.85458,8.891106,4.270331,-1.272985,0.8110819,9.735241,4.600928,0.7151827,1.087572,3.855151,1.283237,7.353893,0.6612852,3.547336,3.39531,3.685631,22.93381,1.096797,-1.699692,1.153454,-0.02676792,1.562115,0.2172911,3.239444,6.304715,0.8297352,3.610823,4.660412,0.04985802,9.578835,10.71251,6.572096,9.303875,4.851863,0.3735906,0.526107,0.4173189,2.659707,1.470186,-0.8717903,6.381031,6.665967,14.39505,5.337093,7.86664,-0.3018336,0.613714,31.78652,0.005875029,4.290509,-4.53081,-1.185627,0.8737788,3.637298
8.9928,2.400909,-4.891632,-2.28429,-3.857038,4.901941,4.434698,7.741451,6.474804,24.0407,16.4318,16.33144,7.243691,1.937461,-0.6515392,7.327356,-6.835539,3.721095,-0.88973,4.429266,6.285376,9.572381,2.017446,11.60267,-4.221031,2.146496,0.2306798,-2.732939,-0.3253913,8.051379,0.238013,7.408917,-3.357078,27.90037,7.415786,5.25424,-0.9395615,-5.74064,9.207908,4.403359,2.947119,1.208431,3.268114,0.9483436,7.775895,1.410573,4.654247,2.921748,2.074298,22.92871,1.458941,-1.771692,3.485075,1.115888,0.7295951,2.025492,2.668082,6.48736,0.138097,1.757525,4.99272,-1.815716,8.293131,11.78268,5.454833,8.112071,4.379653,0.215005,-0.8026106,-0.8710556,1.786294,1.831167,-0.2595674,8.598109,5.988821,12.53011,9.810363,7.578769,-1.120893,1.526142,31.1026,-0.6350639,2.496348,-3.720257,0.005153203,1.397391,3.637298
9.09272,2.910173,-4.323024,-0.7622575,-4.163228,3.883435,3.399101,5.950872,5.382555,23.55497,17.50648,15.67039,6.19499,0.5780929,-0.7452035,6.721729,-4.094905,2.035967,-0.1541282,4.720057,5.020781,7.928527,1.707818,11.39568,-3.680697,0.7551677,2.186624,-1.922285,0.2277124,10.78132,-1.092823,7.636887,-1.827833,27.05214,8.047583,5.07519,-1.172605,-7.091512,9.589302,5.20584,4.924574,0.2810431,4.51854,-0.469257,9.189848,2.035914,2.921493,2.886673,3.305444,22.98541,3.520959,-2.490112,3.954426,1.912758,-0.2698784,1.5016,5.032526,4.93304,-0.5314087,2.595236,4.877633,0.21961,8.985356,10.85789,3.698591,9.218067,5.200429,2.611822,-1.298262,-0.6271539,2.213472,0.8679537,0.9601694,7.433318,6.550604,14.1152,7.45492,7.644725,-1.0602,2.151069,29.42785,0.04443393,3.820679,-6.373269,-0.4710127,1.560555,3.637298
9.19264,3.147076,-3.833338,-2.501388,-2.978665,4.45449,1.89568,8.427924,6.658801,23.33385,15.24707,16.20386,5.0631,1.007536,-0.5759414,6.6918,-4.045772,2.169197,0.4031807,3.77066,4.348919,8.051479,1.829978,13.23545,-3.877815,1.063125,2.511439,-0.9926009,-0.04500113,7.792253,0.8955731,7.051192,-2.900182,27.0571,7.067684,4.097511,-0.8933072,-5.847734,9.787478,5.169606,4.916175,1.199607,3.69382,-0.9813008,8.44864,1.93222,3.801556,3.612835,2.52668,22.43748,4.404839,-1.564716,3.570492,0.6776245,0.4497048,1.238439,2.250121,5.098602,-1.619417,3.721929,4.389353,-1.213492,9.456352,9.705764,4.209884,8.396549,5.393627,3.140944,-1.333027,-1.626917,2.601668,0.2948918,0.4695873,6.957406,7.129189,12.85069,7.297836,7.940596,-0.5958732,3.249732,27.88305,-1.26121,1.617411,-3.913056,-0.658385,1.502234,3.637298
